0,대분류,중분류,소분류
(20-051) 톱  띠형 구매,공구·설비,수공구/전동공구,수공구·전동공구
20년 130밀리 연습연막로켓탄,기타,기타,기타
20년 조류퇴치탄,기타,기타,기타
20년 40밀리 연습유탄,기타,기타,기타
장애물개척전차용 일반공구류(구매),기타,기타,기타
광학장비부품류(구매),기타,기타,기타
자주포 스프링류,기타,기타,기타
LPG가스,화학·소재,가스/냉매,가스·냉매
LPG가스,화학·소재,가스/냉매,가스·냉매
반합,기타,기타,기타
반합,기타,기타,기타
물류이동장비(워키 리프트) 구매,기타,기타,기타
20-주변시야계 등 3종 구매,기타,기타,기타
코스관리 자재(모래) 구매(2010018-I),건설·시설,자재/철물,자재·철물
코스관리 자재(비료) 구매(2010019-I),기타,기타,기타
가스터빈(검독수리-B Batch-I M/F),화학·소재,가스/냉매,가스·냉매
20-영상실습장 교육시스템 구축(208071-A),기타,기타,기타
장갑차 부품,의료·의약·위생,의료장비/소모,의료장비·키트
20년 오리콘 방아쇠 조립체,건설·시설,현장안전/표지,현장안전·표지
BTCS부품(일반  제조),기타,기타,기타
백플레인 조립체 1항목 구매(궤도),기타,기타,기타
백플레인 조립체 1항목 구매(궤도),기타,기타,기타
토너 등 10품목 구매,IT·통신장비,PC/주변기기,PC·주변기기
20년 예비군총기 재포장재료 구매,물류/포장,포장/운반자재,포장·운반자재
K1전차 베어링등17종 구매,기타,기타,기타
20-125 전자칠판 등 6품목,교육/훈련,교육장비/교보재,교육장비·교보재
20년 항공화력시뮬레이터 구축,교육/훈련,교육장비/교보재,교육장비·교보재
20-120 소방차 1품목,기타,기타,기타
날개 트림  장갑차용,의료·의약·위생,의료장비/소모,의료장비·키트
20-147 헤드셋  마이크로폰,기타,기타,기타
(206115-E)전투실험용 대형 정찰드론 제조,특수장비,드론/로봇/측량,드론·로봇·측량
20-컨테이너 2종 제조설치,건설·시설,현장안전/표지,현장안전·표지
롱 임팩트 소켓 등 630종,공구·설비,수공구/전동공구,수공구·전동공구
전투부식(감자탕 등 12품목) 구매,기타,기타,기타
도서 유류 구매,차량·기동,연료/윤활,연료·윤활유
전자법정시스템 장비 제조설치 납품,기타,기타,기타
20-P-광다중화장비 제조 설치,기타,기타,기타
K55자주포 저항기 구매,전력·전기전자,전자부품,센서·모듈
무전기세트 반도체장치등6종 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
20년 멀티메타 계수형 구매,기타,기타,기타
20-2차 통신장비용 축전지(교체) 구매설치,전력·전기전자,발전기/전원,발전기·UPS·충전
건강검진소모품(TBAc8000 L-GGTR1 등 16종) 구매,기타,기타,기타
20-191 가솔린 엔진 등 5품목,차량·기동,연료/윤활,연료·윤활유
예비군총기 진공포장지 구매,기타,기타,기타
흙받기 차량용 등 3항목 제조(기동),차량·기동,차량/부품,차량부품·소모
흙받기 차량용 등 3항목 제조(기동),차량·기동,차량/부품,차량부품·소모
플러그 배출용 등 9항목 제조(기동),기타,기타,기타
브래킷트조립체 등 11항목 제조(기동),기타,기타,기타
돌쩌귀 문 차량용 등 2항목 구매(기동),차량·기동,차량/부품,차량부품·소모
노즐 연료 분사용 등 21항목 구매(기동),차량·기동,연료/윤활,연료·윤활유
케이블 조립체 브레이크용 등 11항목 구매(기동),전력·전기전자,조명/전선,LED·전선
제어장치 조립체 푸시풀식 등 9항목 구매(기동),기타,기타,기타
제어장치 조립체 푸시풀식 등 9항목 구매(기동),기타,기타,기타
개스킷 세트 등 3항목 구매(기동),기타,기타,기타
개스킷 세트 등 3항목 구매(기동),기타,기타,기타
스프링 나선형 압축 등 21항목 구매(기동),기타,기타,기타
기상정보지원기 구매(209111-I),기타,기타,기타
20년 정비취사피복 제조납품,기타,기타,기타
20-1차 디지털 인쇄재료(12종) 구매,기타,기타,기타
플라이어 등 44항목 등 구매(공구),기타,기타,기타
20년 발칸용 전원공급기 등(구매),기타,기타,기타
20년 육군 베레모,기타,기타,기타
부품키트  엔진 워터펌프용 등 30종 구매,공구·설비,공조/펌프,공조·펌프
라이너  밸브용 등 69종 구매,건설·시설,자재/철물,자재·철물
20년 (KF-5E) 회로카드 조립체 제조,기타,기타,기타
20년 (KF-5E) 회로카드 조립체 제조,기타,기타,기타
왕복식 압축기 구매(20209063-I),공구·설비,공조/펌프,공조·펌프
회전식 압축기 유니트 구매(20209068-I),공구·설비,공조/펌프,공조·펌프
69톤 트렉터 등 2종 구매(202010010-I),기타,기타,기타
자장소스(1지역),기타,기타,기타
자장소스(2지역),기타,기타,기타
자장소스(3지역),기타,기타,기타
자장소스(4지역),기타,기타,기타
소화기멜빵류,공구·설비,안전/소방,소방·안전장비
전송로계측기 구매,기타,기타,기타
자주포 프로펠라 샤후트류,기타,기타,기타
자주포 프로펠라 샤후트류,기타,기타,기타
자주포 송풍기류,기타,기타,기타
자주포 송풍기류,기타,기타,기타
생선묵(튀긴어묵  떡볶이용)(1지역),기타,기타,기타
생선묵(튀긴어묵  떡볶이용)(2지역),기타,기타,기타
생선묵(튀긴어묵  떡볶이용)(3지역),기타,기타,기타
생선묵(튀긴어묵  떡볶이용)(4지역),기타,기타,기타
건빵(개선품) 1지역,급식·식품,식자재,식자재
건빵(개선품) 2지역,급식·식품,식자재,식자재
건빵(개선품) 3지역,급식·식품,식자재,식자재
건빵(개선품) 4지역,급식·식품,식자재,식자재
참깨건빵 1지역,급식·식품,식자재,식자재
참깨건빵 2지역,급식·식품,식자재,식자재
참깨건빵 3지역,급식·식품,식자재,식자재
참깨건빵 4지역,급식·식품,식자재,식자재
야채건빵 1지역,급식·식품,식자재,식자재
야채건빵 2지역,급식·식품,식자재,식자재
야채건빵 3지역,급식·식품,식자재,식자재
야채건빵 4지역,급식·식품,식자재,식자재
햄버거빵 2형(1지역),급식·식품,식자재,식자재
햄버거빵 2형(2지역),급식·식품,식자재,식자재
햄버거빵 2형(3지역),급식·식품,식자재,식자재
햄버거빵 2형(4지역),급식·식품,식자재,식자재
바나나,기타,기타,기타
핫도그빵(1지역),급식·식품,식자재,식자재
핫도그빵(2지역),급식·식품,식자재,식자재
핫도그빵(3지역),급식·식품,식자재,식자재
핫도그빵(4지역),급식·식품,식자재,식자재
황태찜(경쟁),기타,기타,기타
황태찜(경쟁),기타,기타,기타
황태찜(경쟁),기타,기타,기타
황태찜(경쟁),기타,기타,기타
황태채무침(경쟁),기타,기타,기타
황태채무침(경쟁),기타,기타,기타
황태채무침(경쟁),기타,기타,기타
20년 발칸용 사격통제장치 부품 정비,기타,기타,기타
20년 발칸 전기주파수용 합성기 정비,기타,기타,기타
20년 발칸 증폭기 조립체 정비,기타,기타,기타
20년 발칸 증폭기 조립체 정비,기타,기타,기타
대기용활성탄 등 17종,기타,기타,기타
[시동용 발전기 부품] 제어장치 판넬 등 4종,전력·전기전자,발전기/전원,발전기·UPS·충전
[시동용 발전기 부품] 제어장치 판넬 등 4종,전력·전기전자,발전기/전원,발전기·UPS·충전
[시동용 발전기 부품] 제어장치 판넬 등 4종,전력·전기전자,발전기/전원,발전기·UPS·충전
장갑전투도자 바퀴(외주정비),의료·의약·위생,의료장비/소모,의료장비·키트
장갑전투도자 바퀴(외주정비),의료·의약·위생,의료장비/소모,의료장비·키트
어댑터  전지단자용 등 9종 구매,기타,기타,기타
베어링  컨넥팅로드용 등 4종 구매,기타,기타,기타
체력단련장(비료) 구매,기타,기타,기타
체력단련장(모래) 구매,건설·시설,자재/철물,자재·철물
전관방송용 앰프 구매,기타,기타,기타
(206065-B)폴리머 탄창 구매,기타,기타,기타
20년 천마 응축기조립체 정비,기타,기타,기타
20-143 세탁장비 2품목,기타,기타,기타
케이스 비설치형 나침반용 등 3항목 구매(총포),기타,기타,기타
케이스 비설치형 나침반용 등 3항목 구매(총포),기타,기타,기타
드라이버 세트 등 365품목 구매,기타,기타,기타
20년 해군해병 정복／근무복,피복·생활·사무,군장/피복,군장·피복
(20-094 100)발전기 기능용 전자시험용 등 2품목,전력·전기전자,발전기/전원,발전기·UPS·충전
탄약 정비자재(105밀리 보호캡) 구매,기타,기타,기타
탄약정비자재(PP끈멈치 등 51개 품목) 구매,기타,기타,기타
탄약 정비자재(81밀리 지환통 등 3종) 제조,기타,기타,기타
TA-512K부품(구매),기타,기타,기타
곡사포 일반부품류,기타,기타,기타
디젤발전기 15KW 등 2종 제조(209082-I),전력·전기전자,발전기/전원,발전기·UPS·충전
짜먹는발효유,기타,기타,기타
20년 변환기조립체(구축함용),공구·설비,공조/펌프,공조·펌프
20년 변환기조립체(구축함용),공구·설비,공조/펌프,공조·펌프
차륜형장갑차 일반공구류,의료·의약·위생,의료장비/소모,의료장비·키트
(207100-B)출입검색시스템 구매설치,기타,기타,기타
공기필터 구매 계약,차량·기동,차량/부품,차량부품·소모
장갑전투도자 서보밸브 1항목 제조(일장 생산능력),의료·의약·위생,의료장비/소모,의료장비·키트
장갑전투도자 서보밸브 1항목 제조(일장 생산능력),의료·의약·위생,의료장비/소모,의료장비·키트
베어링 슬리브형 등 2항목 제조(기동 생산능력),기타,기타,기타
베어링 슬리브형 등 2항목 제조(기동 생산능력),기타,기타,기타
(206126-B)오더피커 구매,기타,기타,기타
(207104-B)자동 등강기 세트 구매,기타,기타,기타
2020년 국군의무사령부 수첩케이스 제작/구매,기타,기타,기타
20-K-산불진화 기계화시스템 구매,기타,기타,기타
방풍비닐 등 42품목 구매,기타,기타,기타
(206085-D)대테러화 1품목 제조,기타,기타,기타
사각팬티,공구·설비,공조/펌프,공조·펌프
5톤차량 덮개결합체등2종 구매,차량·기동,차량/부품,차량부품·소모
(206114-D)전투실험용 통신중계 드론 제조,특수장비,드론/로봇/측량,드론·로봇·측량
공기청정기 필터 구매설치,차량·기동,차량/부품,차량부품·소모
다목적전술차 밸브등5종 구매,건설·시설,자재/철물,자재·철물
다목적전술차 핀등23종 구매,기타,기타,기타
(206122-F)해안소초 상황실 전시체계 개선사업,기타,기타,기타
다목적굴착기 부품킷트등3종 구매,기타,기타,기타
K719 튜브조립체등16종 구매,기타,기타,기타
항공기 C Check 정비용 부품/자재 구매,기타,기타,기타
부유대 조립체  방탄헬멧 내피용,피복·생활·사무,군장/피복,군장·피복
20-109 노후파티션 교체 사업,피복·생활·사무,가구/집기,사무가구·집기
(206150-F)신앙상징물 4종 구매,기타,기타,기타
통신용 쉘터 수리부속,기타,기타,기타
쉘터 비전개식(1 1/4톤),기타,기타,기타
4성장군숙소 러그 구매설치 계약(2010028-H),기타,기타,기타
20년 LPG(액화석유가스)구매,화학·소재,가스/냉매,가스·냉매
(207112-F)2020년 보장구 86종 구매,기타,기타,기타
푸시 로드 엔진 포핏 밸브용 등 60종,건설·시설,자재/철물,자재·철물
(206156-B)교육장비 16종 구매,기타,기타,기타
4성장군숙소 전자제품 구매설치(2010027-H),기타,기타,기타
공기시동기 등 56종,기타,기타,기타
20년 제헌절경축특식(조각케익),기타,기타,기타
전동 견인차 제조,기타,기타,기타
산악용 로프류,기타,기타,기타
산악용 로프류,기타,기타,기타
철사각관 등 69종 구매,건설·시설,자재/철물,자재·철물
K200장갑차 부품키트등7종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
K200장갑차 부품키트등7종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
K200장갑차 심지등13종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
K200장갑차 심지등13종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
귀마개 등 226종 구매,기타,기타,기타
K200장갑차 호스등12종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
K200장갑차 호스등12종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
K200장갑차 패킹등7종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
예비군훈련용 서바이벌 페인트볼 구매,건설·시설,자재/철물,자재·철물
아이스팩,기타,기타,기타
아이스컵,기타,기타,기타
위임보수 자재구매,기타,기타,기타
아이스콘,건설·시설,현장안전/표지,현장안전·표지
생수,급식·식품,식자재,식자재
에이드,기타,기타,기타
과채주스,기타,기타,기타
비타음료,급식·식품,식자재,식자재
탄산음료,급식·식품,식자재,식자재
식혜,기타,기타,기타
짜먹는발효유,기타,기타,기타
과일푸딩,기타,기타,기타
이온음료,급식·식품,식자재,식자재
마시는발효유,기타,기타,기타
떠먹는발효유,기타,기타,기타
절임 오이(오이피클),기타,기타,기타
생선가스 빵가루형,급식·식품,식자재,식자재
생선가스 빵가루형,급식·식품,식자재,식자재
생선가스 빵가루형,급식·식품,식자재,식자재
매실피클,기타,기타,기타
만두(군만두형),기타,기타,기타
20년 최루(CS) 캡슐,기타,기타,기타
20년 최루(CS) 캡슐,기타,기타,기타
20년 특수무기 케이블조립체류(일반),전력·전기전자,조명/전선,LED·전선
야전상의  대테러용,기타,기타,기타
20년 개인화기조준경,기타,기타,기타
20년 고성능확대경,기타,기타,기타
20년 원거리조준경,기타,기타,기타
차량 쿠션시트류,차량·기동,차량/부품,차량부품·소모
20년 전술레이저 표적지시기,기타,기타,기타
20-국내해도(대한민국) 등 451종 구매(수정),기타,기타,기타
20-국내해도(대한민국) 등 451종 구매(수정),기타,기타,기타
안경 방독면(K1)용,공구·설비,안전/소방,소방·안전장비
안경 방독면(K1)용,공구·설비,안전/소방,소방·안전장비
수도병원 리모델링 관급자재(에스컬레이터),기타,기타,기타
20년 석가탄신일 경축특식(핫바세트),기타,기타,기타
00지역 블라인드 설치납품,기타,기타,기타
00지역 블라인드 설치납품,기타,기타,기타
체력단련장(농약) 구매,기타,기타,기타
저고도레이더 부품(구매),기타,기타,기타
저고도레이더 부품(구매),기타,기타,기타
조미김(1지역),기타,기타,기타
조미김(2지역),기타,기타,기타
조미김(3지역),기타,기타,기타
조미김(4지역),기타,기타,기타
조미김(5지역),기타,기타,기타
조미김(6지역),기타,기타,기타
조미김(7지역),기타,기타,기타
조미김(8지역),기타,기타,기타
하우징류,기타,기타,기타
하우징류,기타,기타,기타
K계열전차 체결류,기타,기타,기타
호이스트  체인식,기타,기타,기타
호이스트  체인식,기타,기타,기타
파이프류,기타,기타,기타
파이프류,기타,기타,기타
안테나(AS-374K) 등 11종 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
고출력 측정기“ 구매,공구·설비,측정/시험,계측기
안전등 등 7종 구매,기타,기타,기타
안테나 등 2종 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
운송 및 저장용기  케이블용 1종 구매,전력·전기전자,조명/전선,LED·전선
페인트분무기 1종 구매,의료·의약·위생,방역/소독,방역·소독
전압계 1종 구매,기타,기타,기타
감시용 CCTV set 등 5종 구매,IT·통신장비,CCTV/출입통제,영상감시·출입
베어링류 슬리브형,기타,기타,기타
자동 기상관측장비,기타,기타,기타
발칸 나사등25종 구매,기타,기타,기타
인화지 등 653품목 구매,기타,기타,기타
차광망 등 274품목 구매,기타,기타,기타
20년 확성기세트 부품,기타,기타,기타
20년 삼각대  사격통제 기구용(제조),기타,기타,기타
MW통신시설(철탑/안테나) 보수자재 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
판매비품 판매대 제조 구매,기타,기타,기타
PRC-999K부품(구매),기타,기타,기타
20-3차 전산운영용품 구매,기타,기타,기타
EOD 전파교란장치,기타,기타,기타
유자철조망 등 3품목 구매,기타,기타,기타
(206068-E)하계 행사복 등 11종 제조,기타,기타,기타
20년 천마 가스터빈 엔진 정비,화학·소재,가스/냉매,가스·냉매
20년 천마 가스터빈 엔진 정비,화학·소재,가스/냉매,가스·냉매
00부대 간부숙소 씽크대 제조설치,기타,기타,기타
(207084-D)전산운용품(흑색토너 등 191종) 구매,IT·통신장비,PC/주변기기,PC·주변기기
복지기금 자산성비품(탁구대 등 22품목) 1차 구매,기타,기타,기타
장비운영소모품 외과 36종 구매,기타,기타,기타
20-디젤엔진 발전기 150KW 제조구매,전력·전기전자,발전기/전원,발전기·UPS·충전
전산소모품(초음파탐상기용 토너 등 67종) 구매,IT·통신장비,PC/주변기기,PC·주변기기
20년 UDT 방한복 및 해병대 혹한복,피복·생활·사무,군장/피복,군장·피복
종교시설 신축공사 관급자재(한식창호) 제조 설치,기타,기타,기타
종교시설 신축공사 관급자재(한식창호) 제조 설치,기타,기타,기타
가죽잠바,기타,기타,기타
가죽잠바,기타,기타,기타
일반/통신장비커버류,기타,기타,기타
부력방탄복,기타,기타,기타
리튬전지류(BA-6853AK),기타,기타,기타
리튬전지류(BA-6821AK 등 5종),기타,기타,기타
(20-061) 폭발물처리차 제조 납품,기타,기타,기타
(20-061) 폭발물처리차 제조 납품,기타,기타,기타
액화석유가스,화학·소재,가스/냉매,가스·냉매
액화석유가스,화학·소재,가스/냉매,가스·냉매
액화석유가스,화학·소재,가스/냉매,가스·냉매
개인전투용천막,기타,기타,기타
K55자주포 절연체 7종 구매,기타,기타,기타
상륙돌격장갑차 유지부품(구매),의료·의약·위생,의료장비/소모,의료장비·키트
장비 커버류,기타,기타,기타
학군단복,기타,기타,기타
고무장갑 1종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
(207094-C) 전자내시경 구매,기타,기타,기타
(206123-C) 국방색페인트 등 12종 제조,건설·시설,자재/철물,자재·철물
20-리치트럭 3Set 구매,차량·기동,차량/부품,차량부품·소모
20-스키장구 등 4종 구매,기타,기타,기타
화물결박용밴드 1항목 구매(물자),기타,기타,기타
백업링  성형 패킹용 등 60종,IT·통신장비,서버/스토리지,서버·스토리지
디젤발전기 60Kw 제조 설치납품,전력·전기전자,발전기/전원,발전기·UPS·충전
취사기구세트 가스용(소대용) 1품목 제조(물자),화학·소재,가스/냉매,가스·냉매
육각볼트 등 201종,건설·시설,자재/철물,자재·철물
스프링 나선형 압축 등 10종 구매,기타,기타,기타
교량가설단정 볼조인트등5종 구매,건설·시설,현장안전/표지,현장안전·표지
(206127-C) 무공훈장 탁상형 기념패 제조,기타,기타,기타
의약품(바이겔크림 등 117품목) 구매,의료·의약·위생,의료장비/소모,의료장비·키트
19-충-공-15 조명기구 제조/구매,전력·전기전자,조명/전선,LED·전선
3차원 설계 SW Package 구매,기타,기타,기타
각파이프 등 434품목 구매,기타,기타,기타
제트스트림 등 253품목 구매,기타,기타,기타
브레이크시험기 등 4항목 제조(기동),차량·기동,차량/부품,차량부품·소모
브레이크시험기 등 4항목 제조(기동),차량·기동,차량/부품,차량부품·소모
(206149-E)국가기술검정 실습장비 굴삭기(차륜형)구매,기타,기타,기타
지지대 위장차단체계용,기타,기타,기타
빔 프로젝터용 램프 등 26종 구매,전력·전기전자,조명/전선,LED·전선
(207105-C) 피아식별 헬멧라이트 구매,기타,기타,기타
(207098-C) 0000 신호 자동처리체계 구축,기타,기타,기타
정비장비 예비부품 1차(필터류) 구매,차량·기동,차량/부품,차량부품·소모
배낭부속재류,기타,기타,기타
공구보관함 등 2품목 제조,기타,기타,기타
떡국떡,기타,기타,기타
관급자재(흡수식 냉온수기) 구매 설치(202010006-F),기타,기타,기타
(207075-D)정밀측정장비(광융착접속기 등 5종) 구매,기타,기타,기타
철매-II 성능개량(공구 및 시험지원장비),기타,기타,기타
방한모 등 14품목 구매,피복·생활·사무,군장/피복,군장·피복
방한모 등 14품목 구매,피복·생활·사무,군장/피복,군장·피복
분대용 천막(신형),기타,기타,기타
00부대 냉난방기 구매 설치,기타,기타,기타
콘크리트 믹서기 등 3종 구매,급식·식품,주방/급식장비,주방·급식장비
2020년 정비피복 구매,기타,기타,기타
에폭시 프라이머 피복 키트 등 14종 구매,화학·소재,도료/접착,도료·접착
터빈연료 항공유(JP-5),차량·기동,연료/윤활,연료·윤활유
간장(한식간장),기타,기타,기타
유전자시약재료 구매,의료·의약·위생,의료장비/소모,의료장비·키트
발생기 신호용 등 2종 구매(20209059-I),기타,기타,기타
배럴 로드셋 등 6종 구매,기타,기타,기타
선체 온도 센서 등 4종 구매,전력·전기전자,전자부품,센서·모듈
파일롯 밸브 등 19종 구매,피복·생활·사무,사무/문구,문구·사무기기
20년 구경50기관총 다리 및 부품류,기타,기타,기타
20년 구경50기관총 다리 및 부품류,기타,기타,기타
고성능 영상감시장비,기타,기타,기타
장비커버류(기동 총포),기타,기타,기타
20년 방수포장백류,건설·시설,자재/철물,자재·철물
20년 방수포장백류,건설·시설,자재/철물,자재·철물
유전자 서열 분석기,공구·설비,측정/시험,계측기
연료탱크 캡(전차),차량·기동,연료/윤활,연료·윤활유
연료탱크 캡(전차),차량·기동,연료/윤활,연료·윤활유
관급자재(항온항습기 제조 설치) 납품 (20209028-F),기타,기타,기타
발사장치  비살상용 2EA 구매,기타,기타,기타
발사장치  비살상용 2EA 구매,기타,기타,기타
백색단화 등 2품목 제조,기타,기타,기타
차량안전보조장치 구매,차량·기동,차량/부품,차량부품·소모
장의자 등 5종 제조(20209037-I),피복·생활·사무,가구/집기,사무가구·집기
전기레인지 등 2종 구매 설치,기타,기타,기타
타이어 등 35품목 구매,차량·기동,차량/부품,차량부품·소모
폐쇄망 3D SW라이선스 1년 연장 및 구매,기타,기타,기타
폐쇄망 3D SW라이선스 1년 연장 및 구매,기타,기타,기타
침대 등 2종 제조(20209054-I),기타,기타,기타
침대 등 2종 제조(20209054-I),기타,기타,기타
실버크립 등 546품목 구매,기타,기타,기타
차량용 결박밴드 구매,차량·기동,차량/부품,차량부품·소모
연료탱크 등 2종 제조,차량·기동,연료/윤활,연료·윤활유
20-통합간부식당 식자재 구매 (축산품),급식·식품,식자재,식자재
풀 트레일러 제조,기타,기타,기타
엔진용윤활유,차량·기동,연료/윤활,연료·윤활유
터빈용윤활유,차량·기동,연료/윤활,연료·윤활유
터빈용윤활유,차량·기동,연료/윤활,연료·윤활유
(207085-E)도파관 건조공기주입기 구매,기타,기타,기타
CH-47헬리콥터 오링등13종 구매,기타,기타,기타
CH-47헬리콥터 오링등13종 구매,기타,기타,기타
게맛살,기타,기타,기타
게맛살,기타,기타,기타
감자튀김  스틱형,기타,기타,기타
김자반,기타,기타,기타
계란말이,기타,기타,기타
계란후라이,기타,기타,기타
특수수술재료(All Suture Anchor-B) 구매,기타,기타,기타
특수수술재료(DISK 수핵자동흡입술용재료) 구매,공구·설비,용접/가공,용접·절단
특수수술재료(인체조직유래 2차 가공뼈-B) 구매,기타,기타,기타
특수수술재료(재조합골형성 함유 골이식재) 구매,기타,기타,기타
특수수술재료(연골손상에 대한 미세골절술용-A) 구매,기타,기타,기타
특수수술재료(연골손상에 대한 미세골절술용-B) 구매,기타,기타,기타
특수수술재료(창상피복제) 구매,기타,기타,기타
특수수술재료(생물학적드레싱류-A) 구매,기타,기타,기타
20년 육/해/공군 전투모,기타,기타,기타
발전기세트  디젤엔진식 30KW,전력·전기전자,발전기/전원,발전기·UPS·충전
발전기세트  디젤엔진식 60KW,전력·전기전자,발전기/전원,발전기·UPS·충전
헬기 주의/경고 표시장치 시험장비개발 소요자재 구매,기타,기타,기타
공기청정기 필터 등 4종 구매,차량·기동,차량/부품,차량부품·소모
(206087-F)마이크로필름 제작장비 구매,기타,기타,기타
(207076-F)통신장비용 축전지(교체) 구매설치,전력·전기전자,발전기/전원,발전기·UPS·충전
20년 액화석유가스(LPG) 구매(대구),화학·소재,가스/냉매,가스·냉매
20년 액화석유가스(LPG) 구매(대구),화학·소재,가스/냉매,가스·냉매
20년 액화석유가스(LPG) 구매(충남),화학·소재,가스/냉매,가스·냉매
20년 액화석유가스(LPG) 구매(충남),화학·소재,가스/냉매,가스·냉매
개선 동정복 원단(감색/공군),기타,기타,기타
개선 하근무복상의 원단(하늘색/공군),피복·생활·사무,군장/피복,군장·피복
개선 하정복 원단(감색/공군),기타,기타,기타
원단 하정복용(P155 곤색),기타,기타,기타
원단 하정복용(P155 하늘색),기타,기타,기타
동정복지(원단  사지직 2/2 230 곤색),기타,기타,기타
상륙기습 구명의 등 2종 제조(직접생산 업체 대상),기타,기타,기타
터니켓 등 116종 구매,기타,기타,기타
헬멧위장포,기타,기타,기타
20-판매장비(냉난방기 등 4종)구매설치,기타,기타,기타
155밀리곡사포 엘보 2종 구매,기타,기타,기타
초자류,기타,기타,기타
초자류,기타,기타,기타
기어조립체 감속기용(자주포류),기타,기타,기타
자주포 포신  포미 장치부품류(구매),기타,기타,기타
(206053-B)00부대 리치트럭 구매,차량·기동,차량/부품,차량부품·소모
시동기,기타,기타,기타
20년 예비군 총기포장재료 구매 납품,물류/포장,포장/운반자재,포장·운반자재
멤브레인 필터(조수기용) 33EA 구매,차량·기동,차량/부품,차량부품·소모
20-7차 정비장비 부품 구매,기타,기타,기타
특수봉인지 1종 구매,기타,기타,기타
솔레노이드 밸브 등 15종 구매,전력·전기전자,전자부품,센서·모듈
샘플링 펌프  공기용 1종 구매,공구·설비,공조/펌프,공조·펌프
샘플링 펌프  공기용 1종 구매,공구·설비,공조/펌프,공조·펌프
지게차  3톤(디젤식),차량·기동,차량/부품,차량부품·소모
OO부대 식기세척기 임차용역(20-2300-1),급식·식품,주방/급식장비,주방·급식장비
피스톤링 등 30종 구매,기타,기타,기타
60kw 발전기 구매,전력·전기전자,발전기/전원,발전기·UPS·충전
기공과 장비운영소모품(멀티블록 등 8종) 구매,기타,기타,기타
디지털 포렌식 장비 교체(208076-A),기타,기타,기타
’20년 공기청정기 필터 제조 구매,차량·기동,차량/부품,차량부품·소모
보오스코프 키트 구매(209117-I),기타,기타,기타
천마유도탄 수리부속 구매,기타,기타,기타
문서수발장비(문서낭등 4종)제조납품,기타,기타,기타
20년 3차 의무장비(고속연마기 치과용) 구매,기타,기타,기타
침해사고 조사분석체계 교체사업(209058-F),기타,기타,기타
OO상황실 비디오스크린 및 공청녹화시스템 구축,교육/훈련,교육장비/교보재,교육장비·교보재
20년 3차 의무장비(모래분사기등 2종)구매,의료·의약·위생,방역/소독,방역·소독
20년 3차 의무장비(기공용마이크로엔진등 2종)구매,기타,기타,기타
호스 등 87종,기타,기타,기타
감정재료 구매(시린지필터 등 146종),차량·기동,차량/부품,차량부품·소모
[기상장비 부품] 수신기 1종,기타,기타,기타
멈치블록 1종 구매,기타,기타,기타
제빙기 등 16품목 구매,급식·식품,주방/급식장비,주방·급식장비
목장갑 등 84종,의료·의약·위생,의료장비/소모,의료장비·키트
20년 3차 의무장비(원심분리기세포형) 구매,기타,기타,기타
무선수신분배기 구매,기타,기타,기타
다목적굴착기 수리킷트등4종 구매,기타,기타,기타
공조기필터 제조설치납품(양주  고양  포천병원),차량·기동,차량/부품,차량부품·소모
공기압축기 제조설치(통합정비고 신축공사 관급자재),공구·설비,공조/펌프,공조·펌프
공기압축기 제조설치(통합정비고 신축공사 관급자재),공구·설비,공조/펌프,공조·펌프
유수분리기 제조설치(통합정비고 신축공사 관급자재),기타,기타,기타
교량가설단정 부력블럭등13종 구매,건설·시설,현장안전/표지,현장안전·표지
실외기 구매설치(통합정비고 신축공사 관급자재),기타,기타,기타
소형표적기(완제품) 제조/구매 (20209011-D),기타,기타,기타
장갑전투도자 엘보등23종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
케이블 조립체 등 17종 구매,전력·전기전자,조명/전선,LED·전선
패널  차량작동용,차량·기동,차량/부품,차량부품·소모
사격통제장치부품류(구매),기타,기타,기타
용접기 7종 구매,공구·설비,용접/가공,용접·절단
안테나 70PM 등 3종 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
안테나 70PM 등 3종 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
20-10차 정비장비 부품 구매,기타,기타,기타
(206093-D)잠수기능사장비(잠수조정장치 등 8종)구매,기타,기타,기타
공기청정기 필터 구매,차량·기동,차량/부품,차량부품·소모
000함 기관실 배출 통풍기 모터 외주정비,기타,기타,기타
플랫실링(A40) 등 7종 구매,피복·생활·사무,사무/문구,문구·사무기기
기관총 글래스 구매,기타,기타,기타
155밀리곡사포 마이크로미터조립체 구매,기타,기타,기타
침낭 50EA,피복·생활·사무,군장/피복,군장·피복
