0,대분류,중분류,소분류
K10신형제독장치 부품,기타,기타,기타
K10신형제독장치 부품,기타,기타,기타
떡  떡볶이용,기타,기타,기타
복사용지 등 538품목 구매,피복·생활·사무,사무/문구,문구·사무기기
(206038-F)형광우의 등 2종 제조,전력·전기전자,조명/전선,LED·전선
(207067-B)00부대 네트워크 구축 사업,기타,기타,기타
공드럼 플러그,기타,기타,기타
개인용 특수천막(특전사용),기타,기타,기타
개인용 특수천막(특전사용),기타,기타,기타
피아식별장비 BTE-2000 외주정비,기타,기타,기타
디지털윤전재료 4종 구매,기타,기타,기타
소형선반 1EA 구매,기타,기타,기타
비석면판 압축식 등 12종,기타,기타,기타
잉곳 주석-청동용 등 10종,기타,기타,기타
20년 일반정수기 임차 렌탈,급식·식품,주방/급식장비,주방·급식장비
20년 대용량정수기 임차 렌탈,급식·식품,주방/급식장비,주방·급식장비
20-체력단련장 경기도우미 피복 제조,기타,기타,기타
(206039-B)군사경찰 피복(방탄헬멧 등 4종) 제조,기타,기타,기타
(206045-B)군사경찰 피복(동계 대테러복 등 6종) 제조,기타,기타,기타
회로카드 조립체 등 15종,기타,기타,기타
회로카드 조립체 등 15종,기타,기타,기타
조종수카메라,IT·통신장비,CCTV/출입통제,영상감시·출입
다목적굴착기 끈등18종 구매,기타,기타,기타
00함 탄약승강기 정비,기타,기타,기타
(206046-C)대테러화 등 4종 제조,기타,기타,기타
K200장갑차 배선장치 5종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
열상장비 축전기 2종 구매,기타,기타,기타
함정 취사장 리모델링 정비,기타,기타,기타
(206040-C)작전조끼 등 8종 제조,기타,기타,기타
전기디지털 코일등17종 구매,기타,기타,기타
전기디지털 코일등17종 구매,기타,기타,기타
전기디지털 코일등17종 구매,기타,기타,기타
원단 사지직(230 그린색),기타,기타,기타
원단 하정복용(P155 그린색),기타,기타,기타
해군병사 원단 사지직(2/2 230 흑색),기타,기타,기타
원단 하정복용(P155 카키색),기타,기타,기타
원단 사지직(230 카키색),기타,기타,기타
동정복 원단(흑색/해군),기타,기타,기타
동정복 원단(그린색/해병),기타,기타,기타
동근무복상의 원단(카키색/해병),피복·생활·사무,군장/피복,군장·피복
하근무복 원단(카키색/해군),피복·생활·사무,군장/피복,군장·피복
하정복 원단(그린색/해병),기타,기타,기타
동근무복상의 원단(카키색/해병),피복·생활·사무,군장/피복,군장·피복
20-온열조끼 72EA 구매,기타,기타,기타
(206071-E)연삭기(표면용 왕복식)구매,기타,기타,기타
20-전자청진기 11EA 구매,기타,기타,기타
컴벳셔츠,기타,기타,기타
20년 천마 발전기 세트(구매),전력·전기전자,발전기/전원,발전기·UPS·충전
20년 천마 발전기 세트(구매),전력·전기전자,발전기/전원,발전기·UPS·충전
20년 천마 발전기 세트(구매),전력·전기전자,발전기/전원,발전기·UPS·충전
20년 1차 디지털 인쇄재료 구매,기타,기타,기타
20년 소화기(총류) 부품류(구매),공구·설비,안전/소방,소방·안전장비
20년 의료용가스 조달  미사용 용기 천공(경기),의료·의약·위생,의료장비/소모,의료장비·키트
20년 의료용가스 조달  미사용 용기 천공(경기),의료·의약·위생,의료장비/소모,의료장비·키트
배토기 등 3종,기타,기타,기타
야전배낭(I  II  III형),기타,기타,기타
VIC-7K/9K부품류,전력·전기전자,전자부품,센서·모듈
특수수술재료(Cable System) 구매,기타,기타,기타
임플란트재료(Fixture 등 7품목) 구매,기타,기타,기타
임플란트재료(Fixture 등 13품목) 구매,기타,기타,기타
임플란트재료(BIO-OSS 등 10품목) 구매,기타,기타,기타
임플란트재료(Cancellous Bone 등 11품목) 구매,기타,기타,기타
00함 에어컨 압축기 모터 정비,공구·설비,공조/펌프,공조·펌프
00함 에어컨 압축기 모터 정비,공구·설비,공조/펌프,공조·펌프
콤프레샤 에어펌프 등 206품목 구매,공구·설비,공조/펌프,공조·펌프
항공관제레이더 BTE-2000 구성품 외주정비,IT·통신장비,CCTV/출입통제,영상감시·출입
항공관제레이더 BTE-2000 구성품 외주정비,IT·통신장비,CCTV/출입통제,영상감시·출입
방공관제레이더(117K) 무선주파수용 증폭기 외주정비,IT·통신장비,CCTV/출입통제,영상감시·출입
방공관제레이더(117K) 무선주파수용 증폭기 외주정비,IT·통신장비,CCTV/출입통제,영상감시·출입
20년 액화석유가스(LPG) 구매(세종),화학·소재,가스/냉매,가스·냉매
20년 액화석유가스(LPG) 구매(세종),화학·소재,가스/냉매,가스·냉매
대대정기 등 4품목 구매,기타,기타,기타
공기청정기 필터 등 4종 구매,차량·기동,차량/부품,차량부품·소모
공기청정기 필터 등 4종 구매,차량·기동,차량/부품,차량부품·소모
판류(제조  일반),기타,기타,기타
20년 전반기 전산운영용품 구매,기타,기타,기타
격발장치 포용 등 6종,기타,기타,기타
엔진 포워드 마운트 등 43종,기타,기타,기타
(20G038-G) 민원안내 전화시스템 도입사업,기타,기타,기타
20년 영내자 증식 제조납품(떡  케이크)(R),기타,기타,기타
20년 1/4분기 전산운영용품 구매,기타,기타,기타
무전기세트 크리스탈필터 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
상용 sw 구매,기타,기타,기타
20-2차 의무비품(환자운반수레 등 8품목) 구매,기타,기타,기타
20-2차 의무비품(멀티발권기 Set) 구매/설치,기타,기타,기타
20-2차 의무/일반비품(신발장 등 2품목) 제조/구매,기타,기타,기타
20-2차 일반비품(지문인식기) 구매/설치,IT·통신장비,CCTV/출입통제,영상감시·출입
20-2차 소방기구(분말소화기3.3kg 등 5품목) 구매,공구·설비,안전/소방,소방·안전장비
20-2차 소방기구(분말소화기3.3kg 등 5품목) 구매,공구·설비,안전/소방,소방·안전장비
실린더 헤드  디젤엔진용 8EA 구매,차량·기동,연료/윤활,연료·윤활유
기관실 바닥 청락 도장 용역,기타,기타,기타
침낭,피복·생활·사무,군장/피복,군장·피복
공카드 등 16품목 구매,기타,기타,기타
안전밸트 150EA 구매,기타,기타,기타
00부대 풋살장 인조잔디 제조설치납품(화),기타,기타,기타
00부대 풋살장 인조잔디 제조설치납품(방),기타,기타,기타
광학장비부품류,기타,기타,기타
광학장비부품류,기타,기타,기타
20-디젤발전기 150Kw 4대 제조설치,전력·전기전자,발전기/전원,발전기·UPS·충전
20-계산대 의자 등 7종 구매,피복·생활·사무,가구/집기,사무가구·집기
20년 발칸 사격통제부품,기타,기타,기타
20-디젤발전기 200KW 9대 제조설치,전력·전기전자,발전기/전원,발전기·UPS·충전
제빙기 등 2품목 구매,급식·식품,주방/급식장비,주방·급식장비
20년 3차 의무장비(레진중합온상기) 구매,기타,기타,기타
20년 3차 의무장비(도재용 전부소환로) 구매,기타,기타,기타
20년 3차 의무장비(현미경 다안식) 구매,기타,기타,기타
니켈-수소전지  충전용 BB-96K,기타,기타,기타
20년 3차 의무장비(레진중합기기 공용초경화)구매,기타,기타,기타
20년 3차 의무장비(육안사진촬영대) 구매,기타,기타,기타
20년 3차 의무장비(응급안구세척대) 구매,기타,기타,기타
20년 3차 의무장비(응급안구세척대) 구매,기타,기타,기타
20년 3차 의무장비(간이혈당측정기) 구매,공구·설비,측정/시험,계측기
방한장갑,의료·의약·위생,의료장비/소모,의료장비·키트
(206134-B)20년 PC·모니터 도입사업(리스물건),IT·통신장비,PC/주변기기,PC·주변기기
반코트 제조(209090-I),기타,기타,기타
(206138-E)정비피복(하계 동계 정비복)제조,기타,기타,기타
20-이동식 부스 제조설치,기타,기타,기타
20-해병대 브리핑체계 교체(리스물건)(208094-A),기타,기타,기타
이동형 3단서랍 등 4종(제조) 구매,기타,기타,기타
해류유속계 구매,기타,기타,기타
측정케이블 등 2종 구매,전력·전기전자,조명/전선,LED·전선
윤활유  일반용(PL-SP) 등 2종 구매,차량·기동,연료/윤활,연료·윤활유
윤활유  일반용(PL-SP) 등 2종 구매,차량·기동,연료/윤활,연료·윤활유
[무장장착장비 부품] 리테이너 계전기용 등 33종,기타,기타,기타
00부대 간부숙소 신축(100실) 통합배선 제조설치,기타,기타,기타
프린터 2종 구매,IT·통신장비,PC/주변기기,PC·주변기기
5톤차량 튜브조립체 2종 구매,차량·기동,차량/부품,차량부품·소모
2.5톤차량 개스킷등6종 구매,차량·기동,차량/부품,차량부품·소모
2.5톤차량 너트등10종 구매,차량·기동,차량/부품,차량부품·소모
케이블조립체(차폐용),전력·전기전자,조명/전선,LED·전선
00함 롤러 커튼 외주정비,기타,기타,기타
00함 롤러 커튼 외주정비,기타,기타,기타
철판등29종 구매,기타,기타,기타
철판등29종 구매,기타,기타,기타
윤활유  냉매 압축기용 등 5종 구매,차량·기동,연료/윤활,연료·윤활유
휴대용제독기(KM-11),기타,기타,기타
휴대용제독기(KM-11),기타,기타,기타
핀  피스톤용 등 77종 구매,기타,기타,기타
컬러 디지털 인쇄기 구매,기타,기타,기타
오일필터 등 294종 구매,차량·기동,차량/부품,차량부품·소모
K55자주포 바퀴 구매,기타,기타,기타
고무벨트 등 114종,피복·생활·사무,군장/피복,군장·피복
장갑전투도자 배선장치 구매,의료·의약·위생,의료장비/소모,의료장비·키트
K1전차 윈도우 구매,기타,기타,기타
K1전차 윈도우 구매,기타,기타,기타
연결기  플러그형  전기용 등 2종 구매,기타,기타,기타
영현백 1항목 제조(물자),기타,기타,기타
전화기 연결 및 교환장치군 등 7종 구매,기타,기타,기타
전원공급기 조립체 등 12종 구매,기타,기타,기타
철판등10종 구매,기타,기타,기타
MC나이론판등23종 구매,기타,기타,기타
MC나이론판등23종 구매,기타,기타,기타
20년 포제계급장,기타,기타,기타
단안형야간투시경,기타,기타,기타
단안형야간투시경,기타,기타,기타
발칸 케이블조립체 2종 구매,전력·전기전자,조명/전선,LED·전선
발칸 케이블조립체 2종 구매,전력·전기전자,조명/전선,LED·전선
위장망체계 지지대세트류,기타,기타,기타
위장망체계 지지대세트류,기타,기타,기타
무전기세트 케이블조립체 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
간  조준용,기타,기타,기타
궤도차량승무원복,차량·기동,차량/부품,차량부품·소모
저항기  가변식  권선형  비정밀형 등 5종 구매,전력·전기전자,전자부품,센서·모듈
(206037-E)방탄복 피 등 3종 제조,기타,기타,기타
수신기 등 425품목 구매,기타,기타,기타
냉동롤케익,기타,기타,기타
냉동롤케익,기타,기타,기타
멀티툴 구매,기타,기타,기타
스위치  감응식 176EA 구매,IT·통신장비,네트워크/보안,스위치·라우터
종이타올,기타,기타,기타
보존식 보관용 냉동고 등 2종,급식·식품,주방/급식장비,주방·급식장비
궤도장비 전장품류,기타,기타,기타
물류이동장비(지게차  6 000LB(디젤)) 구매,차량·기동,차량/부품,차량부품·소모
일반모자류,피복·생활·사무,군장/피복,군장·피복
다중계기 구매,IT·통신장비,무선/위성/안테나,무전·위성·안테나
GRC-512K부품(구매),기타,기타,기타
20-1차 대테러장비(권총  P226) 수리부속 구매,기타,기타,기타
20-1차 대테러장비(권총  P226) 수리부속 구매,기타,기타,기타
20-2차 대테러장비(기관단총  SCAR-L) 수리부속 구매,기타,기타,기타
20-2차 대테러장비(기관단총  SCAR-L) 수리부속 구매,기타,기타,기타
5톤차량 소음기 구매,차량·기동,차량/부품,차량부품·소모
