입찰공고번호,입찰공고차수,입찰공고명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
SCF0071,1,프레임리프트 2EA 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,7600000.0,6909090.0,2020-02-25,10:30:00,유찰,,,,,,,,
SCF0072,1,스위치  근접식 2EA 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,23867842.0,24000000.0,22213745.0,2020-02-25,10:30:00,개찰완료,21050000.0,88.193,2020-02-25,동남기업,하옥수,서영진,606-35-72153,부산광역시 사상구 장인로37번길 47-14()
SCF0073,1,시간측정계  간격식 등 3종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,39800000.0,36200000.0,2020-02-26,10:30:00,유찰,,,,,,,,
SCF0073,2,시간측정계  간격식 등 3종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,39800000.0,36200000.0,2020-03-03,10:30:00,유찰,,,,,,,,
SCF0074,1,요소 등 25종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,37364641.0,37870000.0,34732181.0,2020-02-26,10:30:00,개찰완료,33308000.0,89.143,2020-02-26,마창케미칼 주식회사,주시연,주향돈,608-81-22388,경상남도 창원시 마산회원구 내서읍 중리공단로 183()
SCF0075,1,송수화기 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,6820000.0,6206323.0,2020-02-26,10:30:00,유찰,,,,,,,,
SCF0075,2,송수화기 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,6820000.0,6206323.0,2020-03-03,10:30:00,유찰,,,,,,,,
SCF0076,1,레펠장갑 1종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,5355036.0,5400000.0,4909090.0,2020-02-26,10:30:00,개찰완료,4719700.0,88.135,2020-02-26,누리,성경남,성경남,404-06-64722,전라북도 정읍시 소성로432-0 (소성면)
SCF0077,1,방염두건 등 2종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,28934791.0,29000000.0,26691363.0,2020-02-26,10:30:00,개찰완료,25477200.0,88.05,2020-02-26,(주) 에이스티앤아이,이광윤,이찬희,127-86-12988,"경기도 의정부시 경의로84-0 (의정부동, 삼성빌딩 7층)"
SCF0078,1,기구세척기 초음파형 사단용 14대 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,19439878.0,19600000.0,17818181.0,2020-02-26,10:30:00,개찰완료,17143087.0,88.185,2020-02-26,지산,황의선,황의선,861-09-00956,세종특별자치시  한누리대로1824-0 (반곡동) 605-22
SCF0089,1,개스킷 등 11종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,6400000.0,5840434.0,2020-03-02,10:30:00,유찰,,,,,,,,
SCF0089,2,개스킷 등 11종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,6400000.0,5840434.0,2020-03-09,10:30:00,유찰,,,,,,,,
LDH0199,1,발칸 케이블조립체2종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,5127580.0,4661436.0,2020-03-02,13:00:00,유찰,,,,,,,,
LDH0199,2,발칸 케이블조립체2종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,5127580.0,4661436.0,2020-03-09,13:00:00,유찰,,,,,,,,
LDH0200,1,인청동봉등25종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,14605132.0,14807540.0,13461400.0,2020-03-02,13:00:00,개찰완료,13060000.0,89.42,2020-03-02,종로금속공업사,노종헌,노종헌,606-20-77120,부산광역시 사상구 감전동171-28
LDH0201,1,크립고무밴드등61종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,21533345.0,21817600.0,19834181.0,2020-03-02,13:00:00,개찰완료,19009700.0,88.28,2020-03-02,영진상사,이연자,이연자,602-15-51196,"부산광역시 사상구 괘감로37. 28동 114,214호 (괘법동.산업용유통상가)"
LGI0010,2,아이스크림 팥빙수,단가계약,일반경쟁,적격심사제,Y,제3130부대,ZD01109,제3130부대,ZD01109,82.995,1538.0,1550.0,257829818.0,2020-03-02,16:30:00,개찰완료,1276.0,82.997,2020-03-02,주식회사 신화식품,이석노,설경례,606-87-00662,인천광역시 계양구 오조산로45번길12-0 (계산동) 유연프라자 6층 602호
LGI0011,1,짜먹는 젤리,단가계약,일반경쟁,적격심사제,Y,제3130부대,ZD01109,제3130부대,ZD01109,82.995,887.0,900.0,249512727.0,2020-03-02,16:30:00,개찰완료,736.0,83.019,2020-03-02,범창기업 주식회사,박승연,박승연,123-81-65722,"경기도 용인시 수지구 대지로41 (죽전동), 지하1층"
LGI0012,1,생과일바,단가계약,일반경쟁,적격심사제,Y,제3130부대,ZD01109,제3130부대,ZD01109,82.995,1091.0,1100.0,304960000.0,2020-03-02,16:30:00,개찰완료,905.0,83.002,2020-03-02,씨제이프레시웨이주식회사,정성필,윤일상,603-81-11270,경기도 용인시 기흥구 기곡로32-0 (하갈동)
MDG0051,1,홍천병원 리모델링 관급자재(전력조명제어),총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,87.995,58899302.0,59067726.0,54793809.0,2020-02-27,11:00:00,개찰완료,51848630.0,88.029,2020-03-02,(주)보배이에스씨,정희철,윤현주,227-81-11606,강원특별자치도 속초시 농공단지길100 (대포동)
SCF0104,1,냉동기 병리실험실용 1대 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,9117297.0,9200000.0,8363636.0,2020-03-04,10:30:00,개찰완료,8037600.0,88.157,2020-03-04,미소커뮤니케이션,이효정,이효정,107-14-54309,서울특별시 영등포구 경인로763-0 (문래동3가) 제9호
LCF0214,1,중금속 가열분석기 1항목 구매(물품),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,31000000.0,28181818.0,2020-03-04,10:30:00,순위확정,,,,,,,,
LCF0215,1,잔류농약 속성검사기 등 2품목 구매(물품),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,33000000.0,30000000.0,2020-03-04,10:30:00,순위확정,,,,,,,,
LCF0216,1,무균작업대 1품목 구매(물품),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,39654688.0,40000000.0,36363636.0,2020-03-04,10:30:00,개찰완료,35079000.0,88.461,2020-03-04,주식회사 케이제이,김정옥,김정옥,854-86-00298,대전광역시 대덕구 대전로1397번안길70-0 (읍내동)
LCF0217,1,건열기 등 3품목 구매(물품),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,31922217.0,32300000.0,29363636.0,2020-03-04,10:30:00,개찰완료,28174773.0,88.26,2020-03-04,한경,한경진,한경진,362-09-00105,서울특별시 영등포구 양산로7길3-0 (양평동3가)우림보보카운티오피스텔902호
LCF0218,1,청관제 등 3항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,6602719.0,6669390.0,6063081.0,2020-03-04,10:30:00,개찰완료,5967000.0,90.371,2020-03-04,그린산업,이순욱,이순욱,658-71-00153,"서울특별시 동작구 보라매로5가길7 (신대방동, 캐릭터 그린빌) 1020호"
LCF0219,1,픽업 이동용 등 26항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,95737246.0,97066416.0,88242196.0,2020-03-04,10:30:00,개찰완료,84388600.0,88.146,2020-03-04,주식회사 청호,이호준,박용환,620-81-46788,"울산광역시 북구 명촌18길5-0 (명촌동, 울산강변효성해링턴플레이스(85블럭))8502동 101호"
LCF0220,1,소켓 렌치용 등 24항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,23234561.0,23373344.0,21248494.0,2020-03-04,10:30:00,개찰완료,20449000.0,88.011,2020-03-04,썬테크,이경연,김옥순,124-52-59752,"경기도 수원시 권선구 세권로43번길26-6 (세류동, 수원권선 어울림)세류종합상가 B101-1"
LDH0216,1,장갑전투도자 나사등13종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,4918240.0,4471127.0,2020-03-04,13:00:00,유찰,,,,,,,,
LDH0216,2,장갑전투도자 나사등13종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,4918240.0,4471127.0,2020-03-10,13:00:00,유찰,,,,,,,,
UMM0075,1,자동 확보기 세트 등 4종 구매(20208024-I),총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,528435270.0,531200000.0,509927272.0,2020-03-05,10:30:00,개찰완료,438834950.0,83.044,2020-03-05,주식회사 유니메인,박진우,김다희,140-81-69140,경기도 시흥시 서울대학로59-20 701호 (배곧동)
LCF0253,1,탱크 연료용 엔진용 등 1항목 구매(기동),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,23916481.0,24212472.0,22011338.0,2020-03-06,10:30:00,개찰완료,21173000.0,88.528,2020-03-06,태륭산업기계,김순철,김순철,621-16-61805,경상남도 양산시 북정공단1길 13()
LCF0226,1,부트 먼지 및 습기 방지용 등 8항목 구매(기동),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,61773043.0,56157311.0,2020-03-06,10:30:00,유찰,,,,,,,,
LCF0226,2,부트 먼지 및 습기 방지용 등 8항목 구매(기동),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,61773043.0,56157311.0,2020-03-12,10:30:00,유찰,,,,,,,,
LDH0280,1,K1전차 시트등5종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,31821511.0,32130940.0,29209945.0,2020-03-09,13:00:00,개찰완료,28532275.0,89.663,2020-03-09,신우정밀,이찬우,김상이,606-11-43991,부산광역시 사상구 학감대로252번길42 (주례동)
SCH0021,1,레미콘 등 2종,총액계약,제한경쟁,적격심사제,Y,해군작전사령부,ZD00137,해군작전사령부,ZD00137,87.995,,50844000.0,46728000.0,2020-03-05,10:30:00,유찰,,,,,,,,
SCH0021,2,레미콘 등 2종,총액계약,제한경쟁,적격심사제,Y,해군작전사령부,ZD00137,해군작전사령부,ZD00137,87.995,,50844000.0,46728000.0,2020-03-11,10:30:00,유찰,,,,,,,,
UMM0066,1,PC 및 모니터 도입(리스물건),총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,892278987.0,898250000.0,816590909.0,2020-03-09,11:00:00,개찰완료,788835000.0,88.406,2020-03-09,(주)컴트리,이숙영,문지인,214-88-00529,"서울특별시 금천구 가산디지털1로30,1712호 (가산동,에이스하이엔드타워10차)"
LDH0283,1,K1전차 패드등33종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,20899096.0,21248240.0,19316581.0,2020-03-09,13:00:00,개찰완료,18473020.0,88.391,2020-03-09,서경켐텍,김종두,김종두,606-29-47352,부산광역시 사상구 사상로401번길28-0 (덕포동)
UMM0087,1,공군 근속 30년 기념휘장 등 3종 제조,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,178292650.0,179860000.0,163516363.0,2020-03-09,11:00:00,개찰완료,158142300.0,88.698,2020-03-09,사단법인 대한민국공무원 공상유공자회,김순재,김현진,107-82-17448,"서울특별시 영등포구 국회대로750, 11층 1106호 (여의도동, 금산빌딩)"
LDH0284,1,K1전차 회로카드조립체2종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,17788940.0,16171763.0,2020-03-09,13:00:00,유찰,,,,,,,,
LDH0284,2,K1전차 회로카드조립체2종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,17788940.0,16171763.0,2020-03-16,13:00:00,유찰,,,,,,,,
MDP0001,1,화상회의(DX80 등 2종) 장비 구매,총액계약,제한경쟁,적격심사제,Y,한미연합군사령부,1290294,한미연합군사령부,1290294,87.945,96584556.0,97860000.0,88963636.0,2020-03-10,11:00:00,개찰완료,84999576.0,88.005,2020-03-10,(유)목양,임정숙,곽은혜,314-81-26325,충청남도 논산시 연무읍 연무로 320()
SCF0108,1,탄약견인장비 1EA 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.945,45555196.0,46000000.0,41889090.0,2020-03-09,10:30:00,개찰완료,40087400.0,87.997,2020-03-09,신신교역,신미애,신미애,170-15-00943,경상남도 창원시 진해구 충장로245번길13-0 (경화동) 102호
LPK0004,1,의무 진료동 신축 관급 엘리베이터,총액계약,제한경쟁,적격심사제,Y,제8기동사단,ZD01124,제8기동사단,ZD01124,87.995,75767656.0,76560000.0,69600000.0,2020-03-05,11:00:00,개찰완료,66816000.0,88.185,2020-03-06,주식회사 삼일엘리베이터,이석근,배경환,124-86-71557,충청남도 홍성군 홍북읍 첨단산단3길32-0
EBB0142,1,KM11휴대용제독기수리부속류,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,171396778.0,172441000.0,0.0,2020-04-29,13:30:00,개찰완료,151097730.0,88.156,2020-04-29,에프아이티에스 주식회사,오영석,오영석,255-86-00278,경기도 김포시 대곶면 대곶서로234번길78
EBB0229,1,슬리브조립체,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,49789000.0,0.0,2020-05-14,11:00:00,유찰,,,,,,,,
UMM0096,1,오실로스코프 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.945,59310106.0,59990000.0,54540000.0,2020-03-12,11:00:00,개찰완료,52190600.0,87.996,2020-03-12,동우씨엠 서청주지사,이귀숙,이귀숙,301-12-31637,충청북도 청주시 흥덕구 흥덕로 126()
LCF0280,1,냉장고 의료용중형 등 11항목 구매(물품),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,35755007.0,36200000.0,32909090.0,2020-03-17,10:30:00,개찰완료,31494100.0,88.083,2020-03-17,(주)이삭메디칼,김지회,김지회,212-81-56557,충청북도 충주시 노은면 안락안골1길65
LCF0281,1,항공 선글라스 등 2품목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,36291114.0,36781433.0,33437666.0,2020-03-17,10:30:00,개찰완료,31956066.0,88.054,2020-03-17,씨티원 경남지점,이규식,이규식,308-27-00779,"경상남도 창원시 진해구 충장로415번길25, 101호(이동, 주영빌)"
LCF0282,1,잠수경 1항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,40913571.0,41286500.0,37533181.0,2020-03-17,10:30:00,개찰완료,36003000.0,87.997,2020-03-17,주식회사 광원종합상사,남상경,남상경,107-87-23552,서울특별시 양천구 남부순환로72길17-0 (신월동) 영동빌딩2층
LDH0320,1,모리코트등34종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,49369160.0,44881054.0,2020-03-17,13:00:00,순위확정,,,,,,,,
LDH0320,2,모리코트등34종 구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,,49369160.0,44881054.0,2020-03-25,13:00:00,유찰,,,,,,,,
MDG0060,2,20-1차 의학도서 구매,총액계약,제한경쟁,적격심사제,Y,국군의무사령부,1290291,국군의무사령부,1290291,90.0,2493974.0,2482000.0,2256363.0,2020-03-17,11:00:00,개찰완료,2245330.0,90.03,2020-03-17,유한회사 창해,류제성,류제성,410-86-32912,광주광역시 광산구 풍영철길로15(콜롬버스월드 302호)
LCF0283,1,절단기 강철띠용등 18항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,21601272.0,21786128.0,19805570.0,2020-03-17,10:30:00,개찰완료,19027186.0,88.083,2020-03-17,주식회사 씨티원 충남,조영숙,조영숙,795-87-01414,"충청남도 계룡시 장안로39, 303호 (금암동)"
LCF0284,1,조절기 유량용 등 36항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,77640809.0,78641604.0,71492367.0,2020-03-17,10:30:00,개찰완료,68324590.0,88.0,2020-03-17,씨티원 경남지점,이규식,이규식,308-27-00779,"경상남도 창원시 진해구 충장로415번길25, 101호(이동, 주영빌)"
LCF0285,1,드릴 비틀림식 등 54항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,37483233.0,37670508.0,34245916.0,2020-03-17,10:30:00,개찰완료,33102379.0,88.312,2020-03-17,(주)씨티원서비스,최현준,최현준,121-81-86809,인천광역시 남동구 앵고개로490번길53-0 (고잔동)
LCF0286,1,스크루드라이버 십자형 등 51항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,42087024.0,42751383.0,38864893.0,2020-03-17,10:30:00,개찰완료,37209400.0,88.41,2020-03-17,이제이(EJ)엔터테인먼트,정현세,정현세,187-25-00974,"서울특별시 구로구 경인로8길64 (오류동, 영풍마드레빌아파트) 107동1103호"
LCF0287,1,열풍기 등 66항목 구매(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,111476265.0,112448529.0,102225935.0,2020-03-17,10:30:00,개찰완료,98202880.0,88.093,2020-03-17,디엔씨오토메이션,현동재,현동재,234-01-50186,인천광역시 연수구 송도미래로30-0 (송도동) C동 1315
EHD0006,1,20년 부대표지(전투복용),총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,445693297.0,446302000.0,0.0,2020-04-09,11:00:00,개찰완료,381677470.0,85.636,2020-04-09,주식회사 플라이쿱,김기선,최성진,206-86-67277,서울특별시 성동구 동일로287(송정동) 플라이쿱빌딩
SCF0164,1,그랜드 파킹 등 9종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.945,19245581.0,19500000.0,17775120.0,2020-03-23,10:30:00,개찰완료,16947800.0,88.06,2020-03-23,참조은,유진숙,유진숙,609-13-58065,"경상남도 창원시 진해구 천자로37-0 (이동, 동아기업)"
EHD0072,1,간호복(체촌),총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,67612568.0,67760000.0,0.0,2020-05-27,11:00:00,개찰완료,58787818.0,86.948,2020-05-27,주식회사 서우,손민희,진현탁,503-86-12334,경상북도 칠곡군 왜관읍 공단로9길36
SCF0018,1,전자해도표시 시스템(ECDIS) 유지보수 정비,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,2692830801.0,2720000000.0,2496619090.0,2020-03-17,10:30:00,개찰완료,2237390000.0,83.086,2020-03-17,이마린아이씨티 주식회사,김웅규,양승호,314-81-38419,부산광역시 금정구 개좌로273-20 (회동동) 501호
SFN0021,1,쌀 햄버거빵 등 16품목 구매,총액계약,제한경쟁,적격심사제,Y,연평부대,ZD00160,연평부대,ZD00160,87.945,193219270.0,194909400.0,177190363.0,2020-03-17,10:30:00,개찰완료,170031000.0,87.998,2020-03-17,보배,김보은,김보은,854-07-01370,"인천광역시 연수구 송도과학로27번길55-0 (송도동, 롯데캐슬 캠퍼스타운) 103-2704"
EBB0173,1,오링 및 개스킷류,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,101119181.0,100989000.0,0.0,2020-06-04,14:00:00,개찰완료,88981900.0,87.997,2020-06-04,오승산업,오세화,하종길,595-08-00125,부산광역시 사상구 학감대로252번길83 (주례동)
SCF0150,1,수영복 등 4종 구매,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.945,50314371.0,50700000.0,46113636.0,2020-03-19,10:30:00,개찰완료,44276670.0,88.0,2020-03-19,센트럴공인중개사사무소,팽경옥,팽경옥,486-04-01119,"경기도 광주시 경충대로1461번길43 (쌍령동, 광주 센트럴 푸르지오) 104호"
EBB0210,1,페어리드 로프바퀴용(제조 일반),총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,7910000.0,0.0,2020-05-15,14:00:00,유찰,,,,,,,,
LCG0013,1,차량용 장방형경광등 제조구매,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,,52888000.0,48080000.0,2020-03-24,11:00:00,유찰,,,,,,,,
LCG0013,2,차량용 장방형경광등 제조구매,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,,52888000.0,48080000.0,2020-04-21,16:00:00,순위확정,,,,,,,,
EBB0212,2,스위치류(제조 일반),총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,22451000.0,0.0,2020-05-26,14:00:00,유찰,,,,,,,,
EBB0202,1,스페이서류(제조 일반),총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,60654925.0,60746000.0,0.0,2020-05-13,11:00:00,개찰완료,53563393.0,88.308,2020-05-13,주식회사 종한,이종한,이주석,606-86-11560,부산광역시 강서구 낙동북로102번길49-0 (강동동)
EBB0264,1,핀류(제조 일반),총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,83544807.0,83496000.0,0.0,2020-05-26,11:00:00,개찰완료,70121000.0,83.932,2020-05-26,덕인산업,장남인,임병성,621-16-74431,경상남도 양산시 유산공단3길33-0 (교동)
LCF0186,1,K1전차 트랙 C형 등 8종 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,485253000.0,441139090.0,2020-03-24,11:30:00,유찰,,,,,,,,
LCF0186,2,K1전차 트랙 C형 등 8종 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,485253000.0,441139090.0,2020-03-31,15:00:00,유찰,,,,,,,,
LCF0185,1,궤도(2종) 고무제거 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,579114080.0,526467345.0,2020-03-24,11:30:00,유찰,,,,,,,,
LCF0185,2,궤도(2종) 고무제거 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,579114080.0,526467345.0,2020-03-31,15:00:00,유찰,,,,,,,,
HDM0007,1,형광투시검사 유니트 구매 및 설치,총액계약,제한경쟁,적격심사제,Y,공군제17전투비행단,ZD00206,공군제17전투비행단,ZD00206,82.995,199846767.0,200456000.0,182232727.0,2020-03-24,10:30:00,개찰완료,166186366.0,83.156,2020-03-24,피앤비,김태관,김태관,605-16-59587,"부산광역시 동래구 명안로26번길90-0 (안락동,2층 )"
HDM0008,1,(20-0003)배터리 콤비 절단기,총액계약,제한경쟁,적격심사제,Y,공군제17전투비행단,ZD00206,공군제17전투비행단,ZD00206,82.995,126445970.0,126500000.0,115000000.0,2020-03-24,10:30:00,개찰완료,107461750.0,84.986,2020-03-24,(주)경진인터내쇼날,허혜숙,민병국,203-81-50826,충청북도 음성군 생극면 안곤재길 33()
LCF0327,1,포복좌 용수철 압축기 등 11항목 제조(물자),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,92622414.0,93898434.0,85362212.0,2020-03-25,10:30:00,개찰완료,81576150.0,88.073,2020-03-25,태양산업,윤창권,윤창권,606-38-89510,경상남도 양산시 학동길58(어곡동)
HDK0051,1,20-광성회관 식자재 및 소모품 구매,총액계약,일반경쟁,적격심사제,Y,공군제11전투비행단,ZD00202,공군제11전투비행단,ZD00202,82.995,440758698.0,447130878.0,421938629.0,2020-01-07,14:00:00,개찰완료,368341764.0,83.569,2020-01-07,(주)푸드머스 대구지점,천영훈,백승하,502-85-38111,대구광역시 동구 동대구로441-0 (신천동) 영남일보 13층
LGP0001,1,냉동슈,단가계약,일반경쟁,적격심사제,Y,제5378부대,ZD00217,제5378부대,ZD00217,87.945,,1500.0,170090454.0,2020-01-21,10:30:00,유찰,,,,,,,,
LGP0001,2,냉동슈,단가계약,일반경쟁,적격심사제,Y,제5378부대,ZD00217,제5378부대,ZD00217,87.945,1481.0,1500.0,170090454.0,2020-01-29,10:30:00,개찰완료,1303.0,88.002,2020-01-29,주식회사 고향식품,신복순,김준환,137-81-85431,경기도 김포시 월곶면 고양로115번길159-64
EKA0009,1,20년 K3기관총,총액계약,지명경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,490031877.0,490033000.0,0.0,2020-03-26,10:30:00,개찰완료,450340000.0,91.9,2020-03-26,에스앤티모티브주식회사,권형순,김회영,621-81-47887,부산광역시 기장군 철마면 여락송정로 363()
LKG0003,2,20년 예비군도시락 제조납품(1권역),총액계약,협상에의한계약(서류),협상,N,육군제53보병사단,ZD00094,육군제53보병사단,ZD00094,,351239000.0,,319308181.0,2020-03-05,11:00:00,개찰완료,351239000.0,100.0,2020-03-17,주식회사 해림푸드시스템,이은남,장혜진,742-87-01254,부산광역시 금정구 반송로490번길14 (금사동)
LKG0004,1,20년 예비군도시락 제조납품(2권역),총액계약,협상에의한계약(서류),협상,N,육군제53보병사단,ZD00094,육군제53보병사단,ZD00094,,346948000.0,,315407272.0,2020-02-17,11:00:00,개찰완료,346948000.0,100.0,2020-02-17,주식회사 해림푸드시스템,이은남,장혜진,742-87-01254,부산광역시 금정구 반송로490번길14 (금사동)
SCU0003,1,김영관복합문화센터 숙소 가구 등 제조·구매,총액계약,2단계경쟁(분리),최저가격제,N,제9918부대,ZD01068,제9918부대,ZD01068,0.0,,82152000.0,74683636.0,2020-02-25,11:00:00,유찰,,,,,,,,
SCU0003,2,김영관복합문화센터 숙소 가구 등 제조·구매,총액계약,2단계경쟁(분리),최저가격제,N,제9918부대,ZD01068,제9918부대,ZD01068,0.0,,82152000.0,74683636.0,2020-03-13,11:00:00,유찰,,,,,,,,
LKG0005,1,20년 예비군도시락 제조납품(3권역),총액계약,협상에의한계약(서류),협상,N,육군제53보병사단,ZD00094,육군제53보병사단,ZD00094,,377825000.0,,343477272.0,2020-02-17,11:00:00,개찰완료,377825000.0,100.0,2020-02-17,주식회사 해림푸드시스템,이은남,장혜진,742-87-01254,부산광역시 금정구 반송로490번길14 (금사동)
