입찰공고번호,입찰공고차수,입찰공고명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
UMM0051,1,육군 간부수첩 표지 제조,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,231925776.0,235200000.0,0.0,2016-02-22,11:00:00,개찰완료,204637260.0,88.233,2016-02-22,주식회사 나루지엠에스,조승현,조승현,214-88-54990,"서울특별시 서초구 사임당로19길 40-8,  2층(서초동)"
UMM0053,1,의무장비 운영소모품 166종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,628305754.0,631499460.0,0.0,2016-02-22,11:00:00,개찰완료,523245498.0,83.278,2016-02-22,(유)목양,임정숙,채희연,314-81-26325,충청남도 논산시 연무읍 연무로 320()
UMM0054,1,병리장비 운영소모품 84종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,272727690.0,276518000.0,0.0,2016-02-22,11:00:00,개찰완료,227981555.0,83.593,2016-02-22,주식회사 동영상사,이주열,이주열,137-86-39868,"인천광역시 서구 백범로630번길22, 308-1호, 216호 (가좌동)"
UMM0055,1,병리장비 운영소모품 62종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,277083124.0,281077100.0,0.0,2016-02-22,11:00:00,개찰완료,231394943.0,83.511,2016-02-22,주식회사 동영상사,이주열,이주열,137-86-39868,"인천광역시 서구 백범로630번길22, 308-1호, 216호 (가좌동)"
UMM0056,1,병리장비 운영소모품 43종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,324024591.0,329121300.0,0.0,2016-02-22,11:00:00,개찰완료,269102924.0,83.05,2016-02-22,(유)목양,임정숙,채희연,314-81-26325,충청남도 논산시 연무읍 연무로 320()
UMM0057,1,외과장비 운영소모품 61종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,599167407.0,605961380.0,0.0,2016-02-22,11:00:00,개찰완료,506280200.0,84.497,2016-02-22,나이스메디텍,강미자,홍찬민,727-35-00150,경기도 남양주시 가운로1길1-0 (가운동) 505-2호
UMM0058,1,외과장비 운영소모품 29종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,1038836540.0,1054168400.0,0.0,2016-02-22,11:00:00,개찰완료,869530850.0,83.702,2016-02-22,한스메디칼,한재희,박정주,123-25-32152,"경기도 군포시 번영로514, 601호(금정동)"
UMM0059,1,외과장비 운영소모품 72종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,272567039.0,277715400.0,0.0,2016-02-22,11:00:00,개찰완료,229330560.0,84.137,2016-02-22,주마메디칼,김정희,김정희,132-28-95394,경기도 남양주시 진접읍 금강로1553-21 (신우아파트) 상가 112호
UMM0060,1,방사선장비 운영소모품 13종 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,161417694.0,162972000.0,0.0,2016-02-22,11:00:00,개찰완료,142193000.0,88.09,2016-02-22,주식회사 제이인터내셔널,지소연,지용성,141-81-23206,경기도 파주시 조리읍 통일로486-0
MDG0012,1,특수수술재료(반월상연골봉합술재료 등 3건) 구매,총액계약,일반경쟁,최저가격제,N,국군의무사령부,1290291,국군의무사령부,1290291,0.0,31430518.0,31368932.0,0.0,2016-02-19,11:00:00,개찰완료,27290000.0,86.826,2016-02-19,주영메딕스,김정임,김정임,206-22-85157,"서울특별시 광진구 뚝섬로31길20-0 (자양동, 대동아파트)상가106호"
UMM0062,1,병리장비 운영소모품 47종 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,197298324.0,200658000.0,0.0,2016-02-22,11:00:00,개찰완료,173722102.0,88.05,2016-02-22,에스엘(SL)상사,이승기,이승기,307-10-46264,충청남도 계룡시 서금암3길16-3 (금암동) 101호
LGP0042,1,소시지,단가계약,일반경쟁,최저가격제,N,제5378부대,ZD00217,제5378부대,ZD00217,0.0,629.0,640.0,0.0,2016-02-02,11:00:00,개찰완료,388.0,61.663,2016-02-02,주식회사 엠디원,이경희,지강훈,211-88-85965,"서울특별시 서초구 강남대로27-0 (양재동, AT Center) 605호"
LGP0043,1,어묵(용기),단가계약,일반경쟁,적격심사제,Y,제5378부대,ZD00217,제5378부대,ZD00217,82.995,1378.0,1400.0,0.0,2016-02-02,11:00:00,개찰완료,1145.0,83.081,2016-02-02,씨제이 푸드빌(주),김찬호,조흔태,312-81-42519,"서울특별시 중구 마른내로34, 3~11층(초동, (주)케이티앤지을지로타워)"
LMS0046,1,16년 LPG 구매(경기북부),단가계약,제한경쟁,적격심사제,Y,제7789부대,ZD00074,제7789부대,ZD00074,82.995,964.0,974.0,0.0,2016-02-03,11:00:00,개찰완료,840.0,87.182,2016-02-03,여주LPG충전소,최일삼,이정덕,320-29-00040,경기도 여주시 가남읍 경충대로900
LMS0047,1,16년 LPG 구매(경기남부),단가계약,제한경쟁,적격심사제,Y,제7789부대,ZD00074,제7789부대,ZD00074,82.995,1039.0,1041.0,0.0,2016-02-03,11:00:00,개찰완료,884.0,85.048,2016-02-03,구리LPG충전소,이종순,이종순,505-10-22677,경기도 구리시 경춘북로348 (갈매동)
LMS0048,1,16년 LPG 구매(서울),단가계약,제한경쟁,적격심사제,Y,제7789부대,ZD00074,제7789부대,ZD00074,82.995,1033.0,1041.0,0.0,2016-02-03,11:00:00,개찰완료,881.0,85.286,2016-02-03,구리LPG충전소,이종순,이종순,505-10-22677,경기도 구리시 경춘북로348 (갈매동)
LMS0049,1,16년 LPG 구매(인천),단가계약,제한경쟁,적격심사제,Y,제7789부대,ZD00074,제7789부대,ZD00074,82.995,,1041.0,0.0,2016-02-03,11:00:00,유찰,,,,,,,,
LMS0049,2,16년 LPG 구매(인천),단가계약,제한경쟁,적격심사제,Y,제7789부대,ZD00074,제7789부대,ZD00074,82.995,,1041.0,0.0,2016-02-12,11:00:00,유찰,,,,,,,,
UMM0026,1,16-F-013 윈치 등 11종 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,211850604.0,212383000.0,0.0,2016-02-04,11:00:00,개찰완료,186467000.0,88.018,2016-02-04,삼호상사,서 민 숙,서민숙,314-12-19963,대구광역시 북구 유통단지로16 산업용재관 26-24(산격동)
UMM0063,1,병리장비 운영소모품 60종 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,153713001.0,156647400.0,0.0,2016-02-22,11:00:00,개찰완료,135284870.0,88.011,2016-02-22,청우약품주식회사,이광희,황선화,132-81-66633,경기도 구리시 원수택로 32()
MDG0013,1,특수수술재료(수술 후 유착방지용 등 3건) 구매,총액계약,일반경쟁,최저가격제,N,국군의무사령부,1290291,국군의무사령부,1290291,0.0,24680320.0,24912621.0,0.0,2016-02-19,11:00:00,개찰완료,15400000.0,62.397,2016-02-19,수메디칼,김현미,김현미,305-32-24010,대전광역시 중구 목척1길21-0 (은행동)
SFH0023,1,핸드맥스 등 521품목 구매,총액계약,제한경쟁,적격심사제,Y,제9196부대,ZD00370,제9196부대,ZD00370,88.0,103763650.0,104799400.0,0.0,2016-02-18,11:00:00,개찰완료,91415594.0,88.099,2016-02-18,태광이엔씨,이병준,이병준,121-24-39827,"인천광역시 서구 보듬6로32-0, 2동 (오류동)"
SFH0024,1,멀티탭 등 235품목,총액계약,제한경쟁,적격심사제,Y,제9196부대,ZD00370,제9196부대,ZD00370,88.0,78647474.0,79432270.0,0.0,2016-02-18,11:00:00,개찰완료,69630320.0,88.534,2016-02-18,네오종합상사,옥인교,옥인교,134-13-41003,경기도 시흥시 오이도8길17-0 (정왕동)
UMM0048,1,내향성발톱교정재료 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,82164807.0,84000000.0,0.0,2016-02-19,11:00:00,개찰완료,72756948.0,88.55,2016-02-19,에스앤씨바이오텍주식회사,박정우,오유진,126-86-12137,"경기도 남양주시 강변북로664번길17, 1층(수석동)"
UMM0049,1,병리재료 108종 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,351377249.0,358549000.0,0.0,2016-02-19,11:00:00,개찰완료,293099751.0,83.414,2016-02-19,(유)목양,임정숙,채희연,314-81-26325,충청남도 논산시 연무읍 연무로 320()
UMM0050,1,치과재료 234종 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,211582815.0,209327350.0,0.0,2016-02-19,11:00:00,개찰완료,186727330.0,88.252,2016-02-19,(주)다일,박원덕,박원덕,227-81-08815,강원도 속초시 소평로126-0 (조양동)
UMM0052,1,표창장 표지 제조,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,127371685.0,128848800.0,0.0,2016-02-22,11:00:00,개찰완료,112189700.0,88.08,2016-02-22,형제종합건설주식회사,유한나,유한나,415-81-20250,전라남도 장흥군 장흥읍 장흥로30-1
HDQ0002,1,LPG 연차,단가계약,일반경쟁,최저가격제,N,제20전투비행단,ZD00161,제20전투비행단,ZD00161,0.0,1325.0,1317.0,0.0,2016-02-19,13:00:00,개찰완료,728.0,54.962,2016-02-19,주식회사 에이치비에너지,윤길숙,이영춘,125-86-04065,경기도 평택시 진위면 진위로119-0
SFG0005,1,16-K-액화석유가스(LPG)(강화도서),총액계약,제한경쟁,최저가격제,N,제9181부대,ZD00151,제9181부대,ZD00151,0.0,,13630000.0,0.0,2016-02-05,10:30:00,유찰,,,,,,,,
SCF0006,1,마이크로폰  고성능식 3EA,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,5526128.0,5592900.0,0.0,2016-02-04,10:30:00,개찰완료,5430000.0,98.26,2016-02-04,태양전자,이상덕,이상덕,609-18-60625,경상남도 창원시 진해구 충장로 73-14()
MDJ0006,1,16년 대전병원 병 건강검진 재료 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,13715855.0,13807500.0,0.0,2016-02-04,10:30:00,개찰완료,11870000.0,86.542,2016-02-04,(주)성광메디피아,박종영,노은희,204-81-67276,서울특별시 동대문구 천호대로 157()
MDJ0005,1,16년 대전병원 의료기재(치과재료) 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,39968853.0,40612130.0,0.0,2016-02-04,10:30:00,개찰완료,28428550.0,71.126,2016-02-04,영남치과기재상사,김동철,김동철,617-03-65573,경기도 평택시 이충로100번길70-0 (서정동)
MDJ0004,1,16년 대전병원 기타의약품 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,39110945.0,38527060.0,0.0,2016-02-04,10:30:00,개찰완료,34674000.0,88.655,2016-02-04,티엠이바이오 주식회사,권기문,권기문,113-81-73036,"경기도 광명시 광명로371-0, 2층(노온사동)"
MDJ0003,2,16년 대전병원 핵의약품(체내검사용) 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,,42616683.0,0.0,2016-02-16,10:30:00,유찰,,,,,,,,
MDJ0003,3,16년 대전병원 핵의약품(체내검사용) 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,,42616683.0,0.0,2016-02-26,10:30:00,유찰,,,,,,,,
MDJ0003,4,16년 대전병원 핵의약품(체내검사용) 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,42964523.0,42616683.0,0.0,2016-03-08,10:30:00,개찰완료,42521645.0,98.969,2016-03-08,새한산업(주),김영덕,박재순,220-81-12318,"서울특별시 서초구 남부순환로356길 106, 새한빌딩(양재동)"
MDJ0002,2,16년 대전병원 핵의학품(체외검사용) 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,,15977200.0,0.0,2016-02-16,10:30:00,유찰,,,,,,,,
MDJ0002,3,16년 대전병원 핵의학품(체외검사용) 구매,총액계약,제한경쟁,최저가격제,N,국군대전병원,ZD00241,국군대전병원,ZD00241,0.0,15986061.0,15977200.0,0.0,2016-02-26,10:30:00,개찰완료,15523000.0,97.103,2016-02-26,주식회사 부경에스엠,오영호,우수진,211-86-41401,"서울특별시 강남구 도곡로 205,  원경빌딩 5층(역삼동)"
LDH0116,1,황산등59종구매,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,151851190.0,152377000.0,0.0,2016-02-15,11:30:00,개찰완료,134411750.0,88.515,2016-02-15,성민산업,김귀선,김귀선,121-24-38793,인천광역시 중구 남북로84번길30-0 (남북동)
EGG0017,1,16년 가스터빈엔진 정비,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,1213054000.0,0.0,2016-04-08,11:00:00,유찰,,,,,,,,
EGG0017,2,16년 가스터빈엔진 정비,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,1208405594.0,1213054000.0,0.0,2016-05-10,11:00:00,개찰완료,1062635304.0,87.936,2016-05-10,현대산기 주식회사,이수태,김정오,609-81-26617,경상남도 창원시 의창구 평산로70번길26-0 (팔용동)
HCF0001,1,바닥광택기,총액계약,제한경쟁,최저가격제,N,공군군수사령부,ZD00306,공군군수사령부,ZD00306,0.0,21420273.0,21353740.0,0.0,2016-02-19,11:00:00,개찰완료,15525510.0,72.48,2016-02-19,재 용 테 크,윤 경 자,윤경자,312-25-67232,충청남도 아산시 신창면 서부북로141번길 27()
EGG0005,1,소총용 어댑터류,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,88.0,62562302.0,62824000.0,0.0,2016-03-17,11:00:00,개찰완료,55120000.0,88.104,2016-03-17,주식회사 비케이,정승준,정승준,607-81-98885,경상남도 김해시 주촌면 골든루트로186-11
EGG0004,1,병기수지제품류,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,405843000.0,0.0,2016-03-16,11:00:00,유찰,,,,,,,,
EGG0004,2,병기수지제품류,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,405843000.0,0.0,2016-03-25,13:30:00,유찰,,,,,,,,
EGG0012,1,꼬질대류,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,778069837.0,782479000.0,0.0,2016-04-08,11:00:00,개찰완료,667790000.0,85.826,2016-04-08,테크노와이시스템주식회사,백철,박점자,303-81-38404,충청북도 음성군 대소면 대금로 165-8()
EGG0008,1,수입솔류,총액계약,제한경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,1314033642.0,1322426000.0,0.0,2016-03-25,13:30:00,개찰완료,1117950000.0,85.077,2016-03-25,테크노와이시스템주식회사,백철,박점자,303-81-38404,충청북도 음성군 대소면 대금로 165-8()
LMC0003,1,00부대 간부식당 식자재 계약(농수산 가공품 등),총액계약,2단계경쟁(동시),최저가격제,N,제7851부대,ZD00792,제7851부대,ZD00792,0.0,201100673.0,202738834.0,0.0,2016-02-29,15:00:00,개찰완료,197560000.0,98.239,2016-02-29,주식회사 현대그린푸드,박홍진,박창신,124-85-31373,경기도 광주시 도척면 진우리1004(경인식품가공센터)
UMM0029,1,정비피복(방진화) 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,54188857.0,55015000.0,0.0,2016-02-04,11:00:00,개찰완료,47710120.0,88.044,2016-02-04,우솔아이앤씨,최경태,최경태,780-04-00157,서울특별시 금천구 남부순환로1314-0 (독산동) 519호 독산아네스트
UMM0030,1,분석기(회로망용) 구매,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,495579247.0,497590000.0,0.0,2016-02-04,11:00:00,개찰완료,412768300.0,83.29,2016-02-04,군인공제회,정재관,장대호,106-82-30448,서울특별시 강남구 남부순환로 2806()
SFG0006,1,16-K-액화석유가스(LPG)(소형저장탱크),총액계약,제한경쟁,최저가격제,N,제9181부대,ZD00151,제9181부대,ZD00151,0.0,79073181.0,78690000.0,0.0,2016-02-05,10:30:00,개찰완료,70840000.0,89.587,2016-02-05,주식회사 에이치비에너지,윤길숙,이영춘,125-86-04065,경기도 평택시 진위면 진위로119-0
SFG0007,1,16-K-액화석유가스(LPG)(인천/강화),총액계약,제한경쟁,최저가격제,N,제9181부대,ZD00151,제9181부대,ZD00151,0.0,87463645.0,86900000.0,0.0,2016-02-05,10:30:00,개찰완료,70525000.0,80.633,2016-02-05,주식회사 엘피지뱅크,강수철,양현진,137-81-39617,인천광역시 서구 길주로45번길11-0 (석남동)
SFG0008,1,16-K-액화석유가스(LPG)(김포),총액계약,제한경쟁,최저가격제,N,제9181부대,ZD00151,제9181부대,ZD00151,0.0,113150026.0,112580000.0,0.0,2016-02-05,10:30:00,개찰완료,94640000.0,83.641,2016-02-05,주식회사 엘피지뱅크,강수철,양현진,137-81-39617,인천광역시 서구 길주로45번길11-0 (석남동)
SCR0003,1,가지 등 306종 구매(추자도),총액계약,제한경쟁,최저가격제,N,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,0.0,79932556.0,81493000.0,0.0,2016-02-12,10:30:00,개찰완료,66824670.0,83.601,2016-02-12,형제푸드시스템,조신철,조신철,274-26-00130,전라남도 목포시 자유로148번길13-0 (산정동)
SCR0004,1,감자 등 170종 구매(거문도),총액계약,제한경쟁,최저가격제,N,해군제3함대사령부,ZD00155,해군제3함대사령부,ZD00155,0.0,89432685.0,91064000.0,0.0,2016-02-12,10:30:00,개찰완료,88787400.0,99.278,2016-02-12,다담,백용옥,백용옥,416-18-18582,전라남도 순천시 해룡면 해룡로1093-0
