개찰결과구분명,개찰시각,개찰일자,계약체결방법명,계약체결형태명,공고기관명,공고기관코드,기초금액,낙찰자결정방법명,낙찰하한율,수요기관명,수요기관코드,업무구분명,예정가격,입찰공고명,입찰공고번호,입찰공고차수,적격심사여부,최종낙찰금액,최종낙찰업체담당자명,최종낙찰업체대표자명,최종낙찰업체명,최종낙찰업체사업자등록번호,최종낙찰업체주소,최종낙찰율,최종낙찰일자,추정가격,분류
개찰완료,11:00,2020-04-06,제한경쟁,총액계약,국군의무사령부,1290291,385516398.40,적격심사제,82.995,국군의무사령부,1290291,물품,387242163.00,장비운영소모품 병리 29종 구매,MDG0095,3,Y,321498340.00,박성태,김준홍,주식회사 디에스나이키,101-81-45895,"서울특별시 구로구 구로중앙로134, 4층(구로동, 리치몰)",83.022,2020-04-07,357621890.0,기타
개찰완료,11:00,2020-04-06,제한경쟁,총액계약,국군의무사령부,1290291,266532854.00,적격심사제,82.995,국군의무사령부,1290291,물품,266148555.00,장비운영소모품 병리 46종 구매,MDG0096,3,Y,221171544.00,임경철,이상환,(주)상일기업,208-81-20986,"서울특별시 동대문구 약령시로9길 79,  135-51,135-60(제기동)",83.100,2020-04-07,247247545.0,기타
개찰완료,11:00,2020-04-01,제한경쟁,총액계약,국군의무사령부,1290291,129494456.00,적격심사제,87.995,국군의무사령부,1290291,물품,129235920.00,장비운영소모품 외과 49종 구매,MDG0097,1,Y,113856700.00,오석현,오석현,석진메드,375-07-00581,경기도 하남시 덕풍북로259번길21-0 (덕풍동) 1층 102호,88.099,2020-04-01,120124727.0,기타
개찰완료,11:00,2020-04-01,제한경쟁,총액계약,국군의무사령부,1290291,121837921.80,적격심사제,87.995,국군의무사령부,1290291,물품,121251649.00,장비운영소모품 외과 37종 구매-A,MDG0098,1,Y,106730020.00,장은현,이문희,(주)엑시토인터내셔널,510-86-01460,"전라남도 화순군 화순읍 자치샘로25 ,3층 304호",88.023,2020-04-01,113022190.0,기타
개찰완료,15:00,2020-04-27,일반경쟁,총액계약,방위사업청,1690000,415081000.00,적격심사제,,방위사업청,1690000,물품,413056184.00,20년 특수무기 케이블조립체류,EHF0028,1,Y,351430000.00,문제상,김용수,연합정밀(주),312-81-09219,충청남도 천안시 동남구 목천읍 학수소사길219-27,85.080,2020-04-27,0.0,국방부직할
유찰,10:30,2020-04-01,제한경쟁,총액계약,해군군수사령부,ZD00289,34100000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,,유니버설조인트 비 차량용 1종,SCF0078,1,Y,,,,,,,,,31000000.0,해군
개찰완료,10:30,2020-04-07,제한경쟁,총액계약,해군군수사령부,ZD00289,34100000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,33766403.00,유니버설조인트 비 차량용 1종,SCF0078,2,Y,30080000.00,김선한,김선한,엠앤티 M&T,514-24-81250,대구광역시 달서구 대명천로51길70-0 (본리동) 103호,89.082,2020-04-07,31000000.0,해군
개찰완료,10:30,2020-04-03,제한경쟁,총액계약,해군군수사령부,ZD00289,49700000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,49294040.00,펀칭 및 절단기 1EA 구매,SCF0220,1,Y,43377000.00,김종도,김종도,제이디건설기계 주식회사,538-86-00737,서울특별시 노원구 한글비석로24길14 (상계동) 4층 402호,87.996,2020-04-03,45181818.0,해군
개찰완료,10:30,2020-04-03,제한경쟁,총액계약,해군군수사령부,ZD00289,20500000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,20233446.00,중자건조로 1EA 구매,SCF0222,1,Y,17809490.00,황수미,황수미,오구컴퍼니,429-01-01866,"경기도 안산시 상록구 이호로82, 201호 (본오동)",88.020,2020-04-03,18726363.0,해군
개찰완료,10:30,2020-04-03,제한경쟁,총액계약,해군군수사령부,ZD00289,82000000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,81258841.00,브라인씰(2) 등 19종 구매,SCF0223,1,Y,71738500.00,전병욱,전병욱,주식회사 이음,586-87-00223,서울특별시 서대문구 포방터2길24 (홍은동),88.283,2020-04-03,75835728.0,해군
유찰,10:30,2020-04-03,제한경쟁,총액계약,해군군수사령부,ZD00289,16920000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,,혼  신호용 등 4종 구매,SCF0224,1,Y,,,,,,,,,15740172.0,해군
개찰완료,10:30,2020-04-09,제한경쟁,총액계약,해군군수사령부,ZD00289,16920000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,17044730.00,혼  신호용 등 4종 구매,SCF0224,2,Y,16800000.00,정기철,정기철,대한테크원,340-13-00382,부산광역시 사하구 두송로194번길24-0 (구평동) 1층,98.564,2020-04-09,15740172.0,해군
개찰완료,10:30,2020-04-03,제한경쟁,총액계약,해군군수사령부,ZD00289,37400000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,37352785.00,차륜평행기 소형 등 2종 구매,SCF0225,1,Y,32871550.00,김윤호,김윤호,세종와이에이치,570-04-01210,"인천광역시 서구 율도로16번길11-24, 1층 안채(석남동)",88.002,2020-04-03,37545454.0,해군
개찰완료,11:00,2020-04-16,일반경쟁,총액계약,방위사업청,1690000,1506060000.00,적격심사제,0.000,방위사업청,1690000,물품,1510111588.00,자주포 전기전자장치 부품류,EBB0055,1,Y,1285346000.00,임병성,장남인,덕인산업,621-16-74431,경상남도 양산시 유산공단3길33-0 (교동),85.115,2020-04-16,0.0,국방부직할
개찰완료,11:00,2020-06-18,일반경쟁,총액계약,방위사업청,1690000,1290131000.00,적격심사제,,방위사업청,1690000,물품,1290055780.00,자주포 유압장치 부품류,EBB0354,1,Y,1080950000.00,김수영,김일천,삼호정밀,622-02-60419,부산광역시 강서구 평강로217-1 (대저1동),83.790,2020-06-18,0.0,국방부직할
유찰,11:00,2020-07-27,수의계약,총액계약,방위사업청,1690000,440114000.00,적격심사제,,방위사업청,1690000,물품,,발전기 및 발전기 부품류,EBB0404,1,Y,,,,,,,,,0.0,국방부직할
개찰완료,11:00,2020-05-25,일반경쟁,총액계약,방위사업청,1690000,878041000.00,적격심사제,,방위사업청,1690000,물품,875204988.00,자주포 동력장치 부품류,EBB0273,1,Y,749935000.00,전혜원,조현배,평화정밀,608-40-62145,부산광역시 강서구 미음산단3로120-0 (미음동),85.686,2020-05-25,0.0,국방부직할
개찰완료,11:00,2020-04-08,제한경쟁,총액계약,국군재정관리단,ZD00303,58652000.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,58003601.00,(207070-F)자동시력측정기 구매,UMM0161,1,Y,51060312.00,한만준,한만준,주식회사 창세기일장일절,101-87-02675,경기도 수원시 권선구 구운중로22번길36-0 (구운동),88.029,2020-04-08,53320000.0,기타
개찰완료,10:30,2020-04-09,제한경쟁,총액계약,제1989부대,ZD00011,47926000.00,적격심사제,87.995,제1989부대,ZD00011,물품,47537555.00,20년 병영시설 에어컨 구매설치,LKT0036,1,Y,41878200.00,유소민,장희숙,주식회사 태평양이엔지,418-81-21530,전라북도 전주시 덕진구 동부대로 1506-1(),88.094,2020-04-10,43569090.0,육군
개찰완료,11:00,2020-04-13,제한경쟁,총액계약,국군재정관리단,ZD00303,84300000.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,83073559.00,20-심장세동제거기 병원용 등6종 구매,UMM0196,1,Y,73144600.00,안중성,최용석,유한회사 엔디클릭,408-81-89324,"전라남도 장성군 황룡면 강변로452-16, 3층 302호",88.047,2020-04-13,76636363.0,기타
유찰,11:00,2020-04-14,제한경쟁,총액계약,국군의무사령부,1290291,8960140.00,적격심사제,87.995,국군의무사령부,1290291,물품,,20년 의무장비(전기소작기 등 2품목) 구매,MDG0106,1,Y,,,,,,,,,8311818.0,기타
개찰완료,11:00,2020-04-22,제한경쟁,총액계약,국군의무사령부,1290291,8960140.00,적격심사제,87.995,국군의무사령부,1290291,물품,9023973.00,20년 의무장비(전기소작기 등 2품목) 구매,MDG0106,2,Y,8950000.00,김도훈,김진나,주식회사 하얀,185-81-00858,"경기도 안산시 상록구 중보로22-0 (사동, 늘푸른아파트)상가113호",99.180,2020-04-22,8311818.0,기타
개찰완료,11:00,2020-05-22,일반경쟁,단가계약,방위사업청,1690000,3040.00,적격심사제,,방위사업청,1690000,물품,3038.25,갓김치(일반경쟁),EHC0105,1,Y,2732.79,구해진,이창우,농업회사법인 유한회사 일품김치,125-81-50642,경기도 안성시 공도읍 진사2길34-29,89.946,2020-05-25,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,838.85,김장김치(1지역),EHC0098,1,Y,755.19,임채식,안상교,(주)늘푸른,124-81-59164,경기도 화성시 장안면 한천3길 26-11(),90.026,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,836.72,김장김치(2지역),EHC0098,1,Y,753.87,전명희,김정희,농업회사법인 한백냉장식품 주식회사,215-81-46908,경기도 안산시 단원구 시화로109-0 (성곡동),90.098,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,837.34,김장김치(3지역),EHC0098,1,Y,753.69,임채식,안상교,(주)늘푸른,124-81-59164,경기도 화성시 장안면 한천3길 26-11(),90.010,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,837.05,김장김치(4지역),EHC0098,1,Y,753.95,이청미,강정복,(주)임진강김치,127-81-18105,경기도 연천군 청산면 학담로 81(),90.072,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,830.88,김장김치(5지역),EHC0098,1,Y,748.29,김희자,김영채,농업회사법인 다솜식품(주),550-87-01223,경기도 용인시 처인구 이동읍 덕성산단1로46번길40-0,90.059,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,832.30,김장김치(6지역),EHC0098,1,Y,749.46,김경호,김경호,강화섬김치,137-06-79932,인천광역시 강화군 선원면 시리미로237번길1 (선행리 465),90.046,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,840.62,김장김치(7지역),EHC0098,1,Y,758.68,우득만,우득만,주식회사 정우식품,621-81-83205,경상남도 양산시 하북면 진목1길45,90.252,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,836.00,적격심사제,,방위사업청,1690000,물품,841.16,김장김치(8지역),EHC0098,1,Y,758.66,임채식,안상교,(주)늘푸른,124-81-59164,경기도 화성시 장안면 한천3길 26-11(),90.192,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-04-16,일반경쟁,총액계약,육군 제3808부대,ZD00086,573014500.00,적격심사제,85.495,육군 제3808부대,ZD00086,용역,568776567.00,5.56밀리 철상자 등 2종 외주정비 용역,LDG0020,1,Y,489500000.00,이상협,이복우,주식회사 혜동,621-81-46933,경상남도 양산시 상북면 석계산단2길22,86.061,2020-04-16,520922272.0,육군
개찰완료,16:00,2020-05-06,제한경쟁,총액계약,공군제11전투비행단,ZD00202,186274500.00,적격심사제,87.995,공군제11전투비행단,ZD00202,물품,185970262.00,수송지원장비(스프레이 부스)건축,HDK0013,3,Y,163921560.00,김현주,노성득,(주)오토기기,206-81-48426,"서울특별시 광진구 천호대로690, 5층(구의동, 천호광진빌딩)",88.143,2020-05-06,172727272.0,공군
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2650.11,배추김치(완제품)(1지역),EHC0099,1,Y,2386.84,전명희,김정희,농업회사법인 한백냉장식품 주식회사,215-81-46908,경기도 안산시 단원구 시화로109-0 (성곡동),90.065,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2660.23,배추김치(완제품)(2지역),EHC0099,1,Y,2396.75,김희자,김영채,농업회사법인 다솜식품(주),550-87-01223,경기도 용인시 처인구 이동읍 덕성산단1로46번길40-0,90.095,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2645.56,배추김치(완제품)(3지역),EHC0099,1,Y,2381.91,이광희,이광희,(주)이씨네식품,410-81-56578,광주광역시 광산구 평동로913번길 24(월전동),90.034,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2640.05,배추김치(완제품)(4지역),EHC0099,1,Y,2377.87,김경호,김경호,강화섬김치,137-06-79932,인천광역시 강화군 선원면 시리미로237번길1 (선행리 465),90.069,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2665.13,배추김치(완제품)(5지역),EHC0099,1,Y,2399.44,강형빈,이경숙,농업회사법인 주식회사 봄내,221-81-26533,강원도 화천군 하남면 공단길 68-7(),90.030,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2693.06,배추김치(완제품)(6지역),EHC0099,1,Y,2437.89,정해정,정해정,주식회사 옥종합식품,505-81-40224,경상북도 경주시 서면 대경로 2929-118(),90.524,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2659.06,배추김치(완제품)(7지역),EHC0099,1,Y,2393.78,김홍석,김홍석,농업회사법인신양종합식품(주),303-81-10973,충청북도 충주시 중앙탑면 가곡로1984,90.023,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2660.00,적격심사제,,방위사업청,1690000,물품,2639.65,배추김치(완제품)(8지역),EHC0099,1,Y,2377.92,이청미,강정복,(주)임진강김치,127-81-18105,경기도 연천군 청산면 학담로 81(),90.084,2020-05-22,0.0,국방부직할
개찰완료,15:30,2020-04-17,제한경쟁,단가계약,방위사업청,1690000,5630.00,적격심사제,,방위사업청,1690000,물품,5604.64,미트볼(1지역),EHC0030,1,Y,5055.83,이정완,이정완,(주)디아이,226-81-24393,강원도 강릉시 주문진읍 농공단지길 28-13(),90.207,2020-04-17,0.0,국방부직할
개찰완료,15:30,2020-04-17,제한경쟁,단가계약,방위사업청,1690000,5630.00,적격심사제,,방위사업청,1690000,물품,5618.76,미트볼(2지역),EHC0030,1,Y,5060.90,이정완,이정완,(주)디아이,226-81-24393,강원도 강릉시 주문진읍 농공단지길 28-13(),90.071,2020-04-17,0.0,국방부직할
개찰완료,15:30,2020-04-17,제한경쟁,단가계약,방위사업청,1690000,5630.00,적격심사제,,방위사업청,1690000,물품,5613.06,미트볼(3지역),EHC0030,1,Y,5057.37,강동진,강동진,(주)미가온푸드,316-81-15498,충청남도 서산시 고북1로343-36 (고북면),90.100,2020-04-17,0.0,국방부직할
개찰완료,15:30,2020-04-17,제한경쟁,단가계약,방위사업청,1690000,5630.00,적격심사제,,방위사업청,1690000,물품,5592.21,미트볼(4지역),EHC0030,1,Y,5036.59,강동진,강동진,(주)미가온푸드,316-81-15498,충청남도 서산시 고북1로343-36 (고북면),90.064,2020-04-17,0.0,국방부직할
개찰완료,15:30,2020-04-21,제한경쟁,총액계약,공군군수사령부,ZD00306,88195210.00,적격심사제,87.945,공군군수사령부,ZD00306,물품,87486639.00,[항공기타장비 부품] 할로겐 램프 등 4종,HCF0063,1,Y,76978840.00,KIM HENRY MYUNGHWAN,KIM HENRY MYUNGHWAN,주식회사 코프코코퍼레이션,220-88-12980,서울특별시 양천구 남부순환로654-0 (신정동),87.989,2020-04-21,81001081.0,공군
개찰완료,16:00,2020-04-17,제한경쟁,단가계약,제2167부대,ZD00053,1192.00,적격심사제,82.995,제2167부대,ZD00053,물품,1176.04,LPG,LBA0086,3,Y,979.57,전형욱,정재시,(주)중앙에너지산업,221-81-23967,강원도 춘천시 동내면 영서로1868-0,83.293,2020-04-17,779714290.0,육군
개찰완료,10:00,2020-04-17,제한경쟁,단가계약,제2167부대,ZD00053,1560.00,적격심사제,82.995,제2167부대,ZD00053,물품,1545.70,LPG,LBA0085,2,Y,1307.00,김광성,김영석,창림에너지(주),127-81-07059,경기도 동두천시 평화로 2884-2(상봉암동),84.557,2020-04-17,1474300690.0,육군
개찰완료,10:30,2020-04-16,제한경쟁,총액계약,국군대전병원,ZD00241,10562450.00,적격심사제,87.995,국군대전병원,ZD00241,물품,10568958.00,치과 의료기재(가이드플러그 등 29종) 구매,MDJ0019,1,Y,9304040.00,우광석,이재현,(주)모던애드,101-81-76364,"서울특별시 영등포구 도림로462, 206호 (문래동3가, 국화상가)",88.031,2020-04-16,10437272.0,기타
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2271.36,깍두기(완제품)(1지역),EHC0100,1,Y,2045.86,전명희,김정희,농업회사법인 한백냉장식품 주식회사,215-81-46908,경기도 안산시 단원구 시화로109-0 (성곡동),90.072,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2305.16,깍두기(완제품)(2지역),EHC0100,1,Y,2089.62,정해정,정해정,주식회사 옥종합식품,505-81-40224,경상북도 경주시 서면 대경로 2929-118(),90.649,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2282.77,깍두기(완제품)(3지역),EHC0100,1,Y,2054.67,강형빈,이경숙,농업회사법인 주식회사 봄내,221-81-26533,강원도 화천군 하남면 공단길 68-7(),90.007,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2271.93,깍두기(완제품)(4지역),EHC0100,1,Y,2045.84,김경배,김경배,세광식품(주),128-81-05864,경기도 파주시 적성면 칠중4길 38(),90.048,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2271.25,깍두기(완제품)(5지역),EHC0100,1,Y,2045.32,임채식,안상교,(주)늘푸른,124-81-59164,경기도 화성시 장안면 한천3길 26-11(),90.052,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2253.63,깍두기(완제품)(6지역),EHC0100,1,Y,2035.19,김희자,김영채,농업회사법인 다솜식품(주),550-87-01223,경기도 용인시 처인구 이동읍 덕성산단1로46번길40-0,90.307,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2285.86,깍두기(완제품)(7지역),EHC0100,1,Y,2057.24,김성태,김성태,(주)신세대푸드,137-81-77173,경기도 김포시 월곶면 애기봉로275번길 123(주)신세대푸드,89.998,2020-05-22,0.0,국방부직할
개찰완료,11:00,2020-05-22,제한경쟁,단가계약,방위사업청,1690000,2280.00,적격심사제,,방위사업청,1690000,물품,2280.27,깍두기(완제품)(8지역),EHC0100,1,Y,2052.32,전명희,김정희,농업회사법인 한백냉장식품 주식회사,215-81-46908,경기도 안산시 단원구 시화로109-0 (성곡동),90.003,2020-05-22,0.0,국방부직할
유찰,15:30,2020-04-21,제한경쟁,총액계약,육군군수사령부,1290307,52866276.00,적격심사제,82.995,육군군수사령부,1290307,물품,,기어 스퍼형 등 12항목 제조(일장 생산능력),LCF0365,1,Y,,,,,,,,,48060250.0,육군
유찰,10:30,2020-04-29,제한경쟁,총액계약,육군군수사령부,1290307,52866276.00,적격심사제,82.995,육군군수사령부,1290307,물품,,기어 스퍼형 등 12항목 제조(일장 생산능력),LCF0365,2,Y,,,,,,,,,48060250.0,육군
유찰,15:30,2020-04-21,제한경쟁,총액계약,육군군수사령부,1290307,10752864.00,적격심사제,87.995,육군군수사령부,1290307,물품,,회전관이음쇠 수력용 등 6항목 구매(일장),LCF0364,1,Y,,,,,,,,,9775330.0,육군
유찰,10:30,2020-04-29,제한경쟁,총액계약,육군군수사령부,1290307,10752864.00,적격심사제,87.995,육군군수사령부,1290307,물품,,회전관이음쇠 수력용 등 6항목 구매(일장),LCF0364,2,Y,,,,,,,,,9775330.0,육군
유찰,15:30,2020-04-21,제한경쟁,총액계약,육군군수사령부,1290307,76622204.00,적격심사제,82.995,육군군수사령부,1290307,물품,,범퍼 차량용 등 7항목 제조(기동 생산능력),LCF0363,1,Y,,,,,,,,,69656549.0,육군
유찰,10:30,2020-04-29,제한경쟁,총액계약,육군군수사령부,1290307,76622204.00,적격심사제,82.995,육군군수사령부,1290307,물품,,범퍼 차량용 등 7항목 제조(기동 생산능력),LCF0363,2,Y,,,,,,,,,69656549.0,육군
유찰,15:30,2020-04-21,제한경쟁,총액계약,육군군수사령부,1290307,110278488.00,적격심사제,82.995,육군군수사령부,1290307,물품,,유압밸브조립체 등 30항목 제조(일장 생산능력),LCF0362,1,Y,,,,,,,,,100253170.0,육군
유찰,10:30,2020-04-29,제한경쟁,총액계약,육군군수사령부,1290307,110278488.00,적격심사제,82.995,육군군수사령부,1290307,물품,,유압밸브조립체 등 30항목 제조(일장 생산능력),LCF0362,2,Y,,,,,,,,,100253170.0,육군
개찰완료,15:30,2020-04-21,제한경쟁,총액계약,육군군수사령부,1290307,20232208.00,적격심사제,87.995,육군군수사령부,1290307,물품,20050927.00,릴 호스용 등 4항목 구매(일장),LCF0361,1,Y,17659900.00,유승원,유승원,주식회사 신우앤테크,612-88-01080,"인천광역시 연수구 컨벤시아대로100, 601동115-3호 (송도동, 현대힐스테이트)",88.075,2020-04-21,18392916.0,육군
개찰완료,15:30,2020-04-21,제한경쟁,총액계약,육군군수사령부,1290307,41215520.00,적격심사제,87.995,육군군수사령부,1290307,물품,40748600.00,클램프 호스용 등 23항목 구매(기동),LCF0360,1,Y,35859500.00,김종화,김종화,원일종합상사,605-44-63236,부산광역시 사상구 사상로51-0 (주례동),88.001,2020-04-21,37468654.0,육군
개찰완료,11:00,2020-04-22,제한경쟁,총액계약,제9196부대,ZD00370,14750000.00,적격심사제,87.945,제9196부대,ZD00370,물품,14587764.00,블랙박스 등 2품목 구매,SFH0044,1,Y,12838500.00,김창범,유장진,세영테크주식회사,312-86-67397,"인천광역시 연수구 컨벤시아대로100, 601동 115-1호(송도동, 인천송도힐스테이트)",88.008,2020-04-22,13409090.0,해병
개찰완료,11:00,2020-04-23,일반경쟁,총액계약,공군교육사령부,ZD00172,39383900.00,적격심사제,87.995,공군교육사령부,ZD00172,물품,39482969.00,20-136 컬러레이저토너 등 30품목,HCM0029,1,Y,34745264.00,이재성,이재성,주식회사 필성,849-81-01290,경상남도 진주시 대신로231번길15-2 (상대동),88.000,2020-04-23,35803545.0,공군
개찰완료,11:00,2020-05-04,2단계경쟁(동시),총액계약,제6군단사령부,ZD00121,81530400.00,최저가격제,0.000,제6군단사령부,ZD00121,물품,80277485.00,00지역 정비 및 취사피복 구매,LMG0013,1,N,74334750.00,홍원식,최인권,빛가람장애인시설,110-82-16256,서울특별시 은평구 갈현동6-40 제2동 1층,92.597,2020-05-04,74118545.0,육군
개찰완료,10:30,2020-04-22,제한경쟁,총액계약,해군군수사령부,ZD00289,44400000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,43991697.00,날  앞유리창닦기용 등 3종 구매,SCF0274,1,Y,40400000.00,손창수,옥영준,드림비즈 주식회사,581-81-00890,"경기도 안양시 동안구 시민대로272, 1524호(관양동, 평촌동양트레벨파크)",91.835,2020-04-22,40395491.0,해군
개찰완료,10:30,2020-04-22,제한경쟁,총액계약,해군군수사령부,ZD00289,34500000.00,적격심사제,87.945,해군군수사령부,ZD00289,물품,34432991.00,잠수작업화(건식) 119EA 구매,SCF0275,1,Y,30316644.00,김은아,김은아,씨티원 강원지점,229-35-00715,"강원도 원주시 건강로23, 305호(반곡동, 하늘정원프라자)",88.045,2020-04-22,33860909.0,해군
개찰완료,10:30,2020-04-24,제한경쟁,총액계약,해군군수사령부,ZD00289,154800000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,154908788.00,단무지 등 10종 구매,SCF0276,1,Y,136398660.00,조용찬,조용찬,찬스코퍼레이션,752-15-00105,"인천광역시 동구 방축로105, 19동 326호(송림동, 산업유통센터)",88.050,2020-04-24,145120727.0,해군
개찰완료,10:30,2020-04-24,제한경쟁,총액계약,해군군수사령부,ZD00289,148500000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,146422251.00,생수 등 3종 구매,SCF0277,1,Y,128971420.00,이대용,이대용,캐리온,639-33-00709,경기도 김포시 양촌읍 대곶남로580번길38-0,88.081,2020-04-24,135042909.0,해군
개찰완료,11:00,2020-04-22,제한경쟁,총액계약,제9196부대,ZD00370,156869780.00,적격심사제,87.945,제9196부대,ZD00370,물품,157385719.00,이동형공구함 등 394품목 구매,SFH0045,1,Y,138569790.00,이근화,이근화,코모레비(COMOREBI),130-41-76764,"인천광역시 부평구 세월천로30번길47, 502호",88.044,2020-04-22,146339709.0,해병
개찰완료,11:00,2020-05-12,제한경쟁,총액계약,국군재정관리단,ZD00303,161875000.00,적격심사제,87.945,국군재정관리단,ZD00303,물품,161813013.00,(206073-B)교육보조기구(항타기) 제조납품,UMM0247,1,Y,142398210.00,김영대,김영대,모건다비드,312-27-20186,경기도 여주시 점동면 청안로130-2,88.001,2020-05-12,152727272.0,기타
개찰완료,16:30,2020-06-02,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,553944000.00,최저가격제,0.000,국군재정관리단,ZD00303,용역,551108468.00,군용비행장 소음측정 및 분석용역(해),UMM0236,1,N,526200000.00,전형준,정태량,주식회사 엔브이티,201-86-34238,"서울특별시 중구 동호로7길41, 2층(신당동)",95.480,2020-06-02,512350000.0,기타
개찰완료,17:00,2020-06-02,2단계경쟁(동시),총액계약,국군재정관리단,ZD00303,399574000.00,최저가격제,0.000,국군재정관리단,ZD00303,용역,403882482.00,(해병)소음측정 및 분석용역,UMM0238,1,N,367000000.00,김하근,김하근,한국환경설계(주),215-87-10493,"서울특별시 송파구 석촌호수로138, 202호 (삼전동)",90.868,2020-06-02,373510909.0,기타
개찰완료,14:00,2020-05-18,2단계경쟁(동시),총액계약,제8385부대,1290333,39000000.00,최저가격제,0.000,제8385부대,1290333,용역,39000528.00,20-0함대 부대 소개영화 제작 용역,SCP0073,1,N,29800000.00,임재치,임재치,봄미디어,328-34-00150,"서울특별시 강남구 광평로10길6, B7호(일원동, 한솔상가)",76.409,2020-05-18,36363636.0,해군
개찰완료,10:30,2020-04-29,제한경쟁,총액계약,공군군수사령부,ZD00306,44550000.00,적격심사제,84.245,공군군수사령부,ZD00306,용역,44072647.00,'20년 사업장폐기물(폐합성수지) 위탁처리 용역,HCF0066,1,Y,37394680.00,박미진,박동수,열린환경주식회사,514-81-51268,"대구광역시 달성군 화원읍 성화로18, 2층(열린빌딩)",84.847,2020-04-29,40500000.0,공군
