,입찰공고명,공고기관명
17375,K9자주포 패드등17종구매,제2879부대
17376,K9자주포 패드등17종구매,제2879부대
17377,K9자주포 호스조립체등14종구매,제2879부대
17378,K9자주포 호스조립체등14종구매,제2879부대
17379,휴대용 마이크앰프 구매,육군본부
17380,K55자주포 파이프등2종구매,제2879부대
17383,K55자주포 축구매,제2879부대
17384,18년 백령도 가공식품 구매 납품,제9196부대
17385,다목적굴착기 패드브레이크등4종구매,제2879부대
17386,다목적굴착기 패드브레이크등4종구매,제2879부대
17388,18년 백령도 개선식 구매 납품,제9196부대
17389,다목적굴착기 밸브구매,제2879부대
17390,다목적굴착기 밸브구매,제2879부대
17392,클램프 루프형 등 43항목 제조(처통합),육군군수사령부
17393,클램프 루프형 등 43항목 제조(처통합),육군군수사령부
17394,다목적굴착기 플랜지구매,제2879부대
17395,다목적굴착기 플랜지구매,제2879부대
17396,18년 백령도 기호식품 구매 납품,제9196부대
17397,항공장구(6인용 구명정) 구매,국군재정관리단
17398,000호정 NO.2 추진기관 정비,해군군수사령부
17399,00함 보수통제장비(DCC) 정비,해군군수사령부
17400,복사용지 등 44품목 구매(납기 : '17.12.19.),제9691부대
17401,전자동 부품세척기 등 1종 구매,제2879부대
17402,통기타 구매(납기 : '17.12.19.),제9691부대
17403,안전경고문 표지판 제조,공군미사일방어사령부
17404,HACCO취사기구 제조 납품 2차,수도방위사령부
17405,공기청정기 등 4종 구매,공군미사일방어사령부
17406,수중펌프 등 105종,제7001부대
17407,알루미늄프로파일 등 203종,제5738부대
17408,휴대용 포토스크린 등 5품목 구매(납기:'17.12.22.),제9691부대
17409,00지역 소요비품 구매,육군제8971부대
17410,차단기 컨트롤러 등 122품목 구매 납품,제9227부대
17411,육성-괴산지역 1대대 장비류 구매(야간투시경),제5019부대
17412,육성-괴산지역 1대대 장비류 구매(탐조등),제5019부대
17413,공병장비 수리부속 구매,육군 제1군단
17414,모바일홍보 제작장비 구매,육군본부
17415,윤형철조망 등 3종 구매,제2136부대
17417,감귤 등 11종,해군작전사령부
17422,남수원체력단련장 코스관리장비 구매,국군복지단
17423,1891부대 C4I체계 구축(노트북 등 13종 구매),제1891부대
17425,관급자재(목재도어) 제조 설치,국군재정관리단
17427,17년 노후 LAN 교체사업 리스,국군화생방방호사령부
17428,17년 노후 LAN 교체사업 리스,국군화생방방호사령부
17429,17년 노후 LAN 교체사업 리스,국군화생방방호사령부
17430,17-B-비궁표적기 제조 설치,제9196부대
17431,00부대 식기세척기 임차용역('18년~'20년),제2621부대
17432,계룡 체력단련장 액화석유가스(LPG)구매,육군인사사령부
17440,무전기세트 저항기등37종구매,제2879부대
17441,무전기세트 저항기등37종구매,제2879부대
17442,열상장비 나사등13종구매,제2879부대
17443,열상장비 나사등13종구매,제2879부대
17444,무전기세트 트랜지스터구매,제2879부대
17445,무선접속부세트 수신기구매,제2879부대
17446,레일조립체 축전기등85종구매,제2879부대
17448,무전기세트 축전기구매,제2879부대
17449,실린더 유압완충장치용 1종,해군군수사령부
17450,실린더 유압식 1종,해군군수사령부
17452,무전기세트 반도체장치구매,제2879부대
17453,브이피시 콤플레트 1종,해군군수사령부
17454,다목적굴착기 브레이크패드구매,제2879부대
17455,엔진 윤활유,해군군수사령부
17456,항공장구(정밀고공낙하산) 구매,국군재정관리단
17458,군위성통신체계(차량용)부품,방위사업청
17461,장갑전투도자 밸브등5종구매,제2879부대
17462,뚜껑  밸브용  가스실린더 배출구용 32EA,해군군수사령부
17463,장갑전투도자 베어링등5종구매,제2879부대
17464,입구 샤프트 씰 42EA,해군군수사령부
17466,천마유도탄 수리부속(플라스틱류) 제조 계약,육군 제3808부대
17467,천마유도탄 수리부속(플라스틱류) 제조 계약,육군 제3808부대
17468,17-절연내력시험기 등 2종 구매,국군재정관리단
17470,제빙기 5대,해군군수사령부
17471,제빙기 5대,해군군수사령부
17472,줄자 등 205품목 구매 납품,제9227부대
17473,(17-084)군수처 백령도 4주식 리프트 등 22종,공군제3방공유도탄여단
17474,복사용지 등 130품목 구매 납품,제9227부대
17475,기념휘장 셋트 제조 납품(납기:'17.12.22.),제9691부대
17476,육성-괴산지역 1대대 장비류 구매(핸드토키),제5019부대
17477,VoIP 교환기 MGW연동카드 도입,제7821부대
17478,VoIP 교환기 통화품질측정시스템 도입,제7821부대
17481,비상통신계전기군(소형MW시스템) 구매 설치,공군미사일방어사령부
17482,00군단 굴삭기 수리부속품 구매(버켓 크랴샤 등 7종),수도군단
17483,00군단 굴삭기 수리부속품 구매(버켓 크랴샤 등 7종),수도군단
17485,핸드타올 등 00종 구매,국방부근무지원단
17488,후반기 재난장비 및 물자 구매,특수전사령부
17489,인쇄장비 2종 구매,국방출판지원단
17490,포스트잇 등 69품목,제9181부대
17492,17년 사격훈련장 안전자산 설치납품(5종),제2167부대
17493,17-7차 전산운영용품 구매,육군본부
17494,2018년도 생도증식(가지 등 332종) 구매,자운대근무지원단
17496,4분기 전산운영용품 추가 구매,육군인사사령부
17497,18년 복지시설 소모품 구매(수세미 등 244종),국방부근무지원단
17498,K55A1 자주포 사업 크레인 제조 설치,제25보병사단
17500,주병기 조준체계 51EA 구매,해군군수사령부
17502,생도견장(남/1학년) 등 24종 구매,해군사관학교
17503,동스웨터 구매,해군사관학교
17504,방한자켓 등 3종 구매,해군사관학교
17505,17-충-육-57 수배전반 제조,육군군수사령부
17506,오일휀스 등 9항목 제조(물자),육군군수사령부
17507,오일휀스 등 9항목 제조(물자),육군군수사령부
17508,장갑전투도자 시트등3종구매,제2879부대
17509,장갑전투도자 시트등3종구매,제2879부대
17510,장갑전투도자 시트등3종구매,제2879부대
17511,다목적굴착기 축구매,제2879부대
17512,다목적굴착기 축구매,제2879부대
17513,다목적굴착기 피스톤구매,제2879부대
17514,교량가설단정 솔레로이드구매,제2879부대
17515,17년 핵심시설경계체계 구축사업 등 2건 리스,국군재정관리단
17516,교량가설단정 소화기구매,제2879부대
17517,교량가설단정 연결기등8종구매,제2879부대
17518,장갑전투도자 와셔등11종구매,제2879부대
17519,장갑전투도자 와셔등11종구매,제2879부대
17520,교량가설단정 베즐구매,제2879부대
17521,나프탈렌 등 4항목 구매(물품),육군군수사령부
17522,개스킷 등 56항목 제조(기장),육군군수사령부
17523,개스킷 등 56항목 제조(기장),육군군수사령부
17524,케이블 조립체 특수목적용 등 6항목 제조(기장),육군군수사령부
17525,케이블 조립체 특수목적용 등 6항목 제조(기장),육군군수사령부
17526,문 연장함용 차량용 등 3항목 제조(기장),육군군수사령부
17527,문 연장함용 차량용 등 3항목 제조(기장),육군군수사령부
17528,춘추내의 1항목 제조(물자),육군군수사령부
17529,지혈대  손가락덮개 등 2항목 구매(물품),육군군수사령부
17530,어댑터 직선형 등 15항목 제조(자주포),육군군수사령부
17531,스프링 잠금형 등 13항목 제조(총포),육군군수사령부
17532,스프링 잠금형 등 13항목 제조(총포),육군군수사령부
17534,시준의 망원경 등 45항목 제조(총포),육군군수사령부
17535,어댑터조립체 등 55항목 제조(총포),육군군수사령부
17536,어댑터조립체 등 55항목 제조(총포),육군군수사령부
17537,엘리멘트 조립체 등 26항목 구매(처통합),육군군수사령부
17538,엘리멘트 조립체 등 26항목 구매(처통합),육군군수사령부
17539,면봉 소화기청소용 등 11항목 구매(처통합),육군군수사령부
17540,망원경 엘보형 2항목 제조(방사능함유 총포),육군군수사령부
17541,망원경 엘보형 2항목 제조(방사능함유 총포),육군군수사령부
17542,셀 십자선용 등 16항목 제조(방사능함유 처통합),육군군수사령부
17543,셀 십자선용 등 16항목 제조(방사능함유 처통합),육군군수사령부
17544,패킹재료 등 274항목 제조(처통합),육군군수사령부
17545,패킹재료 등 274항목 제조(처통합),육군군수사령부
17550,프레스  유압식 등 52항목 구매(물자),육군군수사령부
17553,K55자주포 디스크등10종구매,제2879부대
17554,K55자주포 디스크등10종구매,제2879부대
17555,방공 고속장비 구매(주장비 1대 등 4종),제7821부대
17556,방공 고속장비 구매(주장비 1대 등 4종),제7821부대
17557,유량계 카운터 등 219종,제9918부대
17558,수저세트 등 260종(11월),제9918부대
17559,Under frame ass'y 등 6종,제5738부대
17560,Under frame ass'y 등 6종,제5738부대
17561,BELT 등 21품목 구매,연평부대
17562,BELT 등 21품목 구매,연평부대
17563,윤활방청제 등 172품목,해군제1정비대대
17564,반대탭 세트 등 110품목,해군제1정비대대
17566,17-출타용 가방 제조,국군재정관리단
17567,예초기 부품 등 18품목 구매,연평부대
17568,콘센트릭 밸브 4단용 등 7종,해군군수사령부
17569,17-2차 정기도서 구매,육군본부
17570,보온대 구매,국군재정관리단
17571,정보교 교육용 초경량 비행장치 무인 멀티콥터 구매,제7군단
17572,17-3차 정밀측정장비(광심선융착접속기 등 2종)구매,국군지휘통신사령부
17573,17년 사이버 교육훈련체계 구축사업 등 3건 통합리스,국군재정관리단
17574,관급자재(자동제어장치) 제조 설치,국군재정관리단
17575,소형전술차량 2차양산(일반공구류/정비장비),방위사업청
17576,GPS 중계기 2종 구매,제20전투비행단
17577,17년 보온대 구매,제6685부대
17578,전력설비 개선(냉난방기) 구매설치,국군재정관리단
17579,17년 물류취급물자(수동리프트) 구매,제6335부대
17580,항공안전단 CBT실 PC 도입사업 리스,공군항공안전단
17581,항공안전단 CBT실 PC 도입사업 리스,공군항공안전단
17586,법무실 전산운영용품 구매,육군본부
17587,2018년 국내 / 국외 잡지(간행물) 구매,국방대학교
17588,체력단련장 코스관리자재 농약 구매,특수전사령부
17589,복지대대 - 장교식당 식자재 구매,공군제15특수임무비행단
17590,액화석유가스,공군교육사령부
17592,에이스가든 식자재(생가지외 320품목),공군제17전투비행단
17594,방수포 등 3항목 제조(기장),육군군수사령부
17595,방수포 등 3항목 제조(기장),육군군수사령부
17596,호스 비금속제 등 96항목 제조(기장),육군군수사령부
17597,힌지 T-자 관용 등 2항목 제조(기장),육군군수사령부
17598,발판 차량용 등 10항목 제조(기장),육군군수사령부
17599,인청동봉등26종구매,제2879부대
17600,크립고무밴드등80종구매,제2879부대
17601,크립고무밴드등80종구매,제2879부대
17602,마봉강등79종구매,제2879부대
17608,빙과류(컵형),제7789부대
17609,빙과류(콘형),제7789부대
17611,빙과류(팩형),제7789부대
17615,후반기 전산운영용품,국군재정관리단
17616,토너 등 소모품 구매,국군재정관리단
17617,오일필터 등 139종,제7001부대
17619,판 금속제 등 9종,해군제2수리창
17620,공사물자(에어컨 냉매 등 00종) 구매,제7789부대
17621,상용품(방무복 등 00종) 구매,제7789부대
17622,상용품(상용무전기) 구매,제7789부대
17623,장비운영소모품 수시품목 구매,국군수도병원
17624,고압세척기 등 312종 구매,해군제3함대사령부
17625,항공기 정비 툴 킷 등 8종,해군제3함대사령부
