,입찰공고명,공고기관명
35355,작업대 등 31항목 구매(기일공구),육군군수사령부
35356,배유장치 등 70항목 구매(기일공구),육군군수사령부
35357,마그네틱 클러치 등 61항목 제조(생산능력 궤도),육군군수사령부
35358,다중계기(10MHz) 3set 구매,해군군수사령부
35360,베어링 롤러 등 60항목 제조(생산능력 궤도),육군군수사령부
35361,베어링 롤러 등 60항목 제조(생산능력 궤도),육군군수사령부
35362,탑재용 초단파송수신기 5set 구매,해군군수사령부
35363,[21-0026]탐색용 열화상 카메라 구매,공군제17전투비행단
35364,전원공급기,공군군수사령부
35365,발칸 핀등5종 구매,제2879부대
35366,21년 원격사격통제체계 부품(구매),방위사업청
35367,21년 원격사격통제체계 부품(구매),방위사업청
35368,21년 천마 수리부속류(덮개 등_구매),방위사업청
35369,자동에어릴 등 3항목 구매(항공공구),육군군수사령부
35370,하네스류,방위사업청
35371,기능시험용 자재(모의화학작용제 탐지지) 구매,육군 제3808부대
35372,기능시험용 자재(모의화학작용제 탐지지) 구매,육군 제3808부대
35373,21-연료탱크 가스제거기 구매,국군재정관리단
35374,혼  신호용 등 4종 구매,해군군수사령부
35375,21-덕-헬기위치추적 체계 단말기 구매 설치,제9691부대
35376,(216091-D)육군 수첩표지 등 2종 제조(납품),국군재정관리단
35377,21년 1차 재생토너 구매,국군의무사령부
35378,21년 1차 재생토너 구매,국군의무사령부
35379,21년 1차 재생토너 구매,국군의무사령부
35380,충전 임팩렌치 등 10항목 구매(궤도공구),육군군수사령부
35381,잠수펌프 7EA 제조,국군재정관리단
35382,컴퓨터(함내지휘통신체계용)  디지털형 구매,해군군수사령부
35383,디스플레이 유닛 등 3종(PKG 지휘 및 무장통제체계용),방위사업청
35384,디스플레이 유닛 등 3종(PKG 지휘 및 무장통제체계용),방위사업청
35385,(216087-E)155밀리 고폭탄용 파렛트 등 5종 제조,국군재정관리단
35386,통합전화기(제조),방위사업청
35387,통합전화기(제조),방위사업청
35388,청렴검사실 등 3종,공군군수사령부
35389,21년 소화기(총류) 부품류(구매),방위사업청
35390,21년 소화기(총류) 부품류(구매),방위사업청
35391,윈드실드(2510-700-5417),방위사업청
35392,(217085-C)인쇄회로기판(PCB) 정밀정비용장비 3종구매,국군재정관리단
35393,밸브 글로브형 등 5종 구매,해군군수사령부
35394,복사용지 등 255품목 구매,연평부대
35395,모바일 상품권 구매,국방부유해발굴감식단
35396,부품제작 소요자재 마봉강등13종 구매,제2879부대
35398,연료탱크 등 2종 제조,공군군수사령부
35399,21-공-전기식 금속 결함 탐지기 구매,국군재정관리단
35400,취사기  트레일러탑재식(800명분) 및 수리부속류,방위사업청
35401,렌치 스패너용 등 68항목 구매(특무공구),육군군수사령부
35404,고정기  조립체  전기 접촉 브러쉬용 등 8종 구매,해군군수사령부
35405,오수처리장치,방위사업청
35406,21년 항공화력시뮬레이터 제조납품,특수전사령부
35407,피탄방지안경 고글 1항목 제조(피복물자),육군군수사령부
35408,체인톱 등 12항목 구매(기일공구),육군군수사령부
35409,K9 현수장치 보틀 유압식 분해장비개발 소요자재 구매,제2879부대
35410,K55자주포 개스킷세트 구매,제2879부대
35411,회로카드 조립체 등 7항목 구매(궤도),육군군수사령부
35412,부호기 조립체 1종 구매,해군군수사령부
35413,21-항공장비  이동형  공기 조절기 1종 구매 조달,국군재정관리단
35414,실내 청소차 구매,육군군수사령부
35415,공기청정기 필터 5종 제조·구매(21-039),공군제15특수임무비행단
35416,공마대 등 2품목 제조 구매,제9196부대
35417,공마대 등 2품목 제조 구매,제9196부대
35418,필터 엘리먼트 유체용 등 5종 구매,해군군수사령부
35419,필터 엘리먼트 유체용 등 5종 구매,해군군수사령부
35420,K200장갑차 노즐고정기조립체등9종 구매,제2879부대
35421,K200장갑차 노즐고정기조립체등9종 구매,제2879부대
35422,21-정밀측정장비  시뮬레이터  레이더신호기용 1종,국군재정관리단
35423,액상황산알루미늄 등 9품목 구매,제2879부대
35424,함정용 풍향풍속계,방위사업청
35425,함정용 풍향풍속계,방위사업청
35426,함정용 풍향풍속계,방위사업청
35427,21년 취사기구(2-2차) 구매,제9965부대
35428,연결기 플러그형 전기용 등 77항목 구매(특무),육군군수사령부
35429,연결기 플러그형 전기용 등 77항목 구매(특무),육군군수사령부
35430,제초제 등 5항목 구매(물자),육군군수사령부
35431,실린더 조립체 평형기용,방위사업청
35432,(217100-F)스마트폰앱 분석체계 구축,국군재정관리단
35434,21-1차 정비용 장비 부품 구매,제2879부대
35435,보호용 먼지 및 습기 방지용 등 2항목 제조(총포),육군군수사령부
35436,LPG,국군의무사령부
35437,가우징용접기 1품목 구매,해군군수사령부
35439,계수기 전자식 숫자판독식,공군군수사령부
35441,21-공-전화기용 케이블 등 12종 구매,국군재정관리단
35442,21년 변압기 펄스용(레이더용)(제조),방위사업청
35443,21년 변압기 펄스용(레이더용)(제조),방위사업청
35444,밸브류,방위사업청
35445,밸브류,방위사업청
35447,21-공-가스크로마토그래피 등 2종 구매,국군재정관리단
35448,리코일 스타터 등 261품목 구매구매,연평부대
35449,청력계 임피던스용 1종 구매,해군군수사령부
35450,램프 전계발광 판용 1종 구매,해군군수사령부
35451,반자동식부교 부품(제조),방위사업청
35452,K200장갑차 전지상자 구매,제2879부대
35453,바퀴  고형고무타이어용,방위사업청
35454,K계열 궤도장비 부품류,방위사업청
35455,00함 엔진 윤활유 1종 구매,해군군수사령부
35456,00함 엔진 윤활유 1종 구매,해군군수사령부
35458,LPG,제6335부대
35459,가열기조립체류,방위사업청
35460,(K)F-16 DVDS 외주정비,공군군수사령부
35463,21-X선 장치  방사선 사진용  산업용 1종 구매,국군재정관리단
35464,21-X선 장치  방사선 사진용  산업용 1종 구매,국군재정관리단
35466,전원공급기 무정전식 1종 구매,해군군수사령부
35467,(216032-D)체력단련장 코스관리용 농약 구매(납품)-9,국군재정관리단
35468,보장구(앵클서포트 등 52종) 구매,국군대전병원
35470,항-21-006 전산화단층촬영기(수정),공군사관학교
35471,친환경 소화제 1항목 구매(화생방 물자),육군군수사령부
35472,방사능 측정기 1항목 구매,육군군수사령부
35473,방사능 측정기 1항목 구매,육군군수사령부
35476,압축기 냉동용,방위사업청
35479,2021년 기구용 고압가스-에탄올 구매,제9912부대
35481,윤활유 이송펌프 4.4GPM 1종 제조,해군군수사령부
35482,영내자 증식,육군사관학교
35484,21년 기타유지물자 1차(에어컨  냉난방기) 구매,제9965부대
35485,전기 히터 등 2종 구매,해군군수사령부
35486,21년도 1학기 생도 교과서 구매,공군사관학교
35488,K계열전차 전기장치 부품류(제조 일반),방위사업청
35489,연장기  경고등용,방위사업청
35490,플렌지류,방위사업청
35491,플렌지류,방위사업청
35494,호로대,방위사업청
35495,운고측정 장비,방위사업청
35498,축압기 충진키트 등 9항목 제조(궤도공구),육군군수사령부
35499,튜브구리스 등 153품목 구매(95),해군제1정비대대
35502,열상장비(TAS-815K) 수리부속(구매)(C),방위사업청
35503,광학장비부품류(지명),방위사업청
35504,(긴급) 제어기 전동기용 1종,해군군수사령부
35505,무릎보호대 등 593품목 구매,제9196부대
35506,(긴급) 분무팁 노즐 연료 분사기용 등 3종 구매,해군군수사령부
35507,스크램블 에그,해군군수사령부
35508,자동소화장치류,방위사업청
35509,밸브 조립체  차단용 등 4종 구매,해군군수사령부
35511,PRC-96K부품(구매),방위사업청
35512,전압계 1set 구매,해군군수사령부
35513,전압계 1set 구매,해군군수사령부
35514,임펠러 등 3항목 제조(생산능력 궤도),육군군수사령부
35515,축 어깨형 등 5항목 제조(생산능력 궤도),육군군수사령부
35516,(긴급) 열 과 연기 감지기 등 4종,해군군수사령부
35517,AIP 산소 냉각된액체,해군군수사령부
35520,백 섬유제(휴대주머니) 등 9항목 구매(총포),육군군수사령부
35521,나사 기계용 등 125항목 구매(총포),육군군수사령부
35522,K55자주포 연결기등9종 구매,제2879부대
35523,시일 조립체 굴대용 용수철 부하식,방위사업청
35524,(긴급) 가이드 밸브 스템용 등 5종,해군군수사령부
35526,부품제작자재 파운데이션시트등11종 구매,제2879부대
35527,탐지3호용 수리부속,방위사업청
35528,냉난방기(TPS-830K용),방위사업청
35529,냉난방기(TPS-830K용),방위사업청
35530,냉난방기(TPS-830K용),방위사업청
35534,21-46 열화상카메라 설치납품,공군제10전투비행단
35535,21-마트용 종이봉투 제조(2110011-C),국군재정관리단
35536,21-마트용 종이봉투 제조(2110011-C),국군재정관리단
35537,21-전등 유니트 휴대용 1종 구매,국군재정관리단
35538,21-신호기 숫자1(4호)등 172품목,국군재정관리단
35539,함상복용 포제약장 등 29종 구매,해군군수사령부
35540,[21-방공관제사-15]00전대 SBC보드 등 2품목 제조구매,공군방공관제사령부
35541,[21-방공관제사-15]00전대 SBC보드 등 2품목 제조구매,공군방공관제사령부
35542,21-해-기기급수공급펌프 4대 제조,국군재정관리단
35544,홋줄보호대(소) 등 3종 제조,해군군수사령부
35545,(216130-D)이동식자동영상속도측정기 구매(납품),국군재정관리단
35546,저고도레이더 부품(구매),방위사업청
35547,K9자주포 베어링등14종 구매,제2879부대
35548,(216071-E)스캐너 구매,국군재정관리단
35549,챔버 예비연소용(제조 일반),방위사업청
35550,통신용 쉘터 수리부속,방위사업청
35552,헤드랜턴 1항목 구매(물자),육군군수사령부
35554,구동축 등 4품목 구매(21067),해군제1정비대대
35555,진단키트 생물학무기용,방위사업청
35556,상륙돌격장갑차 유지부품(구매),방위사업청
35558,21년 발칸 포가부 부품(제조),방위사업청
35559,21년 발칸 포가부 부품(제조),방위사업청
35560,21년 발칸 포가부 부품(제조),방위사업청
35561,결속가락지 2종 구매,해군군수사령부
35562,(긴급) 부석제거 및 깎기공구 전기식 등 2종 구매,해군군수사령부
35563,(긴급) 디스플레이 유닛 1종 구매,해군군수사령부
35564,(긴급) 디스플레이 유닛 등 2종 구매,해군군수사령부
35565,분광광도계 1종 구매,해군군수사령부
35566,21 수공구  자동차정비 공구세트 1종 구매,국군재정관리단
35567,트레일러  탄약적재 운송용,방위사업청
35568,트레일러  탄약적재 운송용,방위사업청
35569,트레일러  탄약적재 운송용,방위사업청
35571,배럴 로드 셋 등 2종,방위사업청
35572,21-공군 체력단련장 농약 구매(219003-C),국군재정관리단
35573,21-덕-LED전광판 제조 설치,제9691부대
35574,K55자주포 기어세트 구매,제2879부대
35575,21-덕-SPIKE 해상사격표적기 제조 설치,제9691부대
35578,전장순환훈련용 더미 구매,제1989부대
35579,취사기  트레일러 탑재식(400명분) 및 수리부속류,방위사업청
35580,`21년 일반장비(플로터) 구매,제9965부대
35581,렌치 등 53항목 구매(특무공구),육군군수사령부
35582,21-NTS 체계 성능개선(218009-A),국군재정관리단
35583,U-볼트 등 29품목 구매(40 44 53),해군제1정비대대
35584,대포병탐지레이터-II 관급장비(쉘터 2종),방위사업청
35585,대포병탐지레이터-II 관급장비(쉘터 2종),방위사업청
35586,대포병탐지레이터-II 관급장비(쉘터 2종),방위사업청
35587,대포병탐지레이터-II 관급장비(쉘터 2종),방위사업청
35588,대포병탐지레이터-II 관급장비(쉘터 2종),방위사업청
35589,무전기세트 집적회로등39종 구매,제2879부대
35590,방수포 등 3항목 구매(특무),육군군수사령부
35591,배선장치 엔진용 등 15항목 구매(일장),육군군수사령부
35592,절연체 열차단용 차량용 등 66항목 구매(일장),육군군수사령부
35593,잠수함(SS-II) 통신마스트 유압실린더 정비,해군군수사령부
35594,링  지지용 등 7종 구매,해군군수사령부
35595,땜질 합금  은제 등 8품목 구매(21076),해군제1정비대대
35596,21년 공군 비축/치장 포장박스 5종 제조,국군재정관리단
35597,부품제작자재 고무로프등38종 구매,제2879부대
35598,(217135-D)정밀측정장비(에러측정기 등 6종)구매,국군재정관리단
35599,방진화,공군군수사령부
35600,K55자주포 절연체 3종 구매,제2879부대
35601,장전봉 포용 장전식 등 7항목 제조(총포),육군군수사령부
35602,장전봉 포용 장전식 등 7항목 제조(총포),육군군수사령부
35603,라이너 등 64항목 제조(총포),육군군수사령부
35604,[무기고탄약고 출입통제시스템 부품] 전지 축전지 4종,공군군수사령부
35605,파이프  금속제 등 63품목 구매(54 55 56 58 63 64),해군제1정비대대
35607,통합로그관리시스템 구축사업,국군재정관리단
35608,와셔 등 31항목 제조(총포),육군군수사령부
35609,와셔 등 31항목 제조(총포),육군군수사령부
35610,쉘타  비전개식(2½사격지휘차용),방위사업청
35612,발생기  신호용 2set 구매,해군군수사령부
35613,발생기  신호용 2set 구매,해군군수사령부
35614,(긴급) 스위치 회전식 1종,해군군수사령부
35615,(긴급) 패킹 성형식 등 8종 구매,해군군수사령부
35616,(긴급) 밸브 역류방지용 등 15종 구매,해군군수사령부
35617,고압호스(전차),방위사업청
35618,(긴급) 밸브 앵글형 등 14종,해군군수사령부
35619,(긴급) 밸브 선형 방향 제어용1종 구매,해군군수사령부
35620,(긴급) 밸브 선형 방향 제어용1종 구매,해군군수사령부
35621,인체제독용물자세트 수리부속(제조),방위사업청
35622,21-5차 정비용 장비 부품 구매,제2879부대
35623,21-광학 판독기 자료입력용 1종 구매,국군재정관리단
35624,TICN용 2차전지 모듈,방위사업청
35625,TICN용 2차전지 모듈,방위사업청
35628,21년 스테이브 조립체(제조),방위사업청
35629,21년 스테이브 조립체(제조),방위사업청
35632,동명부대 CPR 포켓마스크 1항목 구매,육군군수사령부
35633,육군용사상 표창장(상장용지3종) 제조납품,육군인사사령부
35634,고압호스류,방위사업청
35635,뽑게 등 61항목 구매(기일공구),육군군수사령부
35636,21년 화공가스 구매 및 용기검사,제2167부대
35637,21년 화공가스 구매 및 용기검사,제2167부대
35638,21년 수입솔류,방위사업청
35639,밴딩머신  유압식 구매,제2879부대
35640,국방대학교 국내 도서 832종 구매,국방대학교
35641,군사경찰 헬멧,공군군수사령부
35646,3000시리즈용 필터/ 정화통 등 179종,해군군수사령부
35647,가속도계 1항목 구매(자주포),육군군수사령부
35648,계전기 조립체 등 12항목 구매(자주포),육군군수사령부
35649,계전기 조립체 등 12항목 구매(자주포),육군군수사령부
35650,스위치 토글식 등 51항목 구매(자주포),육군군수사령부
35651,볼 베어링용 등 43항목 구매(자주포),육군군수사령부
35652,벙어리장갑 내열용 등 5항목 구매(총포),육군군수사령부
35653,[이동식기상관측장비 부품] 풍향풍속센서 등 3종,공군군수사령부
35654,화생방 보호의 가방,공군군수사령부
35655,탐조등 안정기 투광조명등용 등 1항목 구매(일장),육군군수사령부
35656,등 선박항해용 등 10항목 구매(일장),육군군수사령부
35657,배출펌프 1종 구매,해군군수사령부
35658,배출펌프 1종 구매,해군군수사령부
35659,필터엘리먼트 공기조절기용 등 3종 구매,해군군수사령부
35660,떡  케이크,육군 52보병사단
35661,(긴급) 밸브 조립체 다기관용 1종 구매,해군군수사령부
35663,추  평형용 등 33항목 구매,육군군수사령부
35664,추  평형용 등 33항목 구매,육군군수사령부
35665,(216030-F)체력단련장 코스관리용 비료구매,국군재정관리단
35667,베어링류 슬리브형,방위사업청
35668,21년 오리콘 부품(방아쇠조립체 등),방위사업청
35669,21년 오리콘 부품(방아쇠조립체 등),방위사업청
35670,21-공-헬륨가스 구매,국군재정관리단
35671,21-압축기 유니트 회전식 1종 구매,국군재정관리단
35672,21-이충무공 관련 중요 유물 복제품 제조,국군재정관리단
35673,방수콘텍터 등 196품목 구매,제9196부대
35675,캠판 격발장치용 등 10항목 제조(생산능력 자주포),육군군수사령부
35676,캠판 격발장치용 등 10항목 제조(생산능력 자주포),육군군수사령부
35677,집초기 등 2종,공군군수사령부
35678,위장망체계 지지대세트류,방위사업청
35679,인젝터 등 32종 구매,해군군수사령부
35680,조절기 백 등 7종 구매,해군군수사령부
35681,21-9차 정비용 장비 부품 구매,제2879부대
35682,21년 천마 전동기 정비,방위사업청
35683,정비공정 촬영도구  분석SW 구매,제2879부대
35684,정비공정 촬영도구  분석SW 구매,제2879부대
35685,정비공정 촬영도구  분석SW 구매,제2879부대
35686,고무판 등 12종 구매,해군군수사령부
35687,축전식 전지(밀폐형),방위사업청
35688,축전식 전지(밀폐형),방위사업청
35689,열상장비 변압기등9종 구매,제2879부대
35690,열상장비 변압기등9종 구매,제2879부대
35691,(기동) 다목적전술차 해치등 94종구매,제2879부대
35692,윈드와샤물통 등 55종,공군군수사령부
35693,K1전차 케이블조립체 15종 구매,제2879부대
35700,저항기  무선주파수 부하용 3set 구매,해군군수사령부
35701,저항기  무선주파수 부하용 3set 구매,해군군수사령부
35702,LPG,국군의무사령부
35703,오실로스코프 등 2항목 구매(항공),육군군수사령부
35704,21년 이발소 이발기계 등 94종,계룡대근무지원단
35705,(기동) 5톤차량 소음기 구매,제2879부대
35706,(기동) 5톤차량 소음기 구매,제2879부대
35707,21년 발칸 게이지/스위치류,방위사업청
35708,21년 발칸 게이지/스위치류,방위사업청
35709,킷트  소모성 등 2종 구매,해군군수사령부
35710,킷트  소모성 등 2종 구매,해군군수사령부
35711,(216214-D)헬륨가스 구매(납품),국군재정관리단
35713,부품제작 소요자재 늄합금봉등54종 구매,제2879부대
35714,다기관 흡입용 등 23항목 제조(생산능력  일장),육군군수사령부
35717,정수장비부품(물탱크류),방위사업청
35718,21-해-입영장병 명찰(클립형) 제조납품,국군재정관리단
35719,(긴급) 유량계(8) 1종 구매,해군군수사령부
35721,보조전원공급기(30mm차륜형대공포용),방위사업청
35722,보조전원공급기(30mm차륜형대공포용),방위사업청
35723,보조전원공급기(30mm차륜형대공포용),방위사업청
35724,보조전원공급기(30mm차륜형대공포용),방위사업청
35725,발생기  펄스용 2set 구매,해군군수사령부
35726,21-해군 표면경화기 구매,국군재정관리단
35728,K1전차 연마지 3종 구매,제2879부대
35730,(일장) 교량가설단정 케이블 구매,제2879부대
35731,(일장) 교량가설단정 케이블 구매,제2879부대
35733,항-21-006 전산화단층촬영기(재),공군사관학교
35734,항공기 견인차(4 000 LBS),방위사업청
35735,캐비닛 공구용 등 28항목 구매(궤도공구),육군군수사령부
35736,전동기  교류용 등 3종 구매,해군군수사령부
35737,K9자주포 케이지섹터등4종 구매,제2879부대
35738,K9자주포 시일등6종 구매,제2879부대
35739,다목적굴착기 피스톤 펌프 등 1항목 구매(일장),육군군수사령부
35740,21-해-야전앰프 구매,국군재정관리단
35741,21- 타이어 탈착기 등 4종 구매,국군재정관리단
35742,K200장갑차 개스킷등15종 구매,제2879부대
35744,냉난방기(대포병탐지레이더-II쉘터용),방위사업청
35745,냉난방기(대포병탐지레이더-II쉘터용),방위사업청
35746,21-해-연료유 이송펌프(100GPM) 4대 제조,국군재정관리단
35747,충전햄머드릴 등 3항목 구매(궤도공구),육군군수사령부
35748,(긴급)엘보 보스용 등 8종,해군군수사령부
35749,고무탄 권총 등 2종 구매,육군본부
35750,고무탄 권총 등 2종 구매,육군본부
35751,편조  전선용 등 46항목 구매(특무),육군군수사령부
35752,편조  전선용 등 46항목 구매(특무),육군군수사령부
35753,오-링 등 21항목 구매(특무),육군군수사령부
35754,발전기 및 발전기 부품류,방위사업청
35755,배선장치  갈래형,공군군수사령부
35756,배선장치  갈래형,공군군수사령부
35757,와셔 평면형 등 515항목 제조(궤도),육군군수사령부
35758,와셔 평면형 등 515항목 제조(궤도),육군군수사령부
35759,K-1 전차 엔진부품류(제조),방위사업청
35760,스파이더체계 수리부속(구매),방위사업청
35761,기술교범 인쇄 및 바인더(K56 4차양산),방위사업청
35762,기술교범 인쇄 및 바인더(K56 4차양산),방위사업청
35763,(217117-B)사이버 침해사고 조사도구(HW) 구매,국군재정관리단
35764,고정식 진술녹화시스템 등 2종 구매설치,육군본부
35765,21년 구명식량 구매,해군군수사령부
35766,K9자주포 포신 포미장치부품류(제조),방위사업청
35767,빨간마후라 목티 등 7종,공군군수사령부
35768,함상복용 휘장 등 2품목 구매,해군군수사령부
35769,21년 F-5 구성품(요크 및 쉴드조립체) 정비,방위사업청
35770,회로카드제작자재 주제어반부품키트 구매,제2879부대
35771,렌치 오픈엔드형 등 52항목 구매(특무공구),육군군수사령부
35772,21-국-소형 살수차(조경용) 1대 개조 납품,국군재정관리단
35773,낙하산 및 수리부속,방위사업청
35774,낙하산 및 수리부속,방위사업청
35775,K9자주포 궤도 고무제거 정비,육군군수사령부
35776,K9자주포 궤도 고무제거 정비,육군군수사령부
35777,K77지휘장갑차 궤도 고무제거 정비,육군군수사령부
35778,K77지휘장갑차 궤도 고무제거 정비,육군군수사령부
35779,(217040-C) 근육견인테이프 등 148종 구매,국군재정관리단
35780,(216031-C) 체력단련장 락카비품 구매,국군재정관리단
35782,전차궤도접착제1차용 등 2종 구매,제2879부대
35783,전차궤도접착제1차용 등 2종 구매,제2879부대
35784,베어링하프 세트 슬리브용 등 7항목 구매(궤도),육군군수사령부
35785,베어링하프 세트 슬리브용 등 7항목 구매(궤도),육군군수사령부
35786,로프 와이어제 등 21항목 구매(궤도),육군군수사령부
35787,로프 와이어제 등 21항목 구매(궤도),육군군수사령부
35788,궤도부품류(클러치 조립체 등),방위사업청
35789,휀다(기동),방위사업청
35790,(216076-D)방폭담요 구매(납품),국군재정관리단
35791,커플링  소화호스용 등 6종 제조,해군군수사령부
35792,커플링  소화호스용 등 6종 제조,해군군수사령부
35793,해머 수동식 등 74항목 구매(기일공구),육군군수사령부
35794,155MM곡사포 십자선 2종 구매,제2879부대
35795,21년 측지기  전자식 거리측정용,방위사업청
35796,21년 측지기  전자식 거리측정용,방위사업청
35797,씰조립체,방위사업청
35798,전지  축전식 등 17종 구매,해군군수사령부
35799,전원공급기 3EA 구매,해군군수사령부
35800,감속기 조립체 1종 구매,해군군수사령부
35801,계전기 및 배선장치류,방위사업청
35802,허브 드럼류,방위사업청
35803,21-해상용 패스트 로프셋 1종 구매,국군재정관리단
35808,(긴급) 밸브 글로브형 등 8종 구매,해군군수사령부
35810,(일장) 장갑전투도자 축등 2종구매,제2879부대
35811,[시동기 발전용 부품] 제어장치 판넬 등 7종,공군군수사령부
35812,[시동기 발전용 부품] 제어장치 판넬 등 7종,공군군수사령부
35813,필터엘리먼트 흡입공기 정화기용 등 2종 구매,해군군수사령부
35814,철사각관 등 49종,공군군수사령부
35815,철사각관 등 49종,공군군수사령부
35816,전력계 등 2종 구매,해군군수사령부
35817,패킹 성형식 등 26항목 구매(자주포),육군군수사령부
35818,투광조명등조립체 1종 구매,해군군수사령부
35819,21-공군 부대비품(장의자 등 4종 제조),국군재정관리단
35820,정부문서파일 등 338품목 구매(21047),해군제1정비대대
35821,K21장갑차 기어축 구매,제2879부대
35822,전장순환식 훈련용 더미 구매,제5군단사령부
35823,(긴급) 팁 등 4종 구매,해군군수사령부
35824,(긴급) 윈치 드럼형 동력작동식 1종 구매,해군군수사령부
35825,밸브 체크형 등 7항목 제조(기장),육군군수사령부
35826,자주포 하우징류,방위사업청
35827,자주포 하우징류,방위사업청
35828,21-002 영내자증식(떡),공군교육사령부
35829,공기청정기 필터 2종 구매,공군제11전투비행단
35830,풀 트레일러 제조,공군군수사령부
35831,21년 소화기멜빵류,방위사업청
35832,성능개량 위치보고접속장치 수리부속,방위사업청
35833,통신정비 수리부속 덮개등10종 구매,제2879부대
35834,통신정비 수리부속 덮개등10종 구매,제2879부대
35836,오링 및 개스킷류,방위사업청
35837,오링 및 개스킷류,방위사업청
35839,21년 공기청정기 필터 구매,제9965부대
35840,21년 폭염대비 장비 및 물자,제8기동사단
35841,공기청정기 필터 구매,제5738부대
35842,개스킷 등 70항목 제조(자주포),육군군수사령부
35843,개스킷 등 70항목 제조(자주포),육군군수사령부
35844,회로카드 조립체 등 5항목 제조(생산능력 궤도),육군군수사령부
35845,회로카드 조립체 등 5항목 제조(생산능력 궤도),육군군수사령부
35846,개스킷 세트 등 61항목 제조(궤도),육군군수사령부
35847,21-오실로스코프 3종 구매,국군재정관리단
35848,장갑전투도자 티이 등 13항목 구매(일장),육군군수사령부
35849,엘보우류,방위사업청
35850,엘보우류,방위사업청
35851,21-해군 교환기 교체사업(218003-A),국군재정관리단
35852,녹음기  음향용 등 4종 구매,해군군수사령부
35853,(217096-D)자동염기서열 분석기 등 2종 구(납품),국군재정관리단
35854,기상정보수신장비 10SET 구매,해군군수사령부
35855,(216079-C)군사경찰 피복(반조봉 등 10종) 구매,국군재정관리단
35856,(216090-C) 군사경찰 피복(형광우의 등 2종) 제조,국군재정관리단
35857,분무기 등 9항목 구매(항공공구),육군군수사령부
35860,21-03-102 텀블러 1 품목,공군교육사령부
35861,K1전차 코일등2종 구매,제2879부대
35865,21-수중 어택보드 등 4종 구매,국군재정관리단
35866,베어링 롤러식 니들형 등 28항목 구매(일장),육군군수사령부
35867,베어링 롤러식 니들형 등 28항목 구매(일장),육군군수사령부
35868,다이오드식 방열판 등 32항목 구매(일장),육군군수사령부
35869,다이오드식 방열판 등 32항목 구매(일장),육군군수사령부
35870,(216037-E)육군 군기 11종 제조,국군재정관리단
35871,봉합재 등 118항목 구매(일장),육군군수사령부
35872,봉합재 등 118항목 구매(일장),육군군수사령부
35873,장갑차 부품,방위사업청
35874,집적회로 디지털형 등 62항목 구매(총포),육군군수사령부
35875,충전기 전지용 등 4항목 구매(총포),육군군수사령부
35876,상자 운반용 등 2항목 구매(총포),육군군수사령부
35877,상자 운반용 등 2항목 구매(총포),육군군수사령부
35878,공기 정화기  흡입용 등 7종 구매,해군군수사령부
35879,공기 정화기  흡입용 등 7종 구매,해군군수사령부
35882,레버 정지조종용 등 58항목 제조(생산능력  일장),육군군수사령부
35883,레버 정지조종용 등 58항목 제조(생산능력  일장),육군군수사령부
35885,쌈지  직물 등 12항목 구매(일장),육군군수사령부
35886,쌈지  직물 등 12항목 구매(일장),육군군수사령부
35887,클램프 루프형 등 55항목 구매(일장),육군군수사령부
35888,클램프 루프형 등 55항목 구매(일장),육군군수사령부
35889,탐조등 문 조립체 등 4항목 구매(일장),육군군수사령부
35890,탐조등 문 조립체 등 4항목 구매(일장),육군군수사령부
35891,포제계급장 및 병과휘장류,공군군수사령부
35892,포제계급장 및 병과휘장류,공군군수사령부
35894,케이블 및 배선장치류,방위사업청
35895,튜브 엘보우 등 47항목 구매(일장),육군군수사령부
35896,튜브 엘보우 등 47항목 구매(일장),육군군수사령부
35897,방향제어 선형밸브용 등 5항목 제조(생산능력 자주포),육군군수사령부
35898,방향제어 선형밸브용 등 5항목 제조(생산능력 자주포),육군군수사령부
35899,장갑전투도자 티이 등 13항목 구매(일장),육군군수사령부
35900,지뢰탐지기 케이스 송수화기용 등 8항목 구매(일장),육군군수사령부
35901,지뢰탐지기 케이스 송수화기용 등 8항목 구매(일장),육군군수사령부
35902,선체균열검사기,국군재정관리단
35903,선체균열검사기,국군재정관리단
35904,자동차광용접맨보호판 등 12종 구매,제2879부대
35906,K1전차 하우징 구매,제2879부대
35907,(육성)서바이벌 장비 구매,제1989부대
35909,어뢰회수용 보트,방위사업청
35910,밀링머신,공군군수사령부
35911,(217002-F)보장구 69종 구매,국군재정관리단
35912,바니쉬 등 15품목 구매(21027),해군제1정비대대
35913,K200장갑차 봉합재등24종 구매,제2879부대
35914,K200장갑차 베어링등6종 구매,제2879부대
35917,타이어체인,방위사업청
35918,21년 155밀리 모의적재훈련탄 등,방위사업청
35919,오일 펜스 1항목 구매(일물),육군군수사령부
35920,(긴급) 나사-가열기 1종 구매,해군군수사령부
35921,다목적굴착기 좌석 차량용 등 4항목 구매(일장),육군군수사령부
35922,다목적굴착기 좌석 차량용 등 4항목 구매(일장),육군군수사령부
35923,피스톤 내연기관용 등 2항목 구매(일장),육군군수사령부
35924,[무장장착장비 부품] 튜브조립체 등 71종,공군군수사령부
35925,생물학정찰차 탐지물자,방위사업청
35926,초자류,방위사업청
35927,초자류,방위사업청
35928,21년 정비취사 피복 납품(취사피복),제3130부대
35929,정밀측정장비(광융착접속기 등 6종) 구매,제1989부대
35930,(217101-E)0000자동처리체계 구축,국군재정관리단
