bidID,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,개찰일시,낙찰업체코드,낙찰업체상호,대표자,업체주소,낙찰률,낙찰금액,카테고리,pick_keywords,군 분류
25225,115,LIK0012,1,4069,1,아이스크림 콘형,LIK,제2군수지원여단,2018-03-06 14:30:00,H4B2A,농가식품,정창구,충청북도 청주시 흥덕구 무심서로1099번길112-0 (원평동),88.0097,692.0,"1종, 6종",아이스크림,육군
25226,107,LIK0010,1,4043,1,식혜,LIK,제2군수지원여단,2018-03-06 14:30:00,HC415,포시즌,이자영,"서울특별시 노원구 화랑로51길24, 지하1층(공릉동)",88.0028,348.0,1종,식혜,육군
25227,70,LIK0009,1,4031,1,짜먹는발효유,LIK,제2군수지원여단,2018-03-06 14:30:00,H2AAD,주식회사 세원에프앤비,이정신,경기도 화성시 봉담읍 노루고개길22-6(당하리),88.0105,218.0,1종,발효,육군
25228,102,LIK0006,1,3978,1,탄산음료,LIK,제2군수지원여단,2018-03-06 14:30:00,I4367,정승물산,김휴,대구광역시 수성구 알파시티2로48 (시지동) 101동 1801호,88.0166,431.0,1종,음료,육군
25229,7,EGCE007,1,120,***,실린더 조립체 외 1종,EGC,함정계약팀 (구:19.09.16),2018-03-06 14:00:00,4910F,태륭산업기계,김순철,경상남도 양산시 북정공단1길 13(),88.2426,32844200.0,"2종, 9종","실린더, 조립체",국방부직할
25230,2,EGCE006,1,810,***,"필트패드,공기냉각기용",EGC,함정계약팀 (구:19.09.16),2018-03-06 14:00:00,D9580,주식회사 한강필터,조정래,경상남도 양산시 덕계서로129 (덕계동),89.0433,42010000.0,"7종, 9종","냉각기, 패드",국방부직할
25231,5,LDH0234,1,4940,***,K1전차 하부링조립체 등 2종 구매,LDH,육군종합정비창,2018-03-06 11:30:00,HE760,에스지티,김상곤,경상남도 김해시 한림면 김해대로835번길54,88.789,19522000.0,"7종, 9종","전차, 조립체",육군
25232,2,LDH0300,1,5452,***,알곤등2종구매,LDH,육군종합정비창,2018-03-06 11:30:00,B73FB,주식회사평화산소,이기열,경상남도 창원시 마산합포구 진북면 정현공단길113,94.4375,7450000.0,미분류,,육군
25233,2,LDH0299,1,5428,***,교량가설단정 스위치등3종구매,LDH,육군종합정비창,2018-03-06 11:30:00,FACEA,정원사,최정현,"경상남도 창원시 성산구 창원대로780번길23-0 (외동, 두산아파트) 505호",88.5121,1380000.0,4종,스위치,육군
25234,5,LDH0293,1,5407,***,K719부교차 U자형연결기구매,LDH,육군종합정비창,2018-03-06 11:30:00,FACEA,정원사,최정현,"경상남도 창원시 성산구 창원대로780번길23-0 (외동, 두산아파트) 505호",88.9838,4200000.0,7종,연결기,육군
25235,7,LDH0285,1,5390,***,K200장갑차 오링등8종구매,LDH,육군종합정비창,2018-03-06 11:30:00,HE760,에스지티,김상곤,경상남도 김해시 한림면 김해대로835번길54,88.2211,12103000.0,7종,K2,육군
25236,8,LDH0297,1,5377,***,장갑전투도자 윈치구매,LDH,육군종합정비창,2018-03-06 11:30:00,FB4C4,비즈드림,노재신,"경기도 부천시 원미구 상동로117번길31, 302호 일부(302-1호)(상동, 대림타운)",88.1716,40079500.0,2종,장갑,육군
25237,2,LDH0283,1,5364,***,K200하우징등4종구매,LDH,육군종합정비창,2018-03-06 11:30:00,HB064,나우통상,정평길,경상남도 창원시 진해구 용원동로320 (용원동),93.4746,25120000.0,7종,K2,육군
25238,2,LDH0270,1,5259,***,K55자주포 나사등28종구매,LDH,육군종합정비창,2018-03-06 11:30:00,BDFC7,현대정밀가스켓,이의정,부산광역시 사상구 가야대로175번길29-0 (감전동),89.7116,9500000.0,"7종, 9종","나사, 자주포",육군
25239,3,LDH0258,1,5217,***,무선접속부세트 계전기 구매,LDH,육군종합정비창,2018-03-06 11:30:00,HDFAB,주식회사 지엘엔지니어링,이재균,경기도 화성시 황계남길115-0 (황계동),88.223,7724600.0,7종,계전기,육군
25240,4,LDH0257,1,5216,***,열상장비 집적회로등4종 구매,LDH,육군종합정비창,2018-03-06 11:30:00,I5028,모아컴,이상주,서울특별시 송파구 양산로12 (거여동) 세신거여훼미리타운 303호,90.7744,2677400.0,7종,장비,육군
25241,6,LDH0256,1,5215,***,무전기세트 트랜지스터 구매,LDH,육군종합정비창,2018-03-06 11:30:00,I617F,멜프시스템즈,정다운,경기도 수원시 영통구 봉영로1612-0 (영통동) 710-41,88.4999,10774000.0,2종,무전기,육군
25242,2,LDH0255,1,5210,***,열상장비 전원공급기 구매,LDH,육군종합정비창,2018-03-06 11:30:00,I617F,멜프시스템즈,정다운,경기도 수원시 영통구 봉영로1612-0 (영통동) 710-41,88.0862,6289000.0,7종,장비,육군
25243,3,LDH0254,1,5202,***,교환기 반도체장치등68종 구매,LDH,육군종합정비창,2018-03-06 11:30:00,HB064,나우통상,정평길,경상남도 창원시 진해구 용원동로320 (용원동),93.1847,52198000.0,7종,장치,육군
25244,2,LDH0273,1,5179,***,K55자주포 호스등5종구매,LDH,육군종합정비창,2018-03-06 11:30:00,2476F,용진H&C,김인숙,부산광역시 금정구 동천로7번길 2(),88.2753,3868000.0,7종,자주포,육군
25245,4,LDH0250,1,5081,***,K9자주포 패킹등23종 구매,LDH,육군종합정비창,2018-03-06 11:30:00,HE760,에스지티,김상곤,경상남도 김해시 한림면 김해대로835번길54,88.1846,7700000.0,7종,자주포,육군
25246,6,LDH0240,1,4999,***,K1전차 나사등32종 구매,LDH,육군종합정비창,2018-03-06 11:30:00,EB989,진광사,최진욱,경상남도 김해시 진영읍 진영리1611-3 중흥s클래스 119-105,88.608,18800000.0,"4종, 7종, 9종","나사, 전차",육군
25247,5,LDH0238,1,4955,***,K1전차 우레탄호스 등 29종 구매,LDH,육군종합정비창,2018-03-06 11:30:00,HE760,에스지티,김상곤,경상남도 김해시 한림면 김해대로835번길54,88.295,17285000.0,7종,전차,육군
25248,2,LDH0236,1,4950,***,K1전차 베어링등2종 구매,LDH,육군종합정비창,2018-03-06 11:30:00,HE760,에스지티,김상곤,경상남도 김해시 한림면 김해대로835번길54,88.4168,4600000.0,"7종, 9종","베어링, 전차",육군
25249,45,HCF0012,1,3030,***,송증 및 화물명세서,HCF,공군군수사령부,2018-03-06 11:00:00,AF68C,대한정보인쇄(주),이대현,"서울특별시 영등포구 경인로82길3-4 (문래동1가) 센터플러스 1층 109,109-1",88.0181,22509970.0,미분류,,공군
25250,6,MCX0015,1,5906,***,총기보관함 제조설치납품,MCX,자운대근무지원연대,2018-03-06 11:00:00,A67BF,(주)동광시스템,이호직,경기도 고양시 일산동구 동국로335-19 (문봉동),88.0533,4358000.0,4종,제조설치,국방부직할
25251,64,SDF0019,1,6050,***,필터 엘리먼트 등 2종,SDF,제5738부대,2018-03-06 11:00:00,H4C29,세광철물,김병걸,강원도 동해시 대동로133-0 (북평동),90.3302,5193800.0,9종,필터,해군
25252,15,UAC0006,1,5978,***,시설보수용 자재 구매,UAC,국방출판지원단,2018-03-06 11:00:00,I6325,주식회사 한가람,최미선,충청남도 계룡시 두마면 왕대로108-0,88.0682,2753220.0,4종,보수,국방부직할
25253,21,LKG0032,1,5982,***,채난후 점검 조치 자재구매,LKG,육군제53보병사단,2018-03-06 11:00:00,I669E,온나라물자조달 주식회사,김미선,"부산광역시 사상구 낙동대로910, 씨-301호(감전동, 마트월드)",88.0219,32585000.0,미분류,,육군
25254,9,UMM0119,1,5866,***,18년 사무자동화장비(노트북) 도입사업(리스물건),UMM,국군재정관리단,2018-03-06 11:00:00,3188F,대신정보통신 주식회사,이재원,"광주광역시 서구 상무중앙로98, 14층 (치평동)",92.4204,1671500000.0,"10종, 2종, 7종","노트북, 사업, 장비",기타
25255,132,UMM0111,1,4957,***,18년 공군 식품작업용 그릇 등 8종 구매,UMM,국군재정관리단,2018-03-06 11:00:00,I4241,주식회사 승지산업,임태경,"경기도 평택시 진위면 진위2산단로15-20, 5층 503호",88.0022,95513804.0,1종,식품,기타
25256,142,UMM0110,1,4956,***,18년 공군 전기보온물통 등 10종 구매,UMM,국군재정관리단,2018-03-06 11:00:00,I1667,엠제이엠,김정애,대구광역시 북구 팔달로7길73 (노원동3가),87.9987,48750900.0,2종,보온,기타
25257,14,UMM0101,1,4573,***,스캐너 구매,UMM,국군재정관리단,2018-03-06 11:00:00,CEA89,주식회사 디에스,정수남,경기도 안양시 동안구 학의로282-0 (관양동) 704(금강펜테리움아이티타워),88.0492,73720000.0,미분류,,기타
25258,58,UMM0112,1,4180,***,18-비행조종장치용 시험세트 구매,UMM,국군재정관리단,2018-03-06 11:00:00,C686B,삼호케이아이티(주),유경선,"경기도 하남시 조정대로 150, 아이테코 849호(덕풍동)",88.0247,139492824.0,9종,장치용,기타
25259,3,SDF0018,1,5838,***,프린트 드럼 등 105종,SDF,제5738부대,2018-03-06 11:00:00,E037B,충성센타,박순활,경상북도 영천시 고경면 호국로 462-8(),79.7047,32486000.0,3종,드럼,해군
25260,4,SDF0017,1,5834,***,밸브소켓 등 217종,SDF,제5738부대,2018-03-06 11:00:00,B9808,제이에스테크,정차용,"경상북도 포항시 남구 상도남로11, 104동 1703호(대잠동,포항자이)",64.5033,40000000.0,4종,밸브,해군
25261,2,SDF0015,1,5809,***,벤토린흡입액 등 133종,SDF,제5738부대,2018-03-06 11:00:00,EEB17,주식회사 재현약품,배수환,"경기도 고양시 덕양구 행당로1-0 (토당동, 신명빌딩) 5층",89.4072,43820000.0,미분류,,해군
25262,5,SDF0013,1,2457,***,포방대대 전기시설 개선 발전기 제조 설치,SDF,제5738부대,2018-03-06 11:00:00,C9276,케이피브이(주),이일형,경기도 광주시 초월읍 산수로590-0,88.0849,200818000.0,"4종, 7종","발전기, 제조 설치",해군
25263,5,SCR0014,1,4912,***,음식물분쇄기 등 17종 구매,SCR,해군제3함대사령부,2018-03-06 11:00:00,E6FF9,오피스디포 목포점,정은실,전라남도 목포시 백년대로381 (옥암동),81.3765,29440000.0,미분류,,해군
25264,2,MDG0010,1,5722,***,18년 1차 재생토너 구매,MDG,국군의무사령부,2018-03-06 11:00:00,G0DDA,한국장애인정보화협회오에이사업장,이안선,인천광역시 계양구 벌말로565번길41-13 (평동),88.4168,13299630.0,2종,토너,기타
25265,234,MDG0009,1,5510,***,정비장비(엔진 테스터기 등 7품목) 구매,MDG,국군의무사령부,2018-03-06 11:00:00,H8ACE,주식회사우정상사,오지녕,"제주특별자치도 제주시 연북로21-0, 에코에비뉴 1609호",88.0001,30854900.0,9종,엔진,기타
25266,5,MDG0008,1,5509,***,전산운영소모품(캐논 프린터 잉크 등)  구매,MDG,국군의무사령부,2018-03-06 11:00:00,I57B7,모아상사,최중강,인천광역시 미추홀구 인하로129(용현동),88.5993,8691009.0,"10종, 2종","소모품, 잉크",기타
25267,85,LGP0009,1,6159,2,이온음료(영내자 및 신병증식),LGP,제1군수지원사령부,2018-03-06 11:00:00,DE986,성도교역,최계영,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",87.9962,421.0,1종,음료,육군
25268,91,LGP0009,1,6159,1,이온음료(영내자 및 신병증식),LGP,제1군수지원사령부,2018-03-06 11:00:00,F6565,주식회사 대선에프에스,백용선,경기도 광주시 오포읍 수렁개길33-36,87.9996,421.0,1종,음료,육군
25269,56,LGP0015,1,5605,1,컵스프,LGP,제1군수지원사령부,2018-03-06 11:00:00,I4367,정승물산,김휴,대구광역시 수성구 알파시티2로48 (시지동) 101동 1801호,88.0088,943.0,1종,스프,육군
25270,38,LGP0014,1,5601,1,파이형 쿠키,LGP,제1군수지원사령부,2018-03-06 11:00:00,GA542,오도유통,윤선숙,제주특별자치도 제주시 구좌읍 김녕로129,88.0588,586.0,1종,쿠키,육군
25271,79,LGP0013,1,5599,1,샌드형 쿠키,LGP,제1군수지원사령부,2018-03-06 11:00:00,HEA25,주식회사 코아미,김상훈,"경기도 남양주시 진건읍 진관산단로70번길8-20, 201호",88.0178,442.0,1종,샌드형,육군
25272,84,LGP0012,1,5593,1,팥빙수,LGP,제1군수지원사령부,2018-03-06 11:00:00,I556F,조은유통,박상식,"경기도 의왕시 어내들2길6-0, 2층 (오전동, 유림상가)",88.0012,1466.0,1종,빙수,육군
25273,96,LGP0011,1,5588,1,에이드,LGP,제1군수지원사령부,2018-03-06 11:00:00,BDF62,호미식품,장 세성,인천광역시 옹진군 백령면 백령로280번길 7(),88.0127,589.0,미분류,,육군
25274,96,LGP0010,1,5587,1,탄산음료,LGP,제1군수지원사령부,2018-03-06 11:00:00,DE986,성도교역,최계영,"서울특별시 서대문구 수색로138-0, 2층(북가좌동)",88.0803,464.0,1종,음료,육군
25275,47,LGP0008,1,5586,1,과채주스,LGP,제1군수지원사령부,2018-03-06 11:00:00,H426D,다니엘기획,한만준,"서울특별시 강서구 곰달래로245-0 (화곡동), 2층 2-3호",88.025,752.0,1종,과채,육군
25276,96,LGP0007,1,5584,1,비타음료,LGP,제1군수지원사령부,2018-03-06 11:00:00,H348A,에스엘(SL)상사,이승기,충청남도 계룡시 서금암3길16-3 (금암동) 101호,88.0309,421.0,1종,음료,육군
25277,36,LGP0006,1,5583,1,두유,LGP,제1군수지원사령부,2018-03-06 11:00:00,I4FA9,주식회사 제이와이인터내셔널,김삼성,"경기도 남양주시 화도읍 재재기로71번길106-63, 주3동",88.0745,214.0,1종,두유,육군
25278,53,LGP0005,1,5581,1,바나나맛 우유,LGP,제1군수지원사령부,2018-03-06 11:00:00,2442F,(주)빙그레,김광수,경기도 남양주시 다산순환로45 (다산동),83.0045,592.0,1종,바나나,육군
25279,95,LGP0004,1,5580,1,식혜,LGP,제1군수지원사령부,2018-03-06 11:00:00,GA951,주식회사 포승유통,신현성,경기도 평택시 안중읍 안현로서8길57-0 지층 101호,87.9979,365.0,1종,식혜,육군
25280,86,LGP0003,1,5578,1,떠먹는 발효유,LGP,제1군수지원사령부,2018-03-06 11:00:00,E0607,제일공사,윤은희,충청북도 청주시 청원구 율봉로159번길73-1 (율량동),88.0253,354.0,1종,발효,육군
25281,60,LGP0002,1,5577,1,마시는 발효유,LGP,제1군수지원사령부,2018-03-06 11:00:00,FCD50,주식회사 엔에이치,이남택,경기도 남양주시 진접읍 내각1로73번길38-1,83.4893,546.0,1종,발효,육군
25282,2,LCF0375,1,4851,***,"방아끈,발사용 등 15항목 제조(총포)",LCF,육군군수사령부,2018-03-06 11:00:00,G7826,현대산업,최마준,부산광역시 사하구 장평로132번길17-0 (장림동),89.187,15755000.0,7종,총포,육군
25283,3,LCF0381,1,4796,***,쉬일드 등 6항목 구매(총포),LCF,육군군수사령부,2018-03-06 11:00:00,H546F,주식회사 보성기업,손봉갑,"경기도 양주시 백석읍 월암로114, 홍죽리 467-8",88.1921,32509200.0,7종,총포,육군
25284,4,LCF0388,1,4774,***,"부품키트,유압전달 장치용 등 2항목 구매(자주포)",LCF,육군군수사령부,2018-03-06 11:00:00,I3AA4,주식회사 원플럭스,손충연,경기도 안양시 동안구 시민대로327번길11-41 (관양동) 창조경제융합센터 204호,88.2177,112662000.0,9종,부품,육군
25285,3,LCF0384,1,4749,***,"패킹,성형식 등 24항목 구매(자주포)",LCF,육군군수사령부,2018-03-06 11:00:00,I52B6,티케이(T.K)테크,김재욱,부산광역시 강서구 대저로3번길52-15 (대저1동),89.5587,31452930.0,7종,자주포,육군
25286,4,LCF0346,2,3935,***,"필터 엘리먼트,유체용 등 25항목 구매(기장)",LCF,육군군수사령부,2018-03-06 11:00:00,D9580,주식회사 한강필터,조정래,경상남도 양산시 덕계서로129 (덕계동),88.6309,32710000.0,9종,필터,육군
25287,4,HCF0011,1,3046,***,공업용 아세톤 등 3종,HCF,공군군수사령부,2018-03-06 11:00:00,H2A86,주식회사 이우켐텍,이지웅,"부산광역시 사상구 새벽로131, 1동226호(부산산업용재유통상가)",93.3825,21483000.0,미분류,,공군
25288,3,HCM0015,1,5128,***,18-065 방화복 세트 등 2품목,HCM,공군교육사령부,2018-03-06 10:30:00,GBB65,주식회사 포스트엑스,김용태,경기도 의정부시 체육로298-5 (녹양동) 2층,89.4645,29631800.0,미분류,,공군
25289,263,LHQ0006,1,6388,***,체력단련장 잔디 구매,LHQ,제2작전사령부,2018-03-06 10:30:00,I35A6,서울유통,최미순,"서울특별시 도봉구 해등로50, 301동 307호 (창동, 주공3단지아파트)",88.0026,28433280.0,10종,잔디,육군
25290,33,SCH0025,1,6141,***,혼합골재 576M3,SCH,해군작전사령부,2018-03-06 10:30:00,GE727,(TS)산업,배양숙,경기도 용인시 기흥구 영통로525번길24-0 (영덕동),88.0708,12188000.0,4종,골재,해군
25291,52,SCH0024,1,6096,***,와이드 테스크패드 등 71종,SCH,해군작전사령부,2018-03-06 10:30:00,I0E92,서플라이 플러스,윤명희,"경상남도 창원시 의창구 서상로12번길55-14 (서상동, 아담연립) 202호",88.1046,9226380.0,9종,패드,해군
25292,287,SCH0023,1,6093,***,지휘소텐트용 공조기 2세트,SCH,해군작전사령부,2018-03-06 10:30:00,D217B,주광유통,허준영,경상남도 창원시 진해구 용원로90번길 11-1(),95.659,49900000.0,2종,텐트,해군
25293,82,LHQ0007,1,6430,***,체력단련장 비료 구매,LHQ,제2작전사령부,2018-03-06 10:30:00,H1AF6,경기종합상사,이선자,경기도 평택시 포승읍 호암1길13-4,88.0263,29194700.0,10종,비료,육군
25294,38,LHN0017,1,6369,***,00부대 수송대 보일러 교체 등 6건,LHN,제7보병사단,2018-03-06 10:30:00,H39F7,주식회사 천광,홍성표,강원특별자치도 인제군 인제읍 광치령로1170,88.4247,36949000.0,4종,보일러,육군
25295,4,SCN0047,1,4706,***,부력(BC)자켓 등 5종,SCN,제7001부대,2018-03-06 10:30:00,E4B3D,유더블유티,이기성,서울특별시 강동구 성내동245-4,83.8202,16588600.0,2종,자켓,육군
25296,4,UMM0113,1,5019,***,X-RAY 수하물 투시기 구매,UMM,국군재정관리단,2018-03-06 10:30:00,C7DB0,주식회사 카티스,김승수,경기도 안양시 만안구 덕천로48번길 28(안양동),88.3345,125646000.0,미분류,,기타
25297,51,UMM0115,1,4967,***,"압축기, 왕복식 구매",UMM,국군재정관리단,2018-03-06 10:30:00,GCA44,서울이앤피,이용호,경기도 남양주시 진건읍 진건오남로55-14,88.0369,159856488.0,7종,압축기,기타
25298,90,UMM0117,1,4815,***,방폭형 이동통풍기 48EA 구매,UMM,국군재정관리단,2018-03-06 10:30:00,FF591,조양실업,윤지영,"인천광역시 서구 원당대로839번길34, 712동 1203호(원당동, 엘지원당자이아파트)",88.0253,201584770.0,미분류,,기타
25299,4,SCN0047,2,4706,***,부력(BC)자켓 등 5종,SCN,제7001부대,2018-03-06 10:30:00,E4B3D,유더블유티,이기성,서울특별시 강동구 성내동245-4,83.8202,16588600.0,2종,자켓,육군
25300,8,SCF0090,1,5168,***,비상소화펌프 60GPM 6EA 구매,SCF,해군군수사령부,2018-03-06 10:30:00,I60A7,드림비즈 주식회사,옥영준,"경기도 안양시 동안구 시민대로272, 1524호(관양동, 평촌동양트레벨파크)",88.0351,44802000.0,2종,소화,해군
25301,2,SCF0067,1,4927,***,속도 감지기 1종,SCF,해군군수사령부,2018-03-06 10:30:00,GE214,조강테크,조재만,부산광역시 사상구 가야대로196번길63 1층 (학장동),78.0912,1850000.0,미분류,,해군
25302,3,SCF0066,1,4926,***,배출펌프 등 5종,SCF,해군군수사령부,2018-03-06 10:30:00,ECF32,세종상사,노정래,경상남도 창원시 진해구 여명로52 (여좌동),89.9262,2576000.0,4종,펌프,해군
25303,2,SCF0065,1,4924,***,피스톤 링 등 17종,SCF,해군군수사령부,2018-03-06 10:30:00,E7A27,정일티엠씨,김동연,경상남도 창원시 성산구 완암로50-0 (성산동) SK테크노파크 메카존 719호,49.6292,1960000.0,미분류,,해군
25304,2,SCF0064,1,4922,***,"밸브,플러그형 등 2종",SCF,해군군수사령부,2018-03-06 10:30:00,C27AF,방주유압,김동한,경상남도 창원시 의창구 차룡로48번길44-0 (팔용동) 스마트업타워 f611호,98.3748,12588000.0,4종,밸브,해군
25305,2,SCF0061,1,4918,***,"클램프,루프형 등 17종",SCF,해군군수사령부,2018-03-06 10:30:00,C1500,세현종합상사,황정욱,경상남도 창원시 진해구 여명로 6(),83.7645,11869000.0,미분류,,해군
25306,4,SCF0091,1,4694,***,광택연마기 1EA 구매,SCF,해군군수사령부,2018-03-06 10:30:00,B66DD,에이앤디판매(주),홍지연,대구광역시 북구 노원로182-0 (침산동),88.3051,7050000.0,9종,연마기,해군
25307,3,SCF0089,1,2638,***,초음파두께측정기 1EA 구매,SCF,해군군수사령부,2018-03-06 10:30:00,B6437,한신기계,이동구,인천광역시 남동구 호구포로879-12 (간석동),88.3157,13508000.0,7종,측정기,해군
25308,2,LCF0418,1,5881,***,오실로스코프 1항목 구매(항공),LCF,육군군수사령부,2018-03-06 10:30:00,G25EE,주식회사 에이치투엘테크놀로지,이형화,"서울특별시 강서구 양천로401 (가양동), B동 801호",98.2789,17200000.0,"2종, 7종, 9종","스코프, 오실로스코프, 항공",육군
25309,5,LCF0391,1,5641,***,비닐끈 등 24항목 구매(물자),LCF,육군군수사령부,2018-03-06 10:30:00,I57B7,모아상사,최중강,인천광역시 미추홀구 인하로129(용현동),88.1482,23484348.0,2종,비닐,육군
25310,3,LCF0398,1,5153,***,봉합 조립체 등 21항목 구매(궤도),LCF,육군군수사령부,2018-03-06 10:30:00,I3063,이든산업,박용철,부산광역시 강서구 호계로57번길20-0 (죽동동),88.1918,34849000.0,9종,조립체,육군
25311,5,LCF0399,1,5151,***,"칼라,폐쇄기 고리용 등 25항목 구매 (궤도)",LCF,육군군수사령부,2018-03-06 10:30:00,4910F,태륭산업기계,김순철,경상남도 양산시 북정공단1길 13(),88.2839,64455500.0,미분류,,육군
25312,4,LCF0397,1,5133,***,"제동기,진동식,엔진용 등 16항목 구매(궤도)",LCF,육군군수사령부,2018-03-06 10:30:00,4517F,한성정공,이승호,부산광역시 사하구 다대로354번길 61(),88.0508,122821000.0,9종,엔진,육군
25313,5,LCF0413,1,5109,***,회로카드 조립체 등 9항목 구매 (궤도),LCF,육군군수사령부,2018-03-06 10:30:00,I3AA4,주식회사 원플럭스,손충연,경기도 안양시 동안구 시민대로327번길11-41 (관양동) 창조경제융합센터 204호,88.3467,69480000.0,9종,조립체,육군
25314,2,LCF0401,1,5103,***,연료펌프조립체 등 10항목 구매 (궤도),LCF,육군군수사령부,2018-03-06 10:30:00,HE760,에스지티,김상곤,경상남도 김해시 한림면 김해대로835번길54,88.9474,72048500.0,"3종, 4종","연료, 펌프",육군
25315,2,LCF0400,1,5060,***,"케이스,탐조등용 등 4항목 구매 (궤도)",LCF,육군군수사령부,2018-03-06 10:30:00,I3AA4,주식회사 원플럭스,손충연,경기도 안양시 동안구 시민대로327번길11-41 (관양동) 창조경제융합센터 204호,88.0732,22770000.0,미분류,,육군
25316,2,LCF0392,1,5044,***,모의인체장치 4항목 구매(물품),LCF,육군군수사령부,2018-03-06 10:30:00,G9834,주식회사 나유,장연수,"경기도 안산시 상록구 중보로55, 302-1호(이동, 삼성프라자)",98.614,31000000.0,"2종, 7종","물품, 장치",육군
25317,7,LCF0417,1,5039,***,압력 감지기 등 1항목 구매 (궤도),LCF,육군군수사령부,2018-03-06 10:30:00,GC5B6,수연상사,임연수,경상남도 창원시 마산회원구 봉암공단6길40-2 (봉암동),88.4149,45261660.0,미분류,,육군
25318,4,LCF0358,2,4484,***,원추형 풍속기 등 5항목 구매(물자),LCF,육군군수사령부,2018-03-06 10:30:00,G7826,현대산업,최마준,부산광역시 사하구 장평로132번길17-0 (장림동),89.0345,22210000.0,미분류,,육군
25319,11,HDP0013,1,5909,***,LED 등기구 등5종,HDP,공군제19전투비행단,2018-03-05 14:30:00,I5A8A,주식회사 디브이원,노홍규,충청북도 충주시 대소원면 하검단2길52-0,77.7465,23595000.0,4종,LED,공군
25320,3,EGC0011,1,0390A,***,함정용 축,EGC,함정계약팀 (구:19.09.16),2018-03-05 14:00:00,5518F,(주)백산기계,강철원,전남 무안군 삼향면 지산893-5,88.0949,307900000.0,7종,함정,국방부직할
25321,34,HCG0007,1,5352,***,모조지 100g 구매,HCG,공군본부,2018-03-05 14:00:00,ACC15,세풍지업상사,정헌화,대전광역시 동구 태전로 56-9(),99.3138,18000000.0,미분류,,공군
25322,7,HFD0002,1,4843,***,의무장비(생화학자동분석기 등 2종) 구매(17-207),HFD,공군제38전투비행전대,2018-03-05 14:00:00,F38B4,태린메디칼 주식회사,김민균,경기도 군포시 번영로497(산본동 금화프라자) 502호,87.7348,37013340.0,"7종, 8종","의무, 장비",공군
25323,32,MDD0050,1,5687,***,6차 의무장비 구매(미세수술드릴 성형외과용),MDD,국군수도병원,2018-03-05 12:00:00,E6533,온케어메디홀주식회사,유민재,충청북도 청주시 흥덕구 상신로77번길16(상신동),88.0187,43350000.0,"7종, 8종, 9종","드릴, 의무, 장비",기타
25324,5,MDD0051,1,5741,***,52차 의약품 수시품목 구매,MDD,국군수도병원,2018-03-05 12:00:00,H0DEF,주식회사 케이에스팜,이금상,"충청남도 청양군 청양읍 칠갑산로148-0 , 4층",94.2103,42775800.0,8종,의약품,기타
25325,3,HDQ0004,1,5568,***,D-2 노즐 등 11종 구매,HDQ,제20전투비행단,2018-03-05 11:00:00,I5F30,주식회사인정이엔아이,박성준,인천광역시 서구 청라라임로51-0 (연희동) 922호,83.6296,40370000.0,9종,노즐,공군
25326,41,LGQ0009,1,6043,***,OO부대 등 2개소 취사장 후드 구매설치,LGQ,제36보병사단,2018-03-05 11:00:00,E90DF,주식회사 세동이엔지,반기석,강원특별자치도 강릉시 주문진읍 농공단지길28-32,88.0735,9095000.0,미분류,,육군
25327,448,SDF0016,1,5814,***,전술지원대대 운영용.,SDF,제5738부대,2018-03-05 11:00:00,G553A,기륭종합상사,진정남,"서울특별시 영등포구 대림로194, 1층 (대림동)",88.0019,11955630.0,미분류,,해군
25328,6,UMM0098,1,4201,***,대테러복(작전복 등 4종) 제조,UMM,국군재정관리단,2018-03-05 11:00:00,GDA71,핀컴퍼니,김경업,"서울특별시 노원구 덕릉로115길8, 지층102호, 2층 (상계동,성원빌딩)",88.0094,57580000.0,1종,전복,기타
25329,11,UMM0102,1,3391,***,냉난방장치 40톤 제조,UMM,국군재정관리단,2018-03-05 11:00:00,G2944,주식회사 미르텍코리아,최용호,"경기도 안양시 동안구 엘에스로136, 404호 405호 (호계동,금정역2차에스케이브이1타워))",88.1104,194213250.0,"2종, 7종","냉난방, 장치",기타
25330,17,SFH0026,1,5381,***,앵글 그라인더 등 26종 구매 납품,SFH,제9196부대,2018-03-05 11:00:00,I4FB7,유원 인터내셔널,유준식,"세종특별자치시  다정북로110-0 (다정동, 가온마을2단지) 201동 1003호",88.1198,13189260.0,2종,앵글,해병
25331,48,MDR0003,1,5484,***,전기다리미 등 7종 구매,MDR,제9965부대,2018-03-05 10:30:00,D09CD,한샘아이디,조미애,경기도 광주시 오포읍 포은대로 339(),88.0122,7151150.0,미분류,,육군
25332,249,LPM0009,1,6316,***,전산운영용품 빔램프 등 81종 구매,LPM,제9보병사단사령부,2018-03-05 10:30:00,G6723,애드유통,박인성,경기도 남양주시 별내동322-6 아이파크아파트 1605-1501,88.0058,13953100.0,2종,전산,육군
25333,55,SCF0075,1,6225,***,"합판,시공용 등 4종",SCF,해군군수사령부,2018-03-05 10:30:00,ECF32,세종상사,노정래,경상남도 창원시 진해구 여명로52 (여좌동),95.2547,3764500.0,4종,합판,해군
25334,231,SCG0019,1,5676,***,초극세사 클리어 등 2종,SCG,해군본부,2018-03-05 10:30:00,H3324,신명,박찬규,경기도 파주시 금빛로12-0 (금촌동) 삼성프라자 3층 21호,88.0222,8593100.0,미분류,,해군
