입찰명
16-062 다중 주파수 와전류 검사장비 구매
철사각관 등 87종
개스킷 등 18품목
현관정 등 73종
퓨저드라이브벨트 등 37종
절연저항계 등 4종 구매
토너 등 5종
세절기 메인보드 등 108품목 구매
구조용 각관 등 19품목 구매
볼펜 등 393품목 구매
컬러중량원판 등 6종
입식싸이클 1대
마우스패드 등 846종
반코팅장갑 등 27종
스틸 바 등 4종
2/4분기 교육예산(교육장비 기가폰 등 5종)
OO부대 전기자재 구매 등 3건
16년 체육기자재 구매
"판,금속제 1종"
볼펜 등 111종 구매
광 스위칭 허브
표지판 등 8종
잉크헤드 등 22종 구매
"밸브, 연장형 등 8종"
미끄럼 베어링 등 11종
백보드 조립체 등 9종 구매
수송대대 차량 수리부속 구매
충전드릴 등 37종
00부대 야간투시경 00대 구매 납품
케이블조립체
정부화일 등 166종
K1전차 포수조준경 LRF정비기술개발 소요자재 구매
형광등 세트 등 32종
전반기 예비군지휘관 근무복 제조구매
00부대 어린이집 가전제품(카메라) 등 10종 구매
"니플,튜브용"
위임 22차 제조설치납품(석문리대대 출입문 등 9건)
LED조명기구 등 2종 구매
폐수처리시설 공냉식 냉동기 설치납품
상용 위성전화기 구매
복사용지 등 60종
부대조달 의약품 구매 4차
"비닐장판, 마루덮개용 1종"
전압조절기 등 5종
"호이스트, 체인식 등 2종"
"열선유리,직사각형 등 3종"
에어컨오일 1종
벨브 등 5종
트래픽 페인트외 2종 구매
1회용 비누 등 3종
"16-098,099 헤드폰 등 3종"
코어네트 등 4종
소토사 108톤 구매
동원함 39개
칼라식도 등 114종 구매
문서보관상자 등 209종 구매
"유리 돔, 경계등용 1종"
유증기 감지기 1종
조정 유니트 1종
"등, 선박항해용 등 2종"
고무제 원형섹션 등 8종
"선미관, 봉합용 1종"
"스테이숀, 화재경보기용, 수동식 1종"
공기작동 발브 1종
대형 다용도 면봉 등 18종 구매
16-합동부(복사지 등10종 구매)
링크조립체(전차)
"플런저, 신속분리식"
전산운영용품 00종 구매
00부대 병영도서관 도서구매
싱크대 등 6품목
친환경세정제 등 2품목
"'16년 특수무기 볼트,너트류"
전반기 전산운영용품 구매
16년 VTC/브리핑체계 신규/교체사업(리스물건)
시약식 잔류염소계 메인보드 등 2종 구매
프린터 토너 등 262종
레자단색 토시 등 63종 구매
전선 등 9종 구매
필터-에어등 123품목(근-16-047)
아크릴명찰 등 2종 구매
냉장고 등 2종 구매
헤드볼트 등 8종 구매
A4용지 등 325종 구매
원주목 등 90종 구매
아크용접기 등 5종
정부문서화일 등 296종
화재진압장비 제조구매
젓가락 등 12종
16-국방어학원(외국어교재 13종 구매)
자동에어릴 등 2품목
'16년 소화기 자동화 표적기 부품
16년 부품키트 등(발칸용)
K1전차 측풍감지기 정비기술개발 관련 소요자재 구매
무반동총 축사기류
눈삽 등 9품목
경피전기침전자극기 구매
기(신호용) 등 202종 제조
환자배식 반납카 제조
환자용 그릇세트 등 4종 구매
디지털카메라(전문가용) 등 14종 구매
인쇄장비(디지털인쇄기 등 3종)구매설치
비작전견사료 12종 구매
00비 병사식당 신축 관급자재 냉난방기 구매 설치
입력편집기(본체 등 4종)구매설치
의무비품 48종 구매
노트북 등 정신교육용 장비 4종 구매
16년 생일자 떡 케이크 제조납품
16년 영내자 증식용 떡 제조납품
차동기 등 20항목 제조(생산능력)(궤도)
실린더 조립체 등 18항목 제조(생산능력)(궤도)
"시추기 빗트 등 6항목 제조(기장, 생산능력)"
풀 트레일러 제조
"조종화(사계절,하계)"
16년 소화기 자동화 표적기
라텍스 글러브 등 37종 구매
"필터, 유체용 등 2종 구매"
열쇠보간함 등 54종 구매
전기국솥 1대 구매설치
육고 팽창밸브 등 5종
16년 신궁부품 구매
벨브류
크레인카
무전기세트 집적회로 등 45항목 구매(물품)
항공기 케이블 조립체 등 2항목 제조
기구세척기 등 11항목 구매(물품)
케이블조립체(전술통신체계용)
머스타드소스
타르타르소스
확성기세트 부품
변환기조립체(PHS-32용)
호로대
도배 / 장판 설치납품(단가계약)
수영물자(수영복 등 3종) 구매
특정지역 피복(코트 등 17종) 제조
군악 특수피복(제화류) 4종 제조 납품
방탄복 등 2종 제조 납품
군악 특수피복(제복류 15종) 제조 납품
16-로커(사물함) 660EA 제조
잠수함용 회전주파수 변환기 제조 설치
인쇄판(CTP) 구매
LED투광등 설치납품
"기어,스퍼형 등 8항목 제조(기장)"
"힌지,T-자 관용 등 1항목 제조(기장)"
"덮개,입구용 등 7항목 제조(기장)"
"판,설치용 등 13항목 구매(기장)"
"스프링,나선형,압축 등 34항목 구매(기장)"
"리테이너,판형 등 53항목 제조(궤도)"
"나사,기계용 등 185항목 제조(궤도)"
비행가죽잠바(공군)
공군 비행잠바
몽쉘 등 18종 구매
공구가방 등 368종
K-55 와이어로프조립체
복사용지 등 329종 구매
도서 등 420종
연마집진기용 휠타 등 34종 구매
드럼카트리지 등 9종 구매
K-55 리테이너
실리콘노즐 등 174종 구매
디젤발전기 500KW 제조 설치
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
몽쉘 등 18종 구매
역삼투조수기 부품
니켈수소전지(BB-96K)
여과기류
송수화기(H-920K) 및 부품
"전지,축전식(신형원격무선폭파세트용)"
나사류(궤도장비용 등)
엘보우류
상자/바스켓류
통신장비용 포장대 등 3항목 제조(물품)
KM9제독차 커플링 등 97항목 구매(물자)
"스위치,압력식(K-1전차용)"
"시일, 밀봉형 등 14품목"
조종화(개선(동계))
그리스
카레소스
카레소스
카레소스
카레소스
자장소스
자장소스
자장소스
자장소스
선택김치류(8지역)
선택김치류(5지역)
선택김치류(4지역)
선택김치류(2지역)
선택김치류(1지역)
케이블조립체(비차폐용)
케이블조립체(차폐용)
장갑차 부품류
더블침대
육각렌치볼트등5종구매
사각파이프등5종구매
하론가스구매
M48베어링등7종구매
16년 22밀리 축사탄류
'16년 가스터빈엔진 정비
아이스박스 구매
쿨링조끼
16-본-해-2 콘크리트 파일 제조
16-본-해-1 콘크리트 파일 제조
00부대 본관 통합배선 제조설치
00부대 본관 수배전반 제조설치
사무비품 정비재료 118종 구매
16-덕-2차 전산운영용품 구매
16년 공군 전반기 PC도입(중소)
'16년  판매장비(냉장고/냉동고) 제조
인쇄용지 4종 구매
F-CV케이블 등 335종
아스테이지 등 245종
덴티안 미러핸들 등 76종
의무장비(순수물제조기)구매
산불진화장비(고압펌프 등 9종 set) 구매
군악 모자류 9종 구매
군악 장구류 8종 구매
군악 장갑류 2종 제조구매
(16-039) 대형세차기 (수정)
송수화기(H-930K)
하네스류
폭파기구셋 부품(구매)
"고무판, 고화식 등 23품목"
타이어 등 21종 구매
동원처 동원훈련장 무전기 납품
포스트 잇 등 160종
G.I 슬리핑 매트 등 159종
스피커 등 84종
현수막천(OrangeBOX T/P 40-1)등16품목
졸음방지패치 등 5품목 구매
순간접착제 등 496종 구매
"케이블,적력용 등 18종"
"램프, 컨넥터 등 15종"
양극 149EA
항공유도복 등 2종
"벨트,V형 등 31종"
동계 특수복 제조
'16년 위병 / 군무원 정비피복 제조 및 구매
16-067 비디오월 등 3품목
야정정비 수리부속 구매(19인치모니터등 11종)
주방세제 등 27종
태극기 등 2종
워터 펌프 플라이어 등 314종
삼중 활차 도르레 등 19종
국내도서 구매(3차)
"조절기, 엘리베이션용"
메모홀더 등 384종
식자재 통합구매(연간 단가계약)
일반장비(방차통 등 22건) 구매
하계 디지털무늬 원단(IR)
수입지 및 수입포
"하계 디지털무늬 원단,해병(IR)"
하계 디지털무늬 원단(IR)
하계 디지털무늬 원단(IR)
하계 디지털무늬 원단(IR)
하계 디지털무늬 원단(IR)
16-123 디지털 컬러 인쇄기 1종 구매
2분기 교육예산(교육장비) 구매 의뢰
컨테이너 창고제조설치
16-062 오실로스코프 구매
00지역 편의시설 보강(옥외용 벤치 등 7종)
"볼트, 기계용"
'16년 사진재료(인화지) 3종 구매
ROOF 50T 등 19품목
"와셔, 잠금식"
의약품 및 의료기재 구매(K-27)
더블에이 복사용지 A4 등 325종
'15년 판매 비품 탁자/의자 제조
더블에이 복사용지 A4 등 325종
Nasal prong 등 82종
의약품(레코스타정) 등 115종
16년 군견 구매(2016-2004)
작전후레쉬/마운틴 제조구매
작전배낭 제조구매
권총벨트집 등 4종 제조구매
16-3차 전산운영용품 구매
"테이프,고리식 등 22항목 제조(기장)"
"튜브,곡선형,금속제 등 64항목 제조(기장)"
시설대대 보일러 등 159종(16-097)
부품정비대대 보오스코우프 키트(16-088)
은마회관 식자재
16-062 공기 충전기 1종 구매
항온항습기 등 3종 제조 설치
00부대 복지회관 설계용역
"항-16-018,019 리핏밴드 등 25품목"
에나멜 황색 등 71종
라벨지 등 188종 구매
수성고무퍼티 등 24종 구매
왕벚나무 구매
헤어그로 정 등 64종 구매
전기테이프 등 23종 구매
피그테일 등 117종 구매
프린트 잉크 등 206종 구매
인젝타 등 13종 구매
(16-134)부대비품(에어컨외 1품목)
의무장비 운영소모품 34종 구매(16-11차)
휴대용 라디오(250개) 구매
부부시계 등 2종
칼라정부화일 등 32종
(조달)3훈비 쇄석등 4품목 구매
결속선 등 54종(16-104)
"타이어 등 29종(16-83,84,85)"
"도로표지용 도료 등 2종(16-78,79,80)"
16-본-해-3 콘크리트 파일 구매
(조달)3훈비 보일러 구매
농구부 운동용품 구매(유니폼 등 18품목)
공압밸브 등 3종 구매
공업용 가스 검사 / 충전(소화기 충전 포함)
수정펜 등 74종 구매
유무선 전화기 15대 구매
모니터 15대 구매
해수감압변(32A) 1종
청수펌프 25GPM 16세트 제조
연료유이송펌프 66GPM
가스겟류
예비연소용 챔버
화포부품류
K계열 기동궤도부품류
광학장비부품류
"끈,덮개류"
케이블/배선장치류
고추참치통조림
당면
당면
당면
고추참치통조림
고추참치통조림
고추참치통조림
사계절 디지털무늬 원단(IR)
"사계절 디지털무늬 원단(IR),해병"
사계절 디지털무늬 원단(IR)
사계절 디지털무늬 원단(IR)
사계절 디지털무늬 원단(IR)
사계절 디지털무늬 원단(IR)
"전지,재충전불가식(BA-3517)"
소화기(총류) 부품류(구매)
"하우징, 베어링 유니트용"
광케이블 커플러 등 84종
00아파트 조명기구 제조설치
'16년 VoIP 교환기 구축사업
안보교육용 시각설치물(X-배너) 제조
'16년 VoIP 교환기용 항온항습기 제조설치
'16년 VoIP 교환기용 자동안내장치 제조설치
경계용 CCTV 교체 사업
'16년 VoIP 교환기용 UPS 제조설치
'16년 VoIP 교환기용 음성동보장치 제조설치
'16년 판매비품 소핑바구니 등 6종 구매
16년 판매비품 창고용 진열대 등 4종 제조
'16년 마트용 물품봉투 제조
16-RFID 라벨테그 등 5종 구매
16-UDT 신형방한복(상의) 등 3종 제조
디지털 인쇄재료 14종 구매
광케이블 커플러 등 84종
메카니칼 씰 등 5종
SST TUBE 5ml 등 61종
2016년 의무장비(마취기 기능검사기) 구매
전통의장 행사 피복 및 장구류 구매
헌병 피복/장구류 구매
2분기 식품검사 재료구매
방풍안경 제조구매
D형고리 등 2종 제조구매
"펌프장치,유압식,동력구동식 등 2항목 구매(기장)"
"소음기,배기용 등 5항목 구매(기동)"
전원공급기류
"필터엘리먼트,유체용 등 38품목"
렌즈형 카메라 청소기 등 73종
체크무늬 철판 등 15종 구매
군범죄 유전자검사 시약재료 구매
사무용쇼파 등 59품목 구매
코란도 스포츠 타이어 등 27종
접이식 사다리 등 57종
체인잭 피스톤 로드 등 2종
회로카드 조립체 등 2종
함미 예인등(황색) 등 14종
'16년 의약품 및 재료 보급계획
연질동관(냉방용)외 75종 구매
하계 트레이닝복 구매
동 . 하계 티셔츠 구매
16-2차 전산운영용품 000종 구매
냉동기세트 1.5톤(비자성)
슬리브/리테이너류
니트릴 폼 장갑 등 90종 구매
해/공군 전투모
JET A-1
'16년 오성지상 신호조명탄
냉동기세트 3톤
천마로드휠 정비
시퀸스제어 회로도 보는법 등 52품목
정비용토시 3항목 구매(물자)
풍향풍속계 송신기 등 4항목 구매(물품)
통신 가설병 안전벨트등  3항목 구매(물품)
구내통신장비 케이블조립체 등 6항목 제조(물품)
BTCS 표시반조립체 등 2항목 제조(물품)
"전지,재충전불가식(BA-6468 등 2종)"
호스 등 17품목
상황공유체계 (방-16-17)
"밸브, 체크형"
16년 전반기 정보체계운영용품 구매
080-석분 등 6종
16년 사무자동화장비(데스크톱PC) 도입사업(리스물건)
보안용지 구매
연료유 공급펌프 61GPM 제조
교육보조기구(항타기) 제조
"덮개,보호용 등 46항목 제조(총포)"
"다이얼,눈금식 등 40항목 제조(총포)"
"플런저,멈춤쇠용 등 23항목 제조(총포)"
"넛트,플래쉬억제용 등 70항목 제조(총포)"
"리드선,전기용 등 14항목 제조(총포)"
심 등 93항목 제조(총포)
"삼각대,측지용 1항목 제조(생산능력,총포)"
"덮개,실린더 해드용 등 17항목 제조(기장, 생산능력)"
회전롤러(우레탄바퀴) 등 39품목
"플러및펌프,콘넥타용"
