입찰명
진입판 등 26종 구매
3인용 쇼파 수선 등 27종
도서(심리학의 이해 등 28종) 구매
합판 등 15종 구매
"숙영시설 컨테이너(세면장,샤워장용)제조 설치 납품"
20-004 운동복 등 5품목
수도병원 리모델링 관급자재 제조설치(알루미늄 쉬트)
20년 군단 직할부대 렌탈프린터 임차료
수직형 머시닝센터 구매(20209001-I)
의약품(더모베이트액 등 140품목) 구매
리무버 세트 등 572품목
수도병원 리모델링 관급자재(기송관시스템)
20년 학군사관 모집 홍보물 제조/구매
신병 명찰 등 제작 및 부착
20-00대학교 연간 도서 구매
냉온풍기 등 15품목 구매
떡류 구매
"환자급식재료 납품계약(농·축·수산물,공산품 472종)"
휴대용 사다리 1항목 구매(물자)
'20년~'21년 전반기 충북지역 취사연료(LPG) 구매
3.1절 경축특식(아이스롤케익)
'20년~'21년 취사 및 장비용 LPG통합계약
차량 엔진오일 등 21종
타이어 60종
버스/대형트럭 수리부속 467종
현대/기아 자동차 수리부속 831종
도서(군사학개론 등 18종) 구매
종량제 쓰레기 봉투 등 56종 구매
"판,금속제 등 3종"
간부숙소 전자제품 구매(11개소)
샤워가랑 등 21종 구매
20년 공용복지시설 식자재 구매
20년도 육류 계약
전적기념물 조명등 제조 설치
'20년 선수급식(축산물류) 구매
가스오부시 등 96종
20-외국군 수탁장교 침구류 구매
'20년 3ㆍ1절 경축특식(조각케이크)
'20년 3ㆍ1절 경축특식(조각케이크)
배추김치 등 2종
닭고기 등 12종
가자미(냉동) 등 31종
가지 등 88종
'20년중대/대급 프린트 임차 계약
'20년 영선보수자재 구매(연간 단가계약)
"20년도 김치류(토성회관,장교회관) 계약"
3.1절 경축특식 냉동슈크림
2020년 환자치료식 부/후식 및 증식 구매
19-CBT교실 신규교체사업 리스(20198252-A)
백단화 등 3종 구매
'20년 전자식교환기 유지보수 용역
성우회관용 로션 등 66종 구매
무궁화회관용 락스 등 48종 구매
음식물 쓰레기 처리 용역
20-00대학교 정기 간행물 구매
생도피복(예식장갑(대) 등 2종) 구매
생도피복(아쿠아슈즈) 구매
생도피복(태권도화 등 3종) 구매
00부대 병영생활관 에어컨 설치
역사단 기록보존장비 유지보수 용역
20년 렌탈프린터 임대용역
독신숙소 냉난방기 설치납품
20-광성회관 식자재 및 소모품 구매
JC부대 세탁기 등 150종 구매
액화석유가스(LPG) 구매
백단화 등 3종 구매
설날 경축특식 과자세트
'20년 삼일절경축특식(조각케익)
다목적지원시설 공기조화기 제조 설치
'20년 한마음회관 식자재 구매(채소류)
작전통제소 및 생활관 관급자재 통합배선
경축특식 (22년 삼일절) 핫바세트+탄산음료 구매
22년도 하늘회관 식자재 납품
22년 경축특식 설날 커피
'22년 경축특식 설날 '마카롱'
3사교 근지단 취사식당 GHP 구매 설치
'22년 상반기 생도 증식 (돼지등뼈 등 80개 품목)
22-평 멸균딸기우유 등 3종 구매
22-평 콜라 등 8종 구매
22-평 슬라이스치즈 등 84종 구매
22-평 구이용삼겹살 등 8종 구매
22-평 사과 등 11종 구매
특수임무대 종합전술훈련시설 관급자재 집진기
야외용 테이블 등 4종 구매
(재사용-육75)여성편의시설 컨테이너하우스 제조 구매
사격장 표적기 사격시스템 제조 구매(설치)
특수임무대 종합전술훈련시설 관급자재 자동제어
(21-322 ) CN-235 조종석 외피 등 6종
신축숙소 비품(일체형 건조/세탁기 등 2종) 구매
21-충-육-26B 자동제어
'22년도 간부식당 2개소 식자재 구매
21-OO대대 통합 신축 관급자재(통합배선) 제조/설치
00부대 행정동 신축 보일러 제조 설치납품
집행잔액13호 00부대 보일러 설치납품
특별-1-1 시설공사 관급자재(통합배선)
22-Y-액화석유가스(LPG) 구매
22년 복지시설 소모품 구매
22년 청소 및 위생용품 구매
작전대기시설 컨테이너 제조(2차)
00부대 창고 신축 관급자재(우레탄패널)
소형무장헬기 훈련센터 신축 통합배선
소형무장헬기 훈련센터 신축 콘크리트말뚝
소형무장헬기 훈련센터 신축 크레인
소형무장헬기 훈련센터 신축 항온항습기
소형무장헬기 훈련센터 신축 자동제어
소형무장헬기 훈련센터 신축 원격검침
렌탈프린터 임차 용역
검층기/카메라 1항목 구매(통신)
3차원 자동정비공정용 포지셔너(2종) 구매 설치
22-덕-LPG(액화석유가스) 구매
"(21G199-A)출입통제,주전산기,원격재해복구 금융리스"
스위트콘 등 8종 구매
'22년 간부식당 식자재 구매
"'22년 무궁화회관, 성우회관 식자재 구매"
양양 동원훈련장 생활관 신축 전광판 설치
(21-신-33)GOP 통합급수 시설 현장제어장치 제조구매
21-신-32 GOP 통합급수 시설 소방배관 제조구매
(21-신-31) GOP 통합급수 시설 컨트롤판넬 제조구매
야구부 훈련용품(야구화 등 12종)
여자축구부 훈련용품(축구화24종)
독신자숙소 신축 관급자재(빌딩자동제어시스템)
방화도구함 구매
방사능폐처리셋 등 3품목 구매
독신자숙소 신축 관급자재(원격검침)
(21년) 일반공구류(차륜형장갑차)
(재사용-육51)22개소 교통안전 시설물 설치(과속경보)
22년 행정용품 토너 구매
22-연 일반무 등 45종 구매
22-어 일반무 등 45종 구매
'22년 설날 경축특식(마카롱)
창정비 지원용 장비 확보 (지게차 구매)
21-섬석천교량 피해복구 스크린권양기 제조 설치
전체-15) 온수펌프 설치납품
(21F197-A)21년 선행학습지원 기반체계 구축 금융리스
(21-본1) 00병영생활관 신축 관급(콘크리트파일) 제조
GOP 광망 보호용 치킨넷
00부대 이전사업 관급자재(토목-골재)
(21-12-3) 여성편의시설 컨테이너하우스 제조구매
00대대 00정비고 오버헤드크레인 제조/설치
특별-3-1 시설공사 관급자재(오버헤드크레인)
특별-4-1 시설공사 관급자재(오버헤드크레인)
특별-2-2 시설공사 관급자재(통합배선)
특별-4-2 시설공사 관급자재(통합배선)
00부대 복사용지 3종 구매
6탄약창 순찰 및 경계시설 보강 방폭어안카메라
집행잔액 17차 해와달아파트 도배장판 설치납품
22-안 000운용대(안마도) 급식 구매
22-추 000운용대(추자도) 급식 구매
22-욕 000운용대(욕지도) 급식 구매
22-흑 000운용대(흑산도) 급식 구매
22-흑 000전진기지대(흑산도) 급식 구매
22-욕 000전진기지대(욕지도) 급식 구매
의무장비(초음파진단기 고급형 복강경용) 구매 계약
21년 재투자 의무장비(체지방측정기) 구매계약
2022년 국군수도병원 환자치료식 납품
22년 렌탈프린터 임차 용역
7개소 취사식당 자산취득비 추가구매
51군지단 특수창고 신축(샌드위치 패널 제조설치)
00여단 예비군훈련대 등 시설공사(자동제어)
00대대 실내체육관 신축공사(자동제어)
특별-2-1 시설공사 관급자재(오버헤드크레인)
00부대 이전사업 관급자재(건축-오버헤드크레인)
00부대 이전사업 관급자재(전기-전력제어)
00부대 이전사업 관급자재(전기-조명제어)
00부대 이전사업 관급자재(전기-무대장치)
22년 선수급식 (유제품)
22-00 하수관거시설 민간위탁관리 용역
22년 국군복지단 근로자 재해보장보험
전체-14) 자동제어설비 보수 설치납품
(21F194-I) '21년 학교교실 디지털화사업 금융리스
(21F195-A)21년 원격교육체계 구축 금융리스
"22년 선수급식(농수산,공산품)"
22년 선수급식(축산물)
22-충-육-15C 폐기물처리용역
22년 신병교육 물품 구매
교육훈련용 자재(더미 등 13종) 구매
오븐기 가스배관 설치납품(육-재-81)
주둔지 포장용 쇄석자갈 구매
배추김치(포기절단) 등 8종 구매
22-목 콩나물 등 21종 구매
22-목 국수 등 218종 구매
'22년 계룡스파텔 호텔 용품 구매
00여단 1대대 병영생활관 신축공사(통합배선)
육사교 00관 LED 평판등 구매 계약
인쇄재료 12종 구매
GOP통합급수시설 플렉시블이중보온관 Heating systems
21-국-계룡대 병영식당 관급자재(조명기구)
21-해-잠수훈련장 관급자재(소독설비) 제조설치
21-해-생존훈련장 관급자재(자동제어) 제조설치
21-해-생존훈련장 관급자재(통합배선) 제조설치
21-경-해-00대대 생활관 관급자재(통합배선) 제조설치
21-경-해-0000대 생활관 관급자재(자동제어) 제조설치
21-해-부사관교육관 신축공사 관급자재(자동제어)
지상감시장비(TOD) 거치대 제조설치
21-해-의무대 신축 관급자재(자동제어)
신축숙소 가구류 제조 / 납품
GOP통합급수시설 컨트롤판넬 구매
GOP통합급수시설 플렉시블이중보온관 Heating systems
사단 사령부 본청 신축 통합배선반 제조설치
실내체육관 신축 관급자재(자동제어)
실내체육관 신축 관급자재(원격검침)
K2전차용 시험장비(직접지원정비용)
면장갑 등 11종 구매
생활관 신축공사 관급자재(컨테이너) 제조
21-해-통합정비고 통합배선 제조 설치
MTU엔진 12V183(저자성) 총분해 정비
'22년 합동전파관리시스템(JSMS) 유지보수 용역
(재사용-육79) 8개소 작전대기시설 관급자 컨테이너
5군지사 72정비시설 신축공사(오버헤드크레인)
공정사단 본부 및 A여단 개편사업(자동제어)
00부대 드론 시뮬레이터 구축사업
디지털 윤전재료(Print Head) 구매
22년 주거시설 보수자재
분말짜장 등 173품목 구매
스킨 등 50품목 구매
배추포기김치 등 5품목 제조 구매
21-2차 브리핑시스템 도입사업 리스
(216415-B) 00부대 실내체육관 관급자재(자동제어)
18연대 다목적 체육관 관급자재(무대조명)
"18연대 다목적 체육관 관급자재(관급, 무대장치)"
00부대 이전사업 관급자재(기계-GHP)
00부대 이전사업 관급자재(기계-자동제어)
2022년 국내 / 국외 간행물 구매
해와달아파트 자재(방화문 등 3개) 설치납품 기계
생도피복(태권도복 등 3종) 구매
생도피복(스포츠양말 등 8종) 구매
생도피복(백단화 등 2종) 구매
생도피복(생도정모 등 3종) 구매
생도피복(여행용가방 등 4종) 구매
"방탄조끼, 파편 및 소총 방호용(특대형)"
2021년 병영도서관 도서 3차 구매
21-해-관급자재(출입통제시스템) 제조설치
‘21년 출입통제체계 교체사업 금융 리스
21-공-ㅇㅇ기지 자동제어 제조설치
21-해-00시설 관급자재(분전반) 제조
21년 기지 네트워크 개선사업 리스
21년 PC 도입사업 등 3건 통합금융리스
21년 비행기지 통합 관제체계 구축사업 리스
21-해-00시설사업 관급자재(구내방송장치)
21-해-관급자재(샌드위치패널) 제조설치
21-해-아파트 개선공사 관급자재(PD창호)
(216339-C) 다목적 수소드론 제조 설치
천막류(2½톤 정비샵밴용)
"방탄복, 파편 및 소총 방호용(중형)"
"방탄복, 파편 및 소총 방호용(중형)"
"방탄조끼, 파편 및 소총 방호용(대형)"
"방탄조끼, 파편 및 소총 방호용(대형)"
"방탄조끼, 파편 및 소총 방호용(특대형)"
22년 에이스가든 식자재 납품
00부대 훈련대 간판 설치
도서(데일카네기 인간관계론 등 129종) 구매
동계 재난예방 물자(제설제 등 3종) 구매
손원일관 리모델링 관급자재(항온항습기) 제조설치
손원일관 리모델링 관급자재(통합배선) 제조설치
경계용 CCTV 보안성강화 장비 구매/설치
21-섬석천교량 피해복구 원격감시제어장치 제조 설치
GOP통합급수시설 자동제어 제조설치
21-해-ㅇㅇ시설사업 관급자재(폐쇄형배전반) 제조설치
21-공사 종교시설 신축 관급자재(화강석) 제조납품
(217397-D)의무종합훈련센터 자동제어시스템 제조구매
21-해-근속30주년 기념휘장 등 5품목 제조
21-해-00사 관급자재(수관보일러A형) 제조설치
21-해-00시설사업 관급(빌딩자동제어장치) 구매 설치
21-해-00시설사업 관급자재(전동기제어반) 제조설치
21-해-교육관 관급자재(무대장치) 제조설치
21-해-선박자동식별장치 구매설치
막대과자(하임) 등 10종 구매
멸균딸기우유 등 2종 구매
콜라음료 등 7종 구매
보리음료 등 8종 구매
요거트음료(팩형) 등 6종 구매
핫바 등 6종 구매
과일류 9종 구매
매운맛라면(봉지) 등 10종 구매
매운맛라면(컵) 등 12종 구매
고구마샐러드 등 16종 구매
쌈무 등 9종 구매
함박스테이크 등 4종 구매
통치즈돈까스 구매
비스켓슈 등 6종 구매
잉글리시머핀샌드위치 등 3종 구매
잉글리시머핀 등 11종 구매
2021년 GOP 중거리카메라 제조 구매
GOP통합급수시설 자동제어 제조설치
매입아파트 싱크대 교체 설치
21-공-00장비고 신축 원격검침설비 제조 설치
21-59-4 00대대 리모델링 및 신축 통합배선 제조설치
21년 병영도서관 도서 구매
전관방송시설 제조/설치
네트워크 망 보안장치(LAN 포트 잠금장cl) 구매
2021년 265차 의약품 139품목 긴급 구매(정정공고)
2021년 265차 의약품 139품목 긴급 구매(정정공고)
2021년 265차 의약품 139품목 긴급 구매(정정공고)
2021년 265차 의약품 139품목 긴급 구매(정정공고)
창정비용 시험장비 구매
K계열 전차용 부품류(구매)
위험물 운반용기(금속제)등 2종 구매
인쇄용지(모조지 220gB) 구매
인쇄재료(디지털) 8종 구매
몰탈 접착강화제 등 160종 구매 납품
21-국-폐쇄망 ADOBE社 SW 2종 라이선스 연장구매
21-해-데스크톱 도입사업 리스(21H128-B)
"(21G177-A)21년 업무용 PC,모니터 통합 금융리스"
(21G189-A)AKJCCS 네트워크 장비노후교체사업금융리스
(216422-B) 관급자재(울타리) 제조-653포
(217410-B) 의무장비(X선기 유방용디지털) 구매
21-해-신호기 숫자1(4호) 등 172품목 구매
21-해-정밀측정시험소 관급자재(크레인) 제조설치
21-공-00부대 관급자재(크레인) 제조설치
(216101-K)소부대 과학화 전투훈련체계구축 장비구매
소떡소떡 등 8종 구매
반판두부 등 4종 구매
양념냉동시래기 등 9종 구매
국수(소면) 등 7종 구매
비프카레 등 10종 구매
할라피뇨 등 5종 구매
즉석밥 등 5종 구매
치킨스톡 등 25종 구매
냉면육수 등 9종 구매
떡국떡 등 9종 구매
새우패티 등 13종 구매
계란후라이 구매
통등심돈까스 구매
물만두 등 8종 구매
신축시설 가구류 제조 / 납품
신축시설 전자제품 등 비품류 구매
슬라이딩 저장랭 및 이동식 저장대 설치 납품
(21년) K2전차용 일반공구류
복사용지(370박스) 구매
22년(버스/트럭)수리부속 구매(연간단가계약)
22년(타이어/밧데리)수리부속구매(연간단가계약)
22년(승용차-현대) 수리부속 구매(연간단가계약)
'22~24년 식기세척기 임차용역
'22~24년 식기세척기 임차용역
(21년) K2전차용 일반공구류
종합 구조/잠수훈련용 모의선제 제조
발전기 60KW 1set 제조/설치
위성방송수신안테나 1종 구매
'22~24년 식기세척기 임차용역
(재사용-육34) 9개소 여성필수시설 설치 컨테이너
(재사용-육63) 32개소 물자창고/휴게실용 컨테이너
00여단 예비군훈련대 등 시설공사(통합배선)
00대대 실내체육관 신축공사(무대장치)
궤도장비 해체공장 자동화장비 제조 설치
'22 축산류 구매 계약
(216390-D)컨테이너 화장실 제조설치
21-해-00창 공장 신축 관급자재(크레인) 제조설치
21-해- 권총 전술조준경 구매
21-정밀측정시험소 교정자동화체계(공통) 장비 제조
(217355-C) 수술드릴 및 쏘셋밧데리식 미들본용 구매
21-7계룡대 오픈다단쇼케이스 제조 납품
간사교 생도증식(가지 등 396종) 구매
국방 00라이선스 구매
21-공-통합장비고 신축 전관방송 및 A/V 제조 설치
"21년 삼각대,사격통제기구용(3차)"
"냉각기,유체식,변속기용 구매"
22년(승용차-기아)수리부속구매(연간단가계약)
육성 21-11차 구매
수정 테이프 등 31종 구매
조도계 등 2종 구매
전산운영용품 구매
MTU 16V2000 M/F 외주정비
의무장비(수액조절기 주사용 미세주입기 6ch) 재공고
OO부대 오버헤드크레인 제조납품(21-특별-5-14)
OO부대 오버헤드크레인 제조납품(21-특별-4-11)
OO부대 오버헤드크레인 제조납품(21-특별-2-16)
OO부대 통합배선 제조납품(21-특별-5-21)
병영생활관 시스템 에어컨 교체 설치납품(대보수-121)
"헬멧,고공 강하용 등 2항목 구매(피복물자)"
폴리우레탄 피복제 등 1종 구매
인쇄재료 21종 구매
21-해-생존훈련장 신축 관급자재(5톤크레인 제조)
[21-60] 의무근무대 온수 보일러 설치납품(1)
21-281 직장 어린이집 교구 구매
(216392-C)유압시험기(고정식) 구매 설치
(21G184-I) UTM 통합관제환경 구축 금융리스
(21G182-I) 국직부대 정보화장비 구매 금융리스
(21G180-I) 브리핑시스템 노후교체사업 금융리스
00부대 형광우의 등 3종 제조
00여단 병영생활관 신축 관급자재(통합배선)
집행잔액 6차 해와달아파트 싱크대 설치납품
콤비블라인드 등 6종 구매 설치
00부대 핸드타올 등 4종 구매
여과 백(Bag)필터 등 3종(설치 및 수거 포함)
냉난방기 구매/설치
21년 병영도서관 도서 구매
00부대 주차시설 보수용 자재구매
22년 대기배출시설 소모품 구매(연간단가계약)
국방 전자서명 인증체계 고도화사업 SW(LDAP) 구매
화력여단 CCTV 임차용역
차기다련장 9차 사업 관급자재(크레인) 제조/설치
차기다련장 9차 사업 관급자재(자동제어) 제조/설치
차기다련장 9차 사업 관급자재(통합배선) 제조/설치
21년 3분기 전산운영용품 구매
건전지 등 98종 구매
22년 체력단련장 액화석유가스(LPG) 구매
(21G185-A)재정정보체계 고도화 기반운영환경금융리스
(21G173-A)KNCCS 성능개량테스트베드구축 금융리스
00체계 라이선스 구매(연장)
(육성) 00사단 상용무전기 중계기 및 모듈 통합 구매
20-충-육-8 냉방기 설치 납품
(재사용-39) 순찰로 보강용 자재구매
코로나 진단키트 등 44종
1포병 도로포장 보수 자재구매(육-재-59)
2기갑 기동로 포장 자재구매(육-재-49)
21-8차 전산운영용품 구매 계약의뢰
울산급 Batch-III 후속함(2번함) 건조
PRC-999K부품(구매)
21-3차 전산운영용품 구매
불모지 작전 소요경감 자재 구매
불모지 작전 소요경감 자재 구매
21-해병-노후관사 리모델링 합성수지제창
21-충-육-29실내체육관 관급자재(무대장치) 제조설치
21-충-육-29 실내체육관 신축 관급잔재(GHP) 구매설치
불모지 작전 소요경감 자재 구매
고속지령대 제조설치
"간부숙소 초도 및 노후비품 교체(세탁기, 냉난방기)"
과학화경계 노후장비 설치납품
00부대 의약품 등 구매
방공고속지령대 노후장비 제조설치
인쇄재료 49종 구매
울타리 철조망 제조 납품(3차)
172-2대대 병영생활관 신축 관급자재(통합배선)
QPCR마네킹 등 4품목
(21G181-A)국방획득정보체계기반운영환경구축금융리스
(217399-F)관급자재(통합배선) 제조설치
해안감시 정비장비 구매
불모지작전 소요경감자재 구매(2차)
8개부대 압착윤형철조망 설치납품
각대봉투 등 158종 구매
펌프 등 5종 구매
전장관리체계 운용용품 구매
비상탈출용 호흡기 구매
의약품 및 의료기재 105종 구매
더스트필터 등 3품목 구매
FFG-Ⅰ ECS(기관제어장치) 유지보수 정비
OO부대 통합배선 제조납품(21-특별-4-16)
안전사다리 구매(134개)
전술용G.P.S 시계
'21 식자재 구매 계약
[21-59] 00여단 난방 및 온수 보일러 설치납품
"21-273, 274 운동기구 구매"
(21-321) 역류방지밸브 1종
(21G179-A)B-1 브리핑시스템 노후교체3차사업금융리스
고속상황전파체계 도입사업 등 13건 통합리스
21-해-통합정비시설 관급자재(크레인) 제조
21-해-00창 공장 신축 관급자재(연관보일러) 제조설치
21-해-음주측정기 등 16종 구매
21-해-방탄헬멧 등 7종 구매
간부숙소 신축 관급(싱크대) 제조설치(도서지역)
"3사단 관사 관급자재(관급, 통합배선)"
GOP중거리카메라 구매/제조
22년 학군후보생 동계 기초장병 증식(음료) 구매
지뢰살포기 부품류
2개 부대 취사기구 구매
21년 시설공사 자산취득비(취사기구) 구매
소화기 구매
복사용지 등 33종 구매
후반기 국가기술자격검정 실기시험 재료 구매
21년 지뢰제거작전 비품 및 재료 구매
정림아파트 승강기 개선
MHC 취사장 리모델링 정비
계단운반기 6EA 구매
고속상륙정(LSF-II) 스커트 및 핑거세트 교체 정비
절곡기 1종 구매
'21년 잠수함 스노클 마스트 정비
'21년 잠수함 디젤 감시장치 회로카드(PCB) 정비
국군외상센터 XR플래그십 영상데이터 촬영시스템 구매
병리장비운영소모품(5) 후반기 구매(201차)
병리장비운영소모품(11) 후반기 계약의뢰(196차)
화성00부대 부대개편 특수페인트 제조납품
작전대기시설 컨테이너 제조
GOP 중거리카메라 제조/구매
정림아파트 승강기 개선
'21년 군성회관 식자재 구매계약
21-18차 액체질소탱크
디지털윤전잉크 4종 구매
21년 특전사 특수타격종합훈련장 중대급 마일즈(제조)
22-K-청룡회관 식자재(감자 등 109종) 구매
22-K-청룡회관 육류(돈삼겹 등 5종) 구매
쥐트랩 등 10종 구매
여단 화상회의 체계 구축 장비구매(코덱 등 6종)
[21-58] 의무근무대 물탱크 교체 설치납품
코팅가위 등 564종 구매
가평지역 도배장판 설치납품
포천지역 도배장판 설치납품
"21-256, 280 업소용 냉장고 등 5품목"
LED 평판 등기구 등 2종 구매
21-해-형광침투검사장비 제조
(21G175-A)정보관리시스템 인트라넷 교체사업금융리스
21-해-폭발물 처리 방풍복 등 8종 구매
소모품(근무복 등 114품목) 구매
"커플링,축용,고정식 등 13종 구매"
런닝머신 등 37품목 구매 설치
기어오일 등 16종 구매
중량원판 등 2종
비접촉체온계 등 8종 구매
전파탐지기 등 3종 구매
광케이블 복구장비SET 구매
코팅팬 등 18품목 구매
노후 전산장비 교체사업 금융리스
"00부대 냉난방기(실내,실외기)설치납품"
예하부대 상황실 전시체계 개선 사업
(21-143) 전력케이블 등 19품목 구매
프린터 토너 등 13종
22-교-양성과정 임시명찰 및 교번 제조 납품
공수강하용 헬멧 구매 납품
"간부숙소 가스레인지 구매, 에어컨 구매 설치"
00대 병영생활관 신축 관급자재(통합배선) 제조/설치
공기청정기 필터 구매(2차)
21-268 실내사격장 공조기 필터 교체
안타리포그머신 4대 구매
(21G176-I)국방정보시스템 노후교체사업 금융리스
21-콘베이어 등 26종 구매(218261-H)
21-공-사이버방호체계 보강 구매
(217402-D)21년 정보통신장비 구매(리스물건)
21-대형항공기 격납고 신축공사 관급 통합배선
21-해-교육관 관급자재(제로에너지) 제조설치
(216352-D)과학화 예비군훈련 관리체계 설치사업
탄적치대 이송용 장치대
실린더 슬리브 및 피스톤 조립체 등 6종 구매
검문소 경량화 장애물 구매
00부대 굴삭기 장착형 파쇄기 설치납품
00부대 급식유통센터 관급자재(단열데크) 구매설치
00부대 급식유통센터 관급자재(실외기(GHP)) 구매설치
시설부대비 물품 구매
회색방수캔바스 등 3종 구매
앰프 등 5품목
"샌딩 스펀지,연마제 구매"
(육성) [청주] 21-23차 응급처치킷 제조 구매
'21년 공보정훈실 영상제작장비 구매(수정)
사랑아파트 등 3개소 도배 및 장판 설치납품
'21년 기타유지물자(안전사다리) 구매 계약(의뢰)
"21-269,270 CCTV 소모품 등 구매"
기화기 등 217품목 구매
맨홀개폐기 등 4품목 구매
'22년 하늘/우주식당 김치류 구매
21-해-00사 관급자재(수관형보일러C형)제조설치
임시숙영시설 컨테이너 제조 설치납품
원주 삼성백조아파트 싱크대 교체
소형제빙기 등 2종 구매
전해셀 등 2종 구매
메인스피커 구매
전기국솥 등 4종
21년 산불진화용 화재진압장비 구매
Uriscan 1 등 31품목 구매
21년 학교교육 기반체계구축 장비 구매
야구부 훈련용품(유니폼 등 15종)
복사용지 등 112품목 구매
00함 전기추진체계(JFE 6261) 감시장치 정비
00소 수중훈련장 CCTV 제조설치
OO부대 엘리베이터 제조설치(21-특별-3-15)
발전기세트(디젤엔진식)
전원공급기
VR 핵심기본간호술 실습환경 조성
수송부 및 정비고용 안전사다리 구매
검문소 경량화 물자 구매 납품
21년 육군 KCTC 교전훈련장비(마일즈)용 충전지
반면형 마스크 등 8종 구매
핸드파레트트럭 5EA 구매
부대기 제조 납품
"(21-293, 294) 타이어 등 23종"
카메라 2종
"[21-52]A, C-GP 지상생활관 보수공사 자재구매"
충정아파트 도배 및 장판 설치납품
어린이집 운영 물품(색깔돋보기 등 260품목) 구매
"3사단 관사 관급자재(도급, 타일)"
(216079-H)장애물개척전차 시뮬레이터 제조
21-해-00시설 관급자재(영상감시장치) 제조 설치
21-해-가변형 작업대(B) 구매
21-해-00교육관 관급자재(공조기용실외기) 구매설치
21-해-보급창고 증축 관급자재(샌드위치 패널) 제조
21-생환훈련정(계류바지선) 건조
00 무정전전원장치 UPS 구매설치
"3사단 관사 관급자재(도급, 타일)"
사령부 분청 신축 관급자재(통합배선) 제조/설치
충정아파트 등 4개소 보일러 설치납품
21-11-480 자외선살균램프 등 75 품목
타이어 등 29종
00부대 안전사다리 구매
복사용지 A4 등 297종(4분기 통합발주)
21-방공관제사-99(장병체력단련기구 26품목 구매)
21년 교통안전 지원 비품 구매
랜야드 등 4품목 구매
EPSON 잉크 등 30종
22-S-취사용 LPG 구매
청력보호헤드셋 등 3종 구매
"(긴급)파이프,금속제 등 23종"
18비 간부식당 식자재 납품
21-덕-하드케이스 구매
소형지시봉 등 45종 구매
해병-리더십-도서류 구매
부대비품(리클라이너의자 등 4종)구매
복사용지 등 466품목 구매
UTP케이블 등 52품목 구매 납품
21-해-전동차 구매(218207-D)
21-해-00교육관 관급(냉난방기 실외기) 구매설치
불모지작전 소요 경감자재 구매계약
철매Ⅱ 성능개량 해0정비고 샌드위치 판넬
"조준장치(부수기재,81mm박격포-2)"
한우리아파트 보일러 설치납품
코팅기 등 6종
정부문서황일 등 130종
트라조돈염산염정 등 14종
cast shoes Type 2 등 47종
홀더투링목걸이 등 6종
GP 경계력보강 CCTV 자재 납품
21년 배식용 보온식관용 구매
톤백마대 등 3종 구매
D형 카라비너 구매
링라벨 등 101종 구매
21년 후반기 통합 전산용품 구매
직관형광등램프 등 73종 구매
병영도서 152종 구매
건전지 구매
고무장갑 등 88종
스탠드 등 8종 구매
재봉틀 구매
페인트붓 등 66종 구매
백업테이프 등 6종 구매
스테인리스앵글 등 11종
수송부 및 정비고용 안전사다리 구매
노래반주기 등 7종
"(긴급) 튜브 및 이음쇠,금속제 등 23종 구매"
이천 00부대 싱크대 교체
GOP 중거리카메라 제조
"1포병 정비근무대, A/B대대 부대개편 관급(통합배선)"
컨테이너 제조설치납품(재사용-030)
00부대 일반창고 저장대 제조 설치 납품
영상제작장비(캠코더) 구매
보오스코우프
국군수도병원 인터넷 화상회의 장비 구매 계약
21년 전산장비(바코드프린터/스캐너) 구매 계약
육사교 CCTV 제조(납품) 설치
21-11-472 vctc 등 40 품목
LED면조명 구매
체력단련기구 버터플라이 등 21품목 구매
수송교육연대 차량 후방카메라 구매
수송교육연대 블랙박스 구매
21년 4-2 의무비품 제조 구매 ((제작목재)
21년 4-3 의무비품 구매 (의무품목)
국군홍천병원 ups 축전지 교체 설치납품
21-선박자동식별장치(AIS) 218110-H
"도가니 등 34종 구매(326,329,330,331)"
대위 지휘참모과정 신축 교육시설 비품 구매
에어스프레이건세트 등 34종
체력단련장 훈련용품 구매
4분기 시설물 보수자재 구매
진행문서화일 등 451종
울템 9085 등 23종
라벨테이프 등 471종 구매
양극 등 10종 구매
삼성 토너 등 107종
00부대 육성 21-9차 구매
일반장비 4종 구매
양압식공기호흡기 실린더 보관함 제조/구매
21년도 병영도서관 도서 구매
"(21-130)ABS도어 등 14품목 구매, 설치"
볼 집구기 등 3종 구매 납품
통합 20핀 케이블 등 38품목 구매
(216089-K) 21~22년 일반장비 시뮬레이터 제조
81mm박격포-2 부수기재(구매)
병영도서관/독서카페 도서 구매
[21-C27] 냉온수 고압세척기 구매
굴삭기 어라운드뷰 및 음성안내감지기 구매
21-6차 전산운용품 구매
기름보일러 제조 구매
동영상/사진 미디어편집 소프트웨어 구매
유해발굴작전 물자 구매
지뢰제거 일반장비 구매
신병교육대 책상 구매
자바라컨베이어 등 4항목 구매
[21-C26]타이어탈착기 등 3종 구매
(육성)사단통합계약 교육용 드론 구매
[21-C21]21년 안전사다리 구매
21-재-3 화재진압 장비 구매
[21-C24]롤테이너 등 6개 품목
조도 측정기 등 2종
카드리더기 등 58품목 구매
의무장비 재투자 조달-안과세극등 구매
무인자율주행 기술을 적용한 제초로봇 시범도입
21-252 대회의실 회의용 시스템 교체
충전식 송풍기 등 10품목 구매
21년 여단급 화상회의체계 구축사업
경계용 CCTV 및 방송장비 설치납품
GOP/해안대대 화상회의 시스템 구축 물품구매
"21-258, 복지대대, 조림간장 등 74품목"
